row_index,sqli_type,db_engine,confidence,reasoning
29370,benign,generic,1.0,Normal SQL DELETE WHERE
29371,benign,generic,1.0,Normal SQL DELETE all
29372,benign,generic,1.0,Normal SQL SELECT function
29373,benign,generic,1.0,Normal SQL SELECT subquery
29374,benign,generic,1.0,Normal SQL SELECT TOP
29375,benign,generic,1.0,Normal SQL syntax number
29376,benign,generic,1.0,Normal SQL SELECT FETCH
29377,benign,generic,1.0,Normal SQL SELECT FETCH PERCENT
29378,benign,generic,1.0,Normal SQL SELECT TOP WHERE
29379,benign,generic,1.0,Normal SQL SELECT LIMIT WHERE
29380,benign,generic,1.0,Normal SQL SELECT FETCH WHERE
29381,benign,generic,1.0,Normal SQL SELECT MIN
29382,benign,generic,1.0,Normal SQL SELECT MIN
29383,benign,generic,1.0,Normal SQL SELECT subquery
29384,benign,generic,1.0,Normal SQL multiple queries
29385,benign,generic,1.0,Normal SQL syntax errors
29386,benign,generic,1.0,Normal SQL mixed dialects
29387,benign,generic,1.0,Normal SQL mixed dialects
29388,benign,generic,1.0,Normal SQL mixed dialects
29389,benign,generic,1.0,Normal SQL SELECT TOP WHERE UNION
29390,benign,generic,1.0,Normal SQL SELECT LIMIT WHERE
29391,benign,generic,1.0,Normal SQL SELECT FETCH WHERE
29392,benign,generic,1.0,Normal SQL SELECT AVG
29393,benign,generic,1.0,Normal SQL SELECT NOT LIKE pattern
29394,benign,generic,1.0,Normal SQL SELECT AVG SUM
29395,benign,generic,1.0,Normal SQL SELECT AVG SUM
29396,benign,generic,1.0,Normal SQL SELECT AVG SUM
29397,benign,generic,1.0,Normal SQL SELECT COUNT
29398,benign,generic,1.0,Normal SQL SELECT COUNT
29399,benign,generic,1.0,Normal SQL SELECT AVG
