row_index,sqli_type,db_engine,confidence,reasoning
32340,error_based,oracle,0.95,xmltype for Oracle error extraction
32341,auth_bypass,generic,0.6,simple OR condition
32342,error_based,oracle,0.95,xmltype for Oracle error extraction
32343,auth_bypass,generic,0.6,wildcard for auth bypass
32344,error_based,oracle,0.9,cast for PostgreSQL injection
32345,error_based,oracle,0.95,xmltype for Oracle error extraction
32346,error_based,oracle,0.9,dbms_utility for Oracle injection
32347,auth_bypass,generic,0.6,wildcard for auth bypass
32348,error_based,oracle,0.95,xmltype for Oracle error extraction
32349,auth_bypass,generic,0.6,quote escaping
32350,auth_bypass,generic,0.6,simple OR condition
32351,error_based,oracle,0.9,dbms_utility for Oracle injection
32352,error_based,oracle,0.95,xmltype for Oracle error extraction
32353,error_based,oracle,0.9,dbms_utility for Oracle injection
32354,auth_bypass,generic,0.7,quote escaping for auth bypass
32355,auth_bypass,generic,0.6,simple quote for bypass
32356,error_based,oracle,0.9,cast for PostgreSQL injection
32357,out_of_band,oracle,0.8,utl_inaddr.get_host_address for OOB
32358,error_based,oracle,0.95,xmltype for Oracle error extraction
32359,error_based,oracle,0.9,cast for PostgreSQL injection
32360,error_based,oracle,0.9,cast for PostgreSQL injection
32361,error_based,oracle,0.9,dbms_utility for Oracle injection
32362,error_based,oracle,0.95,xmltype for Oracle error extraction
32363,error_based,oracle,0.95,xmltype for Oracle error extraction
32364,error_based,oracle,0.95,xmltype for Oracle error extraction
32365,error_based,oracle,0.95,xmltype for Oracle error extraction
32366,error_based,oracle,0.9,dbms_utility for Oracle injection
32367,error_based,oracle,0.9,cast for PostgreSQL injection
32368,error_based,oracle,0.95,xmltype for Oracle error extraction
32369,error_based,oracle,0.95,xmltype for Oracle error extraction
