row_index,sqli_type,db_engine,confidence,reasoning
33120,auth_bypass,generic,0.5,simple condition injection
33121,auth_bypass,generic,0.6,wildcard injection
33122,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33123,error_based,oracle,0.9,cast for PostgreSQL injection
33124,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33125,error_based,oracle,0.95,xmltype for Oracle error extraction
33126,error_based,oracle,0.95,xmltype for Oracle error extraction
33127,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33128,error_based,mssql,0.8,char for MSSQL encoding
33129,error_based,oracle,0.95,xmltype for Oracle error extraction
33130,error_based,oracle,0.9,cast for PostgreSQL injection
33131,error_based,oracle,0.95,xmltype for Oracle error extraction
33132,error_based,oracle,0.95,xmltype for Oracle error extraction
33133,error_based,oracle,0.9,cast for PostgreSQL injection
33134,auth_bypass,generic,0.6,quote injection
33135,error_based,oracle,0.95,xmltype for Oracle error extraction
33136,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
33137,auth_bypass,generic,0.6,wildcard injection
33138,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
33139,error_based,oracle,0.95,xmltype for Oracle error extraction
33140,error_based,oracle,0.95,xmltype for Oracle error extraction
33141,error_based,oracle,0.95,xmltype for Oracle error extraction
33142,auth_bypass,generic,0.6,wildcard injection
33143,error_based,oracle,0.95,xmltype for Oracle error extraction
33144,boolean_blind,oracle,0.8,dbms_utility.sqlid_to_sqlhash for blind
33145,auth_bypass,generic,0.6,quote injection
33146,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
33147,auth_bypass,generic,0.6,wildcard injection
33148,error_based,oracle,0.9,cast for PostgreSQL injection
33149,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
