row_index,sqli_type,db_engine,confidence,reasoning
39990,error_based,oracle,0.85,basic Oracle injection
39991,error_based,oracle,0.85,basic Oracle with LIKE
39992,error_based,oracle,0.90,Oracle with case statement
39993,error_based,oracle,0.90,Oracle with comment injection
39994,error_based,oracle,0.90,Oracle xmltype case-based
39995,error_based,oracle,0.90,Oracle ctxsys error function
39996,error_based,oracle,0.90,Oracle with nested query
39997,error_based,postgresql,0.90,PostgreSQL cast for injection
39998,error_based,oracle,0.90,Oracle with eltx alias
39999,error_based,oracle,0.90,Oracle xmltype case statement
40000,error_based,postgresql,0.85,PostgreSQL char() injection
40001,error_based,oracle,0.90,Oracle xmltype case statement
40002,error_based,oracle,0.90,Oracle with nested query
40003,error_based,oracle,0.90,Oracle with PostgreSQL cast
40004,error_based,oracle,0.90,Oracle xmltype case-based
40005,error_based,oracle,0.90,Oracle ctxsys error technique
40006,error_based,oracle,0.85,basic Oracle injection
40007,error_based,oracle,0.90,Oracle with comment injection
40008,error_based,oracle,0.85,basic Oracle with LIKE
40009,error_based,oracle,0.90,Oracle with OR condition
40010,error_based,oracle,0.90,Oracle with nested query
40011,error_based,oracle,0.90,Oracle dbms_utility error
40012,error_based,oracle,0.85,basic Oracle with LIKE
40013,error_based,oracle,0.90,Oracle ctxsys error technique
40014,error_based,oracle,0.90,Oracle xmltype case-based
40015,error_based,oracle,0.90,Oracle with case statement
40016,error_based,oracle,0.90,Oracle with LIKE pattern
40017,error_based,oracle,0.85,basic Oracle with LIKE
40018,error_based,oracle,0.90,Oracle with comment injection
40019,error_based,oracle,0.85,basic Oracle with LIKE
