row_index,sqli_type,db_engine,confidence,reasoning
21210,benign,generic,1.00,"UPDATE with SET and WHERE - normal SQL DML"
21211,benign,generic,1.00,"Simple SELECT from table - normal SQL query"
21212,benign,generic,1.00,"DELETE with WHERE - normal SQL DML"
21213,benign,generic,1.00,"DELETE without WHERE - normal SQL DML"
21214,benign,generic,1.00,"SELECT function - normal SQL query"
21215,benign,generic,1.00,"SELECT with subquery - normal SQL query"
21216,benign,mssql,1.00,"SELECT TOP 3 is MSSQL syntax - normal query"
21217,benign,generic,1.00,"SELECT with numeric - normal SQL query"
21218,benign,generic,1.00,"SELECT FETCH FIRST is standard SQL - normal query"
21219,benign,mssql,1.00,"SELECT TOP PERCENT is MSSQL - normal query"
21220,benign,generic,1.00,"SELECT FETCH PERCENT is standard SQL - normal query"
21221,benign,mssql,1.00,"SELECT TOP with WHERE - MSSQL - normal query"
21222,benign,mysql,1.00,"SELECT with LIMIT - MySQL - normal query"
21223,benign,generic,1.00,"SELECT with FETCH FIRST - standard SQL normal query"
21224,benign,generic,1.00,"SELECT MIN with AS alias - normal SQL aggregate"
21225,benign,generic,1.00,"SELECT MIN with AS alias - normal SQL aggregate"
21226,benign,generic,1.00,"SELECT with subquery - normal SQL query"
21227,benign,mssql,1.00,"Multiple SELECT TOP - MSSQL - normal query"
21228,benign,generic,1.00,"Multiple SELECT statements - normal SQL query"
21229,benign,generic,1.00,"Multiple SELECT with FETCH/TOP - normal query"
21230,benign,generic,1.00,"Multiple SELECT statements - normal SQL query"
21231,benign,generic,1.00,"SELECT with FETCH PERCENT - normal SQL query"
21232,benign,mssql,1.00,"SELECT TOP with WHERE - MSSQL - normal query"
21233,benign,mysql,1.00,"SELECT with LIMIT - MySQL - normal query"
21234,benign,generic,1.00,"SELECT with FETCH FIRST - standard SQL normal query"
21235,benign,generic,1.00,"SELECT AVG - normal SQL aggregate function"
21236,benign,generic,1.00,"SELECT with NOT LIKE pattern - normal SQL query"
21237,benign,generic,1.00,"SELECT AVG and SUM - normal SQL aggregate"
21238,benign,generic,1.00,"SELECT AVG and SUM - normal SQL aggregate"
21239,benign,generic,1.00,"SELECT AVG and SUM - normal SQL aggregate"
