row_index,sqli_type,db_engine,confidence,reasoning
41190,error_based,firebird,0.9,CASE CODE Firebird
41191,error_based,firebird,0.9,CASE CODE Firebird
41192,error_based,generic,0.9,BITCOUNT error
41193,error_based,generic,0.9,BITCOUNT error
41194,error_based,db2,0.9,RAISE_ERROR DB2
41195,error_based,db2,0.9,RAISE_ERROR DB2
41196,error_based,generic,0.9,CASE error
41197,error_based,generic,0.9,CASE error
41198,error_based,generic,0.9,ERROR function
41199,error_based,generic,0.9,ERROR function
41200,error_based,mysql,0.9,PROCEDURE ANALYSE
41201,error_based,mysql,0.9,double error extraction
41202,error_based,mysql,0.9,EXP error
41203,error_based,mysql,0.9,GTID_SUBSET error
41204,error_based,mysql,0.9,JSON_KEYS error
41205,error_based,mysql,0.9,UPDATEXML error
41206,error_based,mysql,0.9,EXTRACTVALUE error
41207,error_based,postgresql,0.9,CAST text numeric
41208,error_based,postgresql,0.9,GENERATE_SERIES numeric
41209,error_based,mssql,0.9,CONVERT INT error
41210,error_based,mssql,0.9,SELECT IN error
41211,error_based,oracle,0.95,XMLType Oracle error
41212,error_based,firebird,0.9,CASE Firebird
41213,error_based,db2,0.9,RAISE_ERROR DB2
41214,error_based,mysql,0.9,double error extraction
41215,error_based,mysql,0.9,EXP error extraction
41216,error_based,mysql,0.9,GTID_SUBSET error
41217,error_based,mysql,0.9,JSON_KEYS error
41218,error_based,mysql,0.9,COUNT error
41219,error_based,mysql,0.9,EXTRACTVALUE error
