row_index,sqli_type,db_engine,confidence,reasoning
32250,error_based,postgresql,0.85,cast for PostgreSQL error extraction
32251,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32252,error_based,oracle,0.95,xmltype for Oracle error extraction
32253,error_based,oracle,0.9,dbms_utility for Oracle injection
32254,auth_bypass,generic,0.7,quote escaping for auth bypass
32255,error_based,oracle,0.9,dbms_utility for Oracle error extraction
32256,error_based,postgresql,0.85,cast for PostgreSQL error extraction
32257,auth_bypass,generic,0.7,quote escaping for auth bypass
32258,error_based,oracle,0.9,cast for PostgreSQL injection
32259,auth_bypass,generic,0.5,simple username injection
32260,error_based,oracle,0.95,xmltype for Oracle error extraction
32261,error_based,oracle,0.9,char for Oracle encoding
32262,error_based,oracle,0.9,char for Oracle encoding
32263,error_based,oracle,0.95,xmltype for Oracle error extraction
32264,auth_bypass,generic,0.6,simple OR for auth bypass
32265,error_based,oracle,0.95,xmltype for Oracle error extraction
32266,error_based,oracle,0.9,cast for PostgreSQL injection
32267,error_based,oracle,0.9,char for Oracle encoding
32268,error_based,oracle,0.95,xmltype for Oracle error extraction
32269,error_based,oracle,0.95,xmltype for Oracle error extraction
32270,auth_bypass,generic,0.6,wildcard injection for bypass
32271,auth_bypass,generic,0.6,wildcard injection for bypass
32272,error_based,oracle,0.95,xmltype for Oracle error extraction
32273,error_based,postgresql,0.85,cast for PostgreSQL error extraction
32274,error_based,oracle,0.9,cast for PostgreSQL injection
32275,boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind
32276,auth_bypass,generic,0.6,simple OR condition
32277,error_based,oracle,0.95,xmltype for Oracle error extraction
32278,error_based,oracle,0.9,dbms_utility for Oracle error extraction
32279,error_based,oracle,0.95,xmltype for Oracle error extraction
