row_index,sqli_type,db_engine,confidence,reasoning
24450,benign,generic,1.0,Normal SELECT with ORDER BY multiple columns
24451,benign,generic,1.0,Normal SELECT with ORDER BY ASC DESC
24452,benign,generic,1.0,Normal INSERT statement
24453,benign,generic,1.0,Normal INSERT statement
24454,benign,generic,1.0,Normal SELECT with IS NULL
24455,benign,generic,1.0,Normal SELECT with IS NOT NULL
24456,benign,generic,1.0,Normal UPDATE statement
24457,benign,generic,1.0,Normal UPDATE statement
24458,benign,generic,1.0,Normal SELECT from table
24459,benign,generic,1.0,Normal DELETE statement
24460,benign,generic,1.0,Normal DELETE statement
24461,benign,generic,1.0,Normal SELECT with function
24462,benign,generic,1.0,Normal SELECT with subquery
24463,benign,generic,1.0,Normal SELECT TOP from MSSQL
24464,benign,generic,1.0,Incomplete SELECT statement
24465,benign,generic,1.0,Normal SELECT with FETCH FIRST
24466,benign,generic,1.0,Normal SELECT TOP PERCENT from MSSQL
24467,benign,generic,1.0,Normal SELECT with FETCH FIRST
24468,benign,generic,1.0,Normal SELECT TOP with WHERE
24469,benign,generic,1.0,Normal SELECT with LIMIT and WHERE
24470,benign,generic,1.0,Normal SELECT with FETCH FIRST and WHERE
24471,benign,generic,1.0,Normal SELECT with MIN aggregate
24472,benign,generic,1.0,Normal SELECT with MIN aggregate
24473,benign,generic,1.0,Normal SELECT with subquery
24474,benign,generic,1.0,Malformed SELECT with multiple TOP and FETCH
24475,benign,generic,1.0,Incomplete SELECT statement
24476,benign,generic,1.0,Malformed SELECT with multiple clauses
24477,benign,generic,1.0,Malformed SELECT with multiple TOP and FETCH
24478,benign,generic,1.0,Malformed SELECT with multiple clauses
24479,benign,generic,1.0,Malformed SELECT with multiple SELECT
