row_index,sqli_type,db_engine,confidence,reasoning
14880,benign,generic,0.9,not_sql_injection
14881,benign,generic,0.9,not_sql_injection
14882,benign,generic,0.9,not_sql_injection
14883,benign,generic,0.9,not_sql_injection
14884,benign,generic,0.9,not_sql_injection
14885,benign,generic,0.9,not_sql_injection
14886,benign,generic,0.9,not_sql_injection
14887,benign,generic,0.9,not_sql_injection
14888,benign,generic,0.9,not_sql_injection
14889,benign,generic,0.9,not_sql_injection
14890,benign,generic,0.9,not_sql_injection
14891,benign,generic,0.9,not_sql_injection
14892,benign,generic,0.9,not_sql_injection
14893,benign,generic,0.9,not_sql_injection
14894,benign,generic,0.9,not_sql_injection
14895,benign,generic,0.9,not_sql_injection
14896,benign,generic,0.9,not_sql_injection
14897,benign,generic,0.9,not_sql_injection
14898,benign,generic,0.9,not_sql_injection
14899,benign,generic,0.9,not_sql_injection
14900,benign,generic,0.9,not_sql_injection
14901,benign,generic,0.9,not_sql_injection
14902,benign,generic,0.9,not_sql_injection
14903,benign,generic,0.9,not_sql_injection
14904,benign,generic,0.9,not_sql_injection
14905,benign,generic,0.9,not_sql_injection
14906,benign,generic,0.9,not_sql_injection
14907,benign,generic,0.9,not_sql_injection
14908,benign,generic,0.9,not_sql_injection
14909,benign,generic,0.9,not_sql_injection
