row_index,sqli_type,db_engine,confidence,reasoning
4110,boolean_based,mysql,0.7,rlike_case
4111,out_of_band,oracle,0.9,dbms_utility
4112,error_based,oracle,0.9,xmltype_error
4113,heavy_query,oracle,0.7,oracle_sysjoin
4114,heavy_query,firebird,0.7,firebird_sysjoin
4115,error_based,mysql,0.9,updatexml
4116,boolean_based,generic,0.5,or_equality
4117,time_blind,mysql,0.9,benchmark
4118,time_blind,mysql,0.7,rlike_sleep
4119,boolean_based,mysql,0.7,make_set
4120,heavy_query,postgresql,0.7,generate_series
4121,boolean_based,generic,0.5,or_equality
4122,union_based,generic,0.7,union_concat
4123,boolean_based,generic,0.5,case_when
4124,heavy_query,firebird,0.7,firebird_sysjoin
4125,time_blind,mysql,0.7,elt_sleep
4126,time_blind,oracle,0.9,dbms_pipe
4127,union_based,generic,0.7,union_select
4128,out_of_band,oracle,0.9,ctxsys_drithsx
4129,boolean_based,mysql,0.7,row_count
4130,boolean_based,oracle,0.7,case_cast
4131,boolean_based,mysql,0.7,elt_boolean
4132,union_based,generic,0.7,union_select
4133,heavy_query,firebird,0.7,firebird_sysjoin
4134,error_based,mysql,0.7,group_concat
4135,boolean_based,generic,0.5,inequality
4136,time_blind,generic,0.7,sleep_concat
4137,time_blind,postgresql,0.7,regexp_substring
4138,boolean_based,generic,0.5,case_division
4139,out_of_band,oracle,0.9,dbms_utility
