row_index,sqli_type,db_engine,confidence,reasoning
29550,benign,generic,1.0,Normal SQL SELECT AND condition
29551,benign,generic,1.0,Normal SQL SELECT OR condition
29552,benign,generic,1.0,Normal SQL SELECT OR condition
29553,benign,generic,1.0,Normal SQL SELECT NOT operator
29554,benign,generic,1.0,Normal SQL SELECT AND OR condition
29555,benign,generic,1.0,Normal SQL SELECT multiple NOT
29556,benign,generic,1.0,Normal SQL SELECT ORDER BY
29557,benign,generic,1.0,Normal SQL SELECT ORDER BY DESC
29558,benign,generic,1.0,Normal SQL SELECT ORDER BY multiple
29559,benign,generic,1.0,Normal SQL SELECT ORDER BY ASC DESC
29560,benign,generic,1.0,Normal SQL INSERT with VALUES
29561,benign,generic,1.0,Normal SQL INSERT
29562,benign,generic,1.0,Normal SQL SELECT IS NULL
29563,benign,generic,1.0,Normal SQL SELECT IS NOT NULL
29564,benign,generic,1.0,Normal SQL UPDATE
29565,benign,generic,1.0,Normal SQL UPDATE WHERE
29566,benign,generic,1.0,Normal SQL DELETE WHERE
29567,benign,generic,1.0,Normal SQL DELETE all
29568,benign,generic,1.0,Normal SQL SELECT function
29569,benign,generic,1.0,Normal SQL SELECT subquery
29570,benign,generic,1.0,Normal SQL SELECT TOP
29571,benign,generic,1.0,Normal SQL syntax number
29572,benign,generic,1.0,Normal SQL SELECT FETCH
29573,benign,generic,1.0,Normal SQL SELECT TOP PERCENT
29574,benign,generic,1.0,Normal SQL SELECT TOP WHERE
29575,benign,generic,1.0,Normal SQL SELECT LIMIT WHERE
29576,benign,generic,1.0,Normal SQL SELECT FETCH WHERE
29577,benign,generic,1.0,Normal SQL SELECT MIN
29578,benign,generic,1.0,Normal SQL SELECT MIN
29579,benign,generic,1.0,Normal SQL SELECT subquery
