row_index,sqli_type,db_engine,confidence,reasoning
990,union_based,generic,0.85,UNION ALL for union-based
991,error_based,oracle,0.90,utl_inaddr for Oracle error-based
992,error_based,oracle,0.90,xmltype() for Oracle error-based
993,unknown,generic,0.70,ORDER BY without full query context
994,time_blind,oracle,0.90,dbms_pipe for Oracle time blind
995,union_based,generic,0.85,UNION ALL for union-based
996,time_blind,generic,0.85,elt() with sleep for time blind
997,boolean_blind,firebird,0.80,Case when for Firebird blind
998,union_based,generic,0.85,UNION ALL for union-based
999,union_based,generic,0.85,UNION ALL for union-based
1000,time_blind,oracle,0.90,dbms_pipe for Oracle time blind
1001,union_based,generic,0.85,UNION ALL for union-based
1002,heavy_query,oracle,0.85,Multiple all_users table join
1003,error_based,oracle,0.90,utl_inaddr for Oracle error-based
1004,boolean_blind,generic,0.80,OR comparison for blind
1005,unknown,generic,0.70,SELECT without clear type
1006,time_blind,generic,0.85,sleep() with rlike for time blind
1007,boolean_blind,mysql,0.80,make_set() for boolean blind
1008,boolean_blind,generic,0.75,SELECT IF for boolean blind
1009,boolean_blind,postgresql,0.80,regexp_substring for boolean blind
1010,time_blind,generic,0.90,sleep() for time blind
1011,heavy_query,postgresql,0.90,generate_series for heavy query
1012,heavy_query,db2,0.85,Multiple systables join for heavy query
1013,union_based,generic,0.85,UNION ALL for union-based
1014,union_based,generic,0.85,UNION ALL for union-based
1015,time_blind,oracle,0.90,dbms_pipe for Oracle time blind
1016,union_based,generic,0.85,UNION ALL for union-based
1017,boolean_blind,firebird,0.80,Case when for Firebird blind
1018,heavy_query,firebird,0.85,Multiple table join for heavy query
1019,boolean_blind,generic,0.75,Multiplication comparison for blind
