row_index,sqli_type,db_engine,confidence,reasoning
0,union_based,mysql,0.90,"UNION SELECT with $+<$ obfuscation for WAF bypass"
1,union_based,oracle,0.90,"UNION SELECT with v$version for Oracle union-based SQLi"
2,auth_bypass,generic,0.90,"admin OR 1=1 OR with double quotes for auth bypass"
3,union_based,generic,0.80,"uni on sel ect is space obfuscation for union-based SQLi"
4,boolean_blind,generic,0.80,"Quote obfuscation for boolean-based blind SQLi"
5,time_blind,mssql,0.90,"waitfor delay for MSSQL time-based blind SQLi"
6,boolean_blind,mysql,0.85,"?; obfuscation for boolean-based blind SQLi"
7,time_blind,mssql,0.90,"waitfor delay for MSSQL time-based blind SQLi"
8,out_of_band,generic,0.75,"bfilename for out-of-band SQLi"
9,auth_bypass,generic,0.90,"admin') OR ('1'='1' for auth bypass"
10,polyglot,generic,0.75,"UEf polyglot payload"
11,time_blind,generic,0.85,"sleep() with # comment for time-based blind SQLi"
12,error_based,oracle,0.95,"utl_inaddr.get_host_address with sys.all_tables for Oracle error-based"
13,union_based,mysql,0.90,"UNION SELECT with $[] obfuscation for WAF bypass"
14,union_based,mysql,0.90,"UNION SELECT with @ ( 1 ) obfuscation for WAF bypass"
15,error_based,generic,0.80,"SELECT COUNT with tablenames for error-based SQLi"
16,time_blind,generic,0.85,"sleep() with # comment for time-based blind SQLi"
17,error_based,oracle,0.95,"utl_inaddr.get_host_address with dba_role_privs for Oracle error-based"
18,boolean_blind,mysql,0.85,"1# obfuscation for boolean-based blind SQLi"
19,boolean_blind,generic,0.80,"||6 is boolean-based blind SQLi"
20,boolean_blind,generic,0.80,"or 1/* is comment-based boolean blind SQLi"
21,out_of_band,mysql,0.85,"load_file with char() for file read out-of-band SQLi"
22,boolean_blind,mysql,0.85,".%@ obfuscation for boolean-based blind SQLi"
23,boolean_blind,mysql,0.85,".. obfuscation for boolean-based blind SQLi"
24,union_based,mysql,0.90,"UNION SELECT with 1&@# obfuscation for WAF bypass"
25,boolean_blind,mysql,0.85,";] obfuscation for boolean-based blind SQLi"
26,error_based,oracle,0.95,"utl_inaddr.get_host_address with SYS.USER$ for Oracle error-based"
27,boolean_blind,mysql,0.85,"$<\ obfuscation for boolean-based blind SQLi"
28,union_based,oracle,0.90,"UNION SELECT with v$version for Oracle union-based SQLi"
29,boolean_blind,generic,0.85,"OR 'whatever' IN is boolean-based blind SQLi"
