row_index,sqli_type,db_engine,confidence,reasoning
0,boolean_blind,generic,0.80,"password:*/ = 1-- is boolean-based blind SQLi"
1,union_based,mysql,0.90,"UNION SELECT with <@. obfuscation for WAF bypass"
2,boolean_blind,mysql,0.85,") @ obfuscation for boolean-based blind SQLi"
3,union_based,mysql,0.90,"UNION SELECT with @@1 obfuscation for WAF bypass"
4,union_based,generic,0.85,"UNION SELECT with subquery for union-based SQLi"
5,boolean_blind,mysql,0.85,") { obfuscation for boolean-based blind SQLi"
6,union_based,mysql,0.90,"UNION SELECT with .<@. obfuscation for WAF bypass"
7,union_based,mysql,0.90,"UNION SELECT with +\. obfuscation for WAF bypass"
8,union_based,mysql,0.90,"UNION SELECT with @<@. obfuscation for WAF bypass"
9,union_based,mysql,0.90,"UNION SELECT with \<$ obfuscation for WAF bypass"
10,union_based,mysql,0.90,"UNION SELECT with $+ obfuscation for WAF bypass"
11,union_based,mysql,0.90,"UNION SELECT with \+ obfuscation for WAF bypass"
12,union_based,mysql,0.90,"UNION SELECT with . operator for union-based SQLi"
13,boolean_blind,mysql,0.85,") [ obfuscation for boolean-based blind SQLi"
14,union_based,mysql,0.90,"UNION SELECT with \.<1 obfuscation for WAF bypass"
15,error_based,oracle,0.95,"utl_inaddr.get_host_address with v$version for Oracle error-based"
16,boolean_blind,mysql,0.85,"<@$_ obfuscation for boolean-based blind SQLi"
17,error_based,oracle,0.95,"utl_inaddr.get_host_address with all_tab_columns for Oracle error-based"
18,union_based,mysql,0.90,"UNION SELECT with $+<$ obfuscation for WAF bypass"
19,boolean_blind,mysql,0.85,"@% obfuscation for boolean-based blind SQLi"
20,union_based,mysql,0.90,"UNION SELECT with $<\ obfuscation for WAF bypass"
21,boolean_blind,mysql,0.85,"%, obfuscation for boolean-based blind SQLi"
22,union_based,generic,0.80,"UNION SELECT is classic union-based SQLi"
23,benign,generic,0.90,"asc is SQL keyword, not an attack without context"
24,stacked_queries,generic,0.85,"adduser function call for stacked queries injection"
25,stacked_queries,mssql,0.90,"sp_addsrvrolemember for MSSQL stacked queries injection"
26,union_based,mysql,0.90,"UNION SELECT with \ obfuscation for WAF bypass"
27,boolean_blind,generic,0.85,") or true-- is boolean-based blind SQLi"
28,union_based,oracle,0.90,"UNION SELECT with v$version for Oracle union-based SQLi"
29,error_based,oracle,0.95,"utl_inaddr.get_host_address with SYS.USER$ for Oracle error-based"
