row_index,sqli_type,db_engine,confidence,reasoning
27960,benign,generic,1.0,Invalid SQL syntax - not an attack
27961,benign,generic,1.0,Normal SELECT with RIGHT JOIN
27962,benign,generic,1.0,Normal SELECT function call
27963,benign,generic,1.0,Invalid SQL syntax - not an attack
27964,benign,generic,1.0,Invalid SQL syntax - not an attack
27965,benign,generic,1.0,Invalid SQL syntax - not an attack
27966,benign,generic,1.0,Normal SELECT function call
27967,benign,generic,1.0,Invalid SQL syntax - not an attack
27968,benign,generic,1.0,Normal SELECT with UNION
27969,benign,generic,1.0,Normal SELECT with UNION ALL
27970,benign,generic,1.0,Normal SELECT with UNION
27971,benign,generic,1.0,Invalid SQL syntax - not an attack
27972,benign,generic,1.0,Invalid SQL syntax - not an attack
27973,benign,generic,1.0,Normal SELECT with FETCH FIRST
27974,benign,generic,1.0,Invalid SQL - not a valid statement
27975,benign,generic,1.0,Normal SELECT all rows
27976,benign,generic,1.0,Invalid SQL - not a valid statement
27977,benign,generic,1.0,Normal SELECT DISTINCT
27978,benign,generic,1.0,Normal SELECT COUNT DISTINCT
27979,benign,generic,1.0,Normal SELECT COUNT
27980,benign,generic,1.0,Invalid SQL syntax - not an attack
27981,benign,generic,1.0,Normal SELECT all rows
27982,benign,generic,1.0,Normal SELECT with WHERE clause
27983,benign,generic,1.0,Normal SELECT with WHERE clause
27984,benign,generic,1.0,Normal SELECT with WHERE clause
27985,benign,generic,1.0,Normal SELECT with multiple WHERE conditions
27986,benign,generic,1.0,Normal SELECT with multiple WHERE conditions
27987,benign,generic,1.0,Normal SELECT with multiple WHERE conditions
27988,benign,generic,1.0,Normal SELECT with NOT operator
27989,benign,generic,1.0,Normal SELECT with AND/OR conditions
