row_index,sqli_type,db_engine,confidence,reasoning
3421,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3422,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3423,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3424,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3425,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3426,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3427,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3428,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3429,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3430,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3431,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3432,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3433,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3434,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3435,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3436,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3437,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3438,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3439,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3440,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3441,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3442,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3443,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3444,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3445,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3446,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3447,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3448,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
3449,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
