row_index,sqli_type,db_engine,confidence,reasoning
6840,error_based,mssql,0.9,convert_char
6841,time_blind,mysql,0.9,benchmark
6842,union_based,generic,0.7,union_null
6843,time_blind,postgresql,0.9,pg_sleep
6844,union_based,oracle,0.7,oracle_union
6845,boolean_based,generic,0.5,order_by
6846,heavy_query,mssql,0.7,mssql_sysjoin
6847,union_based,generic,0.7,union_select
6848,error_based,mssql,0.9,convert_char
6849,time_blind,postgresql,0.7,regexp_substring
6850,boolean_based,oracle,0.7,case_cast
6851,union_based,generic,0.7,union_null
6852,boolean_based,mssql,0.7,case_cast
6853,union_based,generic,0.7,union_select
6854,time_blind,oracle,0.9,dbms_pipe
6855,boolean_based,generic,0.5,elt_equality
6856,time_blind,mysql,0.9,sleep_time
6857,time_blind,mysql,0.7,sleep_subquery
6858,boolean_based,generic,0.5,elt_equality
6859,boolean_based,mysql,0.7,make_set
6860,union_based,generic,0.7,union_select
6861,boolean_based,generic,0.5,where_equality
6862,time_blind,mysql,0.9,benchmark
6863,time_blind,postgresql,0.7,regexp_substring
6864,time_blind,postgresql,0.7,regexp_substring
6865,time_blind,mysql,0.9,benchmark
6866,boolean_based,generic,0.5,or_equality
6867,boolean_based,mssql,0.7,iif_boolean
6868,time_blind,postgresql,0.7,regexp_substring
6869,heavy_query,db2,0.7,db2_sysjoin
