row_index,sqli_type,db_engine,confidence,reasoning
5701,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5702,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5703,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5704,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5705,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5706,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5707,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5708,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5709,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5710,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5711,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5712,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5713,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5714,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5715,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5716,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5717,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5718,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5719,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5720,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5721,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5722,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5723,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5724,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5725,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5726,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5727,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5728,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
5729,benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query
