row_index,sqli_type,db_engine,confidence,reasoning
5850,out_of_band,oracle,0.9,ctxsys_drithsx
5851,time_blind,mysql,0.9,sleep_time
5852,time_blind,sqlite,0.7,like_randomblob
5853,boolean_based,generic,0.5,or_inequality
5854,time_blind,mssql,0.9,waitfor
5855,heavy_query,mssql,0.7,mssql_sysjoin
5856,out_of_band,oracle,0.9,dbms_utility
5857,boolean_based,generic,0.5,order_by
5858,stacked_queries,generic,0.7,if_drop
5859,boolean_based,generic,0.5,order_by
5860,boolean_based,postgresql,0.7,postgresql_cast
5861,heavy_query,firebird,0.7,firebird_sysjoin
5862,heavy_query,postgresql,0.7,generate_series
5863,boolean_based,firebird,0.7,rdb_conditional
5864,heavy_query,mssql,0.7,mssql_sysjoin
5865,error_based,mysql,0.9,extractvalue
5866,boolean_based,mysql,0.7,mysql_db
5867,boolean_based,generic,0.5,where_equality
5868,heavy_query,generic,0.7,domain_join
5869,boolean_based,generic,0.5,arithmetic
5870,union_based,generic,0.7,union_concat
5871,boolean_based,generic,0.5,or_equality
5872,time_blind,mysql,0.9,benchmark
5873,time_blind,mysql,0.9,benchmark
5874,time_blind,generic,0.7,sleep_subquery
5875,boolean_based,mssql,0.7,iif_boolean
5876,union_based,generic,0.7,union_select
5877,boolean_based,generic,0.5,where_equality
5878,union_based,generic,0.7,union_null
5879,heavy_query,firebird,0.7,firebird_sysjoin
