module_id,module_description,sample_id,y_level,y_name,corpus_role,attack_corpus,attack_intent,root_id,semantic_family,root_variant,structure_cell_id,cell_index,variation_id,expected_truth,payload_raw,payload_decoded,payload_canonical,validation_payload,representation_recipe,parent_sample_id,parent_module_level,payload_before_transform,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,semantic_preservation_basis,train_corpus_membership_v4_1,training_gate_v4_1,decode_requirement,structure_signature,attack_fingerprint,required_tokens,skeleton,char_length,token_count,parenthesis_depth,operator_count,literal_count,function_count,cast_count,connector_count,root_adherence,structure_cell_adherence,operator_family_adherence,grammar_contract_preservation,delimiter_quote_integrity,boolean_signal,boolean_semantic_preservation,y_specific_representation_compliance,novelty_score,bounded_novelty_score,duplicate_penalty,malformed_syntax_penalty,slot_sanity_score,static_valid,postgres_parse_valid,runtime_valid,semantic_behavior_valid,engine_validated,behavior_confirmed,exploit_confirmed,keyword_corruption,delimiter_noise,encoding_noise,slot_noise,literal_noise,raw_sha256,canonical_sha256,fingerprint_sha256,notes,validation_payload_v4,keyword_integrity,delimiter_quote_integrity_v4,required_token_presence_score,boolean_signal_v4,y_specific_representation_score_v4,slot_sanity_score_v4,number_profile_json,string_profile_json,max_number_digits,avg_number_digits,parenthesis_depth_v4,module_contract_valid_score,dangerous_family_excluded,static_valid_v4,static_quality_score_v4,malformed_syntax_penalty_v4,accepted_for_seqgan_v4,accepted_for_rf_feature_v4,accepted_for_llm_hard_case_v4,evidence_tier,postgres_parse_valid_v4,postgres_runtime_valid_v4,semantic_behavior_valid_v4,runtime_error_class_v4,database,attack_family,payload_layer,runtime_validation_target,source_type
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S01,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V01,True,32 = 32,32 = 32,32 = 32,32 = 32,surface_parentheses_spacing_case_variation,,,32 = 32,NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,f23dd66cdff6d3c4ef68d2026fb9b697,=,INT = INT,7,3,0,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,8f0e864aff96b4e9ea1aef9e342395e0429e7ba6d5db1bebc996d4649edc9852,8f0e864aff96b4e9ea1aef9e342395e0429e7ba6d5db1bebc996d4649edc9852,f23dd66cdff6d3c4ef68d2026fb9b697668d7c5a2b3bd7956d80c67d1ae755f1,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,32 = 32,1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,0.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S02,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V02,True,(  45  =  45  ),(  45  =  45  ),45 = 45,( 45 = 45 ),surface_parentheses_spacing_case_variation,,,(  45  =  45  ),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,541d51c51ff59d70313c1f2fc5bfbaf2,=,( INT = INT ),15,5,1,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,f9608361382667c5b280b43e867655d9b5507a0c5d125fbe28ae838706565d19,1c3d108849530dac7d8601715edc87bc7ba0b532495a737bd187a4ede327547e,541d51c51ff59d70313c1f2fc5bfbaf235c17f4e32dbddd60f97c2df5075ce98,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,( 45 = 45 ),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,1.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S03,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V03,True,58 = 58,58 = 58,58 = 58,58 = 58,surface_parentheses_spacing_case_variation,,,58 = 58,NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,7ae71af71fd9b2f8dcb6a4b42c80151a,=,INT = INT,7,3,0,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,5cf7edf26dfdd11bbc778a4002658c39f94138f20c24ef85e96017031f5d598f,5cf7edf26dfdd11bbc778a4002658c39f94138f20c24ef85e96017031f5d598f,7ae71af71fd9b2f8dcb6a4b42c80151aedb562ff2307487d65a67a82e6d7dc11,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,58 = 58,1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,0.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S04,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V04,False,( 71 = 88 ),( 71 = 88 ),71 = 88,( 71 = 88 ),surface_parentheses_spacing_case_variation,,,( 71 = 88 ),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,afa1d4bef63daa51575856364df439f8,=,( INT = INT ),11,5,1,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,ede38a4de8f677caa7ad5188554553d25ae9c0af07f9eb2297b2c065a8f404a0,ddff5439f52faaeeb263d92056b67ea17b2add637d0db70ad84447cf153ff3cd,afa1d4bef63daa51575856364df439f8248e1269afdcb8c576460c52b588d8be,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,( 71 = 88 ),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,1.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S05,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V05,False,84  =  4,84  =  4,84 = 4,84 = 4,surface_parentheses_spacing_case_variation,,,84  =  4,NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,64f8979646a884ca80b0c1b4c83d2a64,=,INT = INT,8,3,0,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,9a577f094daef7b4a3bd41b056b2e3bb9b9dc2b69709d3a8f829363172b1a29b,000dfa1dafebd88cf7aad9eba69991e33f4236981ee3249773953b335d0be200,64f8979646a884ca80b0c1b4c83d2a64d55b1bac77fd349c41f0dc86c5520a55,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,84 = 4,1,1,1.0,1,1.0,1.0,"{""avg_digits"": 1.5, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,1.5,0.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C01_S06,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C01,1,V06,False,( 97 = 17 ),( 97 = 17 ),97 = 17,( 97 = 17 ),surface_parentheses_spacing_case_variation,,,( 97 = 17 ),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,6755654b2fba539b07353c1a,17d97150723b2f180a1b260d09453c42,=,( INT = INT ),11,5,1,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,102e9dd75b11eb5414463ba478d4f40270e2f4640089b90827aac35854515202,392b9ab1d5973d4beae88fadbd134ba6ac87ba691041e22e701b72e6d5379a44,17d97150723b2f180a1b260d09453c42a14815d4364f9a38fabd61489705b76a,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,( 97 = 17 ),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,1.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C02_S01,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C02,2,V01,True,( (43 = 43) ),( (43 = 43) ),(43 = 43),( (43 = 43) ),surface_parentheses_spacing_case_variation,,,( (43 = 43) ),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,0714f315616c14dc63e30f5e,765a3204d6905e3402d15871afc028d8,=,( (INT = INT) ),13,7,2,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,0e8421b042a9221a17c48b237e45b0a9a2c8a8787ddcd6b17a8e693c6e812e91,1b8e09fb1558983313a4dc32c1cd21735899e62129d86f4a8e4f254c75b41910,765a3204d6905e3402d15871afc028d823251580d146a195b4a1ec37798e5604,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,( (43 = 43) ),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,2.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C02_S02,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C02,2,V02,True,(56  =  56),(56  =  56),(56 = 56),(56 = 56),surface_parentheses_spacing_case_variation,,,(56  =  56),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,0714f315616c14dc63e30f5e,233d1bb0e09e8315a7e7dad85db73197,=,(INT = INT),11,5,1,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,2082dc703f34e074fe150cdae4a2ca75ad6a7fe8920e526272789a920e014c09,99cd41ffefffe6bd8ac7a55a0e233dffeb0e2671eb1e38cababd5c6ac312e6ae,233d1bb0e09e8315a7e7dad85db73197c883c10d3461b522f76fc6553d3c6532,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,(56 = 56),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,1.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C02_S03,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C02,2,V03,True,( (69 = 69) ),( (69 = 69) ),(69 = 69),( (69 = 69) ),surface_parentheses_spacing_case_variation,,,( (69 = 69) ),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,0714f315616c14dc63e30f5e,ac88e83dffb146bb7e69db0f9ad35c50,=,( (INT = INT) ),13,7,2,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,5e456f847e8d1ad2a312deea96878ba903a8a9874b8aa714bec36a6082aa19da,93dc030d6aaf78c01ccc696db36d8db8cce1bea704d49afa1c424f1b8bf2a11c,ac88e83dffb146bb7e69db0f9ad35c50fb40e87e2f653072e3e616d0161325e7,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,( (69 = 69) ),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 2.0, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,2.0,2.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
Y2_boolean_variation,valid Boolean predicate with shallow structural variation,Y2_R001_C02_S04,Y2,Y2_Variation,seqgan_attack_source,True,boolean_predicate_injection,PG_BOOL_R001,comparison_numeric,1,PG_BOOL_R001_C02,2,V04,False,(82 = 2),(82 = 2),(82 = 2),(82 = 2),surface_parentheses_spacing_case_variation,,,(82 = 2),NONE_BASE,1,1,1,canonical_normalization_only_runtime_not_run,1,static_accepted_runtime_not_run,no_decode_required,0714f315616c14dc63e30f5e,1c021de0207bfa5d79f538061f844035,=,(INT = INT),8,5,1,1,2,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.85,0.0,0.0,1.0,1.0,not_run,not_run,not_run,False,False,False,0,0,0,0,0,07f86f2bbc7bc243621d98b9826df0c83e0460c9f504639c484c9e0bede1648c,07f86f2bbc7bc243621d98b9826df0c83e0460c9f504639c484c9e0bede1648c,1c021de0207bfa5d79f538061f8440356c107144ec3e440b9f02af697faaf852,Synthetic PostgreSQL Boolean predicate corpus. Static rule validated; PostgreSQL sandbox/runtime not executed in this artifact.,(82 = 2),1,1,1.0,1,1.0,1.0,"{""avg_digits"": 1.5, ""count"": 2, ""extreme_count"": 0, ""long_count"": 0, ""max_digits"": 2, ""medium_count"": 0, ""small_count"": 2}","{""avg_string_len"": 0.0, ""long_string_count"": 0, ""max_string_len"": 0, ""string_count"": 0}",2,1.5,1.0,1.0,0,1,1.0,0.0,1,1,0,T1_static_validated,not_run,not_run,not_run,not_run,PostgreSQL,Boolean predicate injection,core_predicate,SELECT CASE WHEN (<payload>) THEN TRUE ELSE FALSE END;,seed_synthetic_static_constrained
