id,sqli_type,db_engine,confidence
12001,boolean_blind,generic,0.85
12002,boolean_blind,oracle,1.00
12003,boolean_blind,generic,0.85
12004,error_based,oracle,1.00
12005,error_based,oracle,0.85
12006,union_based,generic,1.00
12007,error_based,oracle,1.00
12008,boolean_blind,generic,0.85
12009,time_blind,mysql,1.00
12010,error_based,oracle,1.00
12011,error_based,oracle,1.00
12012,boolean_blind,mysql,0.85
12013,boolean_blind,generic,0.85
12014,error_based,oracle,1.00
12015,union_based,mysql,1.00
12016,boolean_blind,oracle,1.00
12017,error_based,oracle,1.00
12018,boolean_blind,oracle,1.00
12019,error_based,oracle,1.00
12020,error_based,oracle,0.85
12021,boolean_blind,generic,0.85
12022,boolean_blind,generic,0.85
12023,time_blind,mysql,1.00
12024,boolean_blind,mssql,1.00
12025,union_based,generic,1.00
12026,error_based,oracle,1.00
12027,union_based,mysql,1.00
12028,error_based,oracle,1.00
12029,error_based,oracle,1.00
12030,error_based,oracle,1.00
12031,error_based,oracle,1.00
12032,union_based,generic,1.00
12033,time_blind,mysql,1.00
12034,error_based,oracle,1.00
12035,boolean_blind,generic,0.85
12036,boolean_blind,generic,0.85
12037,boolean_blind,mysql,0.85
12038,error_based,oracle,1.00
12039,time_blind,mysql,1.00
12040,error_based,oracle,0.85
12041,error_based,oracle,1.00
12042,boolean_blind,generic,0.85
12043,union_based,generic,1.00
12044,union_based,mysql,1.00
12045,error_based,oracle,0.85
12046,boolean_blind,generic,0.85
12047,boolean_blind,mysql,0.85
12048,error_based,oracle,1.00
12049,boolean_blind,oracle,1.00
12050,error_based,oracle,1.00
12051,boolean_blind,oracle,1.00
12052,error_based,oracle,1.00
12053,error_based,oracle,1.00
12054,error_based,oracle,1.00
12055,error_based,oracle,1.00
12056,boolean_blind,oracle,1.00
12057,error_based,oracle,1.00
12058,boolean_blind,oracle,1.00
12059,error_based,oracle,1.00
12060,error_based,oracle,1.00
12061,boolean_blind,mssql,1.00
12062,error_based,oracle,1.00
12063,union_based,mysql,1.00
12064,boolean_blind,mssql,1.00
12065,error_based,oracle,0.85
12066,error_based,oracle,1.00
12067,error_based,oracle,1.00
12068,error_based,oracle,1.00
12069,union_based,generic,1.00
12070,boolean_blind,generic,0.85
12071,union_based,generic,1.00
12072,error_based,oracle,1.00
12073,boolean_blind,generic,0.85
12074,error_based,oracle,1.00
12075,boolean_blind,oracle,1.00
12076,error_based,oracle,1.00
12077,error_based,oracle,1.00
12078,error_based,oracle,1.00
12079,boolean_blind,oracle,1.00
12080,error_based,oracle,1.00
12081,error_based,oracle,1.00
12082,boolean_blind,generic,0.85
12083,boolean_blind,oracle,1.00
12084,time_blind,mysql,1.00
12085,error_based,oracle,1.00
12086,boolean_blind,generic,0.85
12087,boolean_blind,generic,0.85
12088,error_based,oracle,1.00
12089,boolean_blind,oracle,1.00
12090,error_based,oracle,0.85
12091,error_based,oracle,1.00
12092,union_based,mysql,1.00
12093,error_based,oracle,1.00
12094,boolean_blind,generic,0.85
12095,time_blind,sqlite,1.00
12096,boolean_blind,generic,0.85
12097,boolean_blind,oracle,0.85
12098,time_blind,mysql,1.00
12099,boolean_blind,mysql,0.85
12100,boolean_blind,oracle,1.00
12101,error_based,oracle,1.00
12102,boolean_blind,postgresql,1.00
12103,boolean_blind,generic,0.85
12104,error_based,oracle,0.85
12105,boolean_blind,generic,0.85
12106,boolean_blind,oracle,1.00
12107,boolean_blind,generic,0.85
12108,boolean_blind,oracle,1.00
12109,error_based,oracle,1.00
12110,boolean_blind,generic,0.85
12111,error_based,oracle,1.00
12112,error_based,oracle,1.00
12113,boolean_blind,mysql,0.85
12114,boolean_blind,oracle,1.00
12115,time_blind,mysql,1.00
12116,union_based,generic,1.00
12117,error_based,oracle,1.00
