id,sqli_type,db_engine,confidence
801,error_based,oracle,0.85
802,boolean_blind,generic,0.70
803,boolean_blind,mssql,0.85
804,boolean_blind,generic,0.85
805,error_based,oracle,1.00
806,error_based,oracle,1.00
807,union_based,mysql,1.00
808,boolean_blind,generic,0.70
809,union_based,generic,0.85
810,union_based,mysql,1.00
811,boolean_blind,mssql,1.00
812,time_blind,mysql,1.00
813,error_based,postgresql,0.85
814,error_based,oracle,1.00
815,error_based,postgresql,1.00
816,error_based,postgresql,0.85
817,error_based,oracle,1.00
818,time_blind,mysql,1.00
819,error_based,mysql,0.85
820,error_based,oracle,1.00
821,boolean_blind,generic,0.70
822,union_based,mysql,0.85
823,boolean_blind,generic,0.85
824,error_based,mysql,1.00
825,boolean_blind,mssql,1.00
826,error_based,oracle,1.00
827,boolean_blind,generic,0.85
828,error_based,oracle,1.00
829,error_based,oracle,1.00
830,time_blind,mysql,1.00
831,boolean_blind,mysql,1.00
832,error_based,oracle,1.00
833,time_blind,mysql,0.85
834,error_based,oracle,1.00
835,boolean_blind,oracle,0.85
836,error_based,mysql,1.00
837,union_based,generic,0.85
838,error_based,postgresql,0.85
839,error_based,postgresql,1.00
840,time_blind,mysql,0.85
841,union_based,generic,1.00
842,error_based,oracle,1.00
843,error_based,oracle,1.00
844,time_blind,mysql,0.85
845,boolean_blind,mysql,1.00
846,error_based,oracle,1.00
847,time_blind,oracle,1.00
848,time_blind,sqlite,1.00
849,error_based,oracle,1.00
850,error_based,oracle,1.00
851,error_based,oracle,1.00
852,error_based,oracle,1.00
853,error_based,oracle,1.00
854,time_blind,mysql,1.00
855,union_based,generic,1.00
856,error_based,oracle,1.00
857,error_based,oracle,1.00
858,error_based,oracle,1.00
859,error_based,postgresql,1.00
860,error_based,mssql,1.00
861,union_based,generic,1.00
862,error_based,oracle,1.00
863,boolean_blind,mysql,1.00
864,error_based,postgresql,1.00
865,boolean_blind,generic,0.85
866,boolean_blind,generic,0.85
867,error_based,oracle,1.00
868,error_based,oracle,1.00
869,union_based,generic,0.85
870,boolean_blind,oracle,0.85
871,time_blind,mysql,1.00
872,boolean_blind,generic,0.85
873,error_based,oracle,1.00
874,union_based,mysql,1.00
875,union_based,mysql,1.00
876,error_based,oracle,1.00
877,boolean_blind,mysql,0.85
878,error_based,oracle,1.00
879,error_based,mssql,0.85
880,boolean_blind,generic,0.70
881,time_blind,mysql,0.85
882,time_blind,mysql,1.00
883,union_based,mysql,1.00
884,boolean_blind,generic,0.85
885,error_based,oracle,1.00
886,union_based,mysql,0.85
887,union_based,generic,1.00
888,boolean_blind,generic,0.85
889,time_blind,mysql,1.00
890,union_based,mysql,1.00
891,time_blind,postgresql,1.00
892,time_blind,mysql,1.00
893,union_based,generic,0.85
894,time_blind,postgresql,0.85
895,boolean_blind,generic,0.85
896,error_based,oracle,1.00
897,error_based,oracle,1.00
898,error_based,oracle,1.00
899,union_based,generic,1.00
900,error_based,oracle,1.00
