id,sqli_type,db_engine,confidence
401,boolean_blind,generic,0.85
402,error_based,mysql,1.00
403,error_based,postgresql,1.00
404,boolean_blind,generic,0.85
405,boolean_blind,oracle,0.85
406,boolean_blind,mysql,1.00
407,error_based,oracle,1.00
408,error_based,oracle,1.00
409,error_based,postgresql,0.85
410,error_based,oracle,1.00
411,error_based,oracle,1.00
412,boolean_blind,mysql,0.85
413,union_based,generic,1.00
414,error_based,oracle,1.00
415,union_based,generic,1.00
416,boolean_blind,generic,0.85
417,error_based,mysql,1.00
418,time_blind,mysql,1.00
419,error_based,postgresql,1.00
420,error_based,oracle,1.00
421,error_based,oracle,1.00
422,boolean_blind,generic,0.85
423,error_based,oracle,1.00
424,boolean_blind,oracle,0.85
425,error_based,oracle,1.00
426,error_based,postgresql,1.00
427,union_based,generic,0.85
428,error_based,oracle,1.00
429,boolean_blind,generic,0.85
430,boolean_blind,mssql,1.00
431,error_based,oracle,1.00
432,error_based,mysql,1.00
433,time_blind,mysql,1.00
434,error_based,postgresql,1.00
435,error_based,mysql,1.00
436,error_based,mysql,1.00
437,error_based,oracle,1.00
438,error_based,mysql,1.00
439,boolean_blind,generic,0.85
440,boolean_blind,generic,0.85
441,union_based,oracle,0.85
442,error_based,postgresql,1.00
443,time_blind,oracle,1.00
444,error_based,oracle,1.00
445,error_based,postgresql,1.00
446,error_based,oracle,1.00
447,boolean_blind,mssql,0.85
448,error_based,postgresql,0.85
449,error_based,oracle,1.00
450,boolean_blind,generic,0.85
451,union_based,generic,1.00
452,boolean_blind,mysql,0.85
453,boolean_blind,mysql,0.85
454,error_based,mssql,1.00
455,error_based,oracle,1.00
456,boolean_blind,mysql,1.00
457,time_blind,mysql,1.00
458,time_blind,mysql,1.00
459,error_based,oracle,1.00
460,error_based,oracle,1.00
461,error_based,mysql,1.00
462,error_based,oracle,1.00
463,error_based,oracle,1.00
464,union_based,generic,1.00
465,error_based,postgresql,1.00
466,union_based,mysql,1.00
467,boolean_blind,generic,0.85
468,error_based,oracle,1.00
469,time_blind,generic,0.85
470,boolean_blind,generic,0.85
471,error_based,postgresql,1.00
472,union_based,generic,1.00
473,error_based,oracle,1.00
474,union_based,generic,1.00
475,union_based,generic,1.00
476,error_based,oracle,1.00
477,error_based,oracle,1.00
478,error_based,oracle,1.00
479,error_based,postgresql,0.85
480,error_based,oracle,1.00
481,boolean_blind,generic,0.85
482,boolean_blind,generic,0.85
483,boolean_blind,generic,0.85
484,union_based,generic,1.00
485,error_based,oracle,1.00
486,error_based,oracle,1.00
487,error_based,oracle,1.00
488,error_based,oracle,1.00
489,error_based,oracle,1.00
490,boolean_blind,generic,0.85
491,boolean_blind,mssql,1.00
492,error_based,oracle,1.00
493,union_based,generic,1.00
494,time_blind,oracle,1.00
495,boolean_blind,generic,0.85
496,error_based,oracle,1.00
497,boolean_blind,generic,0.85
498,error_based,postgresql,1.00
499,time_blind,postgresql,1.00
500,error_based,oracle,0.85
