id,sqli_type,db_engine,confidence
301,time_blind,mysql,1.00
302,boolean_blind,mssql,0.85
303,time_blind,oracle,1.00
304,boolean_blind,generic,0.85
305,boolean_blind,mysql,0.85
306,time_blind,mysql,1.00
307,time_blind,mysql,1.00
308,error_based,mssql,1.00
309,boolean_blind,generic,0.85
310,error_based,mssql,1.00
311,error_based,mysql,1.00
312,union_based,mysql,1.00
313,boolean_blind,mssql,0.85
314,error_based,mysql,1.00
315,error_based,mysql,1.00
316,boolean_blind,mysql,0.85
317,boolean_blind,generic,0.85
318,union_based,generic,1.00
319,error_based,mysql,1.00
320,union_based,generic,0.85
321,error_based,mysql,1.00
322,error_based,oracle,1.00
323,error_based,oracle,1.00
324,error_based,oracle,1.00
325,error_based,oracle,1.00
326,union_based,mysql,1.00
327,error_based,oracle,1.00
328,boolean_blind,generic,0.85
329,boolean_blind,mssql,0.85
330,boolean_blind,generic,0.85
331,error_based,oracle,1.00
332,time_blind,generic,0.85
333,boolean_blind,generic,0.85
334,error_based,postgresql,0.85
335,boolean_blind,mssql,0.85
336,union_based,mysql,0.85
337,time_blind,postgresql,1.00
338,error_based,mysql,1.00
339,boolean_blind,generic,0.85
340,error_based,oracle,0.85
341,error_based,oracle,1.00
342,time_blind,mysql,1.00
343,time_blind,postgresql,1.00
344,error_based,oracle,1.00
345,error_based,oracle,1.00
346,union_based,generic,1.00
347,error_based,oracle,1.00
348,boolean_blind,mssql,1.00
349,boolean_blind,mssql,0.85
350,boolean_blind,generic,0.85
351,time_blind,generic,0.85
352,error_based,postgresql,1.00
353,error_based,oracle,1.00
354,error_based,oracle,1.00
355,boolean_blind,mysql,0.85
356,error_based,oracle,1.00
357,error_based,oracle,1.00
358,boolean_blind,generic,0.85
359,boolean_blind,generic,0.85
360,union_based,generic,1.00
361,time_blind,mysql,1.00
362,error_based,oracle,1.00
363,error_based,oracle,1.00
364,error_based,mssql,1.00
365,error_based,oracle,1.00
366,time_blind,oracle,1.00
367,boolean_blind,generic,0.85
368,error_based,oracle,1.00
369,boolean_blind,mysql,1.00
370,error_based,postgresql,1.00
371,union_based,generic,1.00
372,error_based,oracle,1.00
373,error_based,oracle,1.00
374,error_based,postgresql,1.00
375,time_blind,mysql,1.00
376,time_blind,mysql,1.00
377,error_based,oracle,1.00
378,error_based,oracle,0.85
379,boolean_blind,oracle,0.85
380,boolean_blind,mysql,0.85
381,error_based,oracle,1.00
382,boolean_blind,generic,0.85
383,error_based,oracle,1.00
384,boolean_blind,generic,0.85
385,boolean_blind,oracle,0.85
386,union_based,generic,1.00
387,error_based,mysql,1.00
388,error_based,oracle,1.00
389,boolean_blind,generic,0.85
390,union_based,mysql,1.00
391,error_based,mysql,1.00
392,boolean_blind,mysql,0.85
393,error_based,oracle,1.00
394,time_blind,generic,0.85
395,time_blind,mysql,1.00
396,error_based,oracle,0.85
397,time_blind,mysql,1.00
398,error_based,oracle,1.00
399,boolean_blind,mysql,0.85
400,error_based,oracle,1.00
