id,sqli_type,db_engine,confidence
1201,time_blind,postgresql,1.00
1202,error_based,oracle,1.00
1203,union_based,oracle,1.00
1204,time_blind,postgresql,1.00
1205,boolean_blind,mysql,1.00
1206,error_based,oracle,1.00
1207,error_based,oracle,1.00
1208,error_based,oracle,1.00
1209,time_blind,mysql,1.00
1210,error_based,oracle,1.00
1211,boolean_blind,mysql,0.85
1212,boolean_blind,generic,0.85
1213,boolean_blind,mysql,0.85
1214,boolean_blind,mysql,1.00
1215,time_blind,mysql,1.00
1216,error_based,mysql,1.00
1217,error_based,mysql,1.00
1218,error_based,oracle,1.00
1219,error_based,oracle,1.00
1220,error_based,oracle,1.00
1221,boolean_blind,generic,0.85
1222,time_blind,sqlite,1.00
1223,error_based,oracle,1.00
1224,error_based,oracle,1.00
1225,boolean_blind,postgresql,1.00
1226,time_blind,mysql,0.85
1227,boolean_blind,oracle,1.00
1228,time_blind,mysql,0.85
1229,error_based,oracle,1.00
1230,error_based,oracle,1.00
1231,boolean_blind,postgresql,1.00
1232,boolean_blind,generic,0.85
1233,boolean_blind,postgresql,1.00
1234,boolean_blind,postgresql,1.00
1235,union_based,generic,1.00
1236,boolean_blind,postgresql,1.00
1237,boolean_blind,generic,0.85
1238,union_based,generic,1.00
1239,error_based,oracle,1.00
1240,union_based,mysql,1.00
1241,error_based,oracle,1.00
1242,error_based,oracle,1.00
1243,error_based,oracle,1.00
1244,union_based,mysql,1.00
1245,error_based,oracle,1.00
1246,boolean_blind,generic,0.85
1247,error_based,oracle,1.00
1248,error_based,mysql,1.00
1249,boolean_blind,postgresql,1.00
1250,union_based,generic,1.00
1251,error_based,oracle,1.00
1252,error_based,oracle,1.00
1253,error_based,oracle,1.00
1254,boolean_blind,generic,0.85
1255,boolean_blind,mssql,1.00
1256,error_based,oracle,1.00
1257,union_based,generic,1.00
1258,time_blind,sqlite,1.00
1259,time_blind,postgresql,1.00
1260,boolean_blind,generic,0.85
1261,error_based,oracle,1.00
1262,time_blind,mysql,1.00
1263,time_blind,mssql,1.00
1264,time_blind,oracle,1.00
1265,error_based,oracle,1.00
1266,time_blind,mysql,0.85
1267,boolean_blind,generic,0.70
1268,boolean_blind,mysql,0.85
1269,error_based,mysql,1.00
1270,error_based,oracle,1.00
1271,error_based,oracle,1.00
1272,boolean_blind,generic,0.70
1273,error_based,oracle,1.00
1274,error_based,oracle,1.00
1275,error_based,mysql,1.00
1276,error_based,oracle,1.00
1277,error_based,oracle,1.00
1278,error_based,mysql,1.00
1279,error_based,oracle,1.00
1280,union_based,mysql,1.00
1281,error_based,oracle,1.00
1282,error_based,oracle,1.00
1283,time_blind,mysql,1.00
1284,boolean_blind,generic,0.70
1285,boolean_blind,generic,0.85
1286,boolean_blind,generic,0.85
1287,error_based,oracle,1.00
1288,error_based,oracle,1.00
1289,boolean_blind,mssql,1.00
1290,time_blind,mysql,1.00
1291,boolean_blind,oracle,1.00
1292,error_based,oracle,1.00
1293,boolean_blind,oracle,0.70
1294,error_based,oracle,1.00
1295,boolean_blind,postgresql,1.00
1296,boolean_blind,generic,0.85
1297,boolean_blind,postgresql,1.00
1298,union_based,generic,1.00
1299,error_based,mysql,1.00
1300,union_based,generic,1.00
1301,boolean_blind,generic,0.85
1302,error_based,mysql,1.00
1303,error_based,oracle,1.00
1304,time_blind,sqlite,1.00
1305,union_based,generic,1.00
1306,union_based,mysql,1.00
1307,error_based,oracle,1.00
1308,time_blind,mysql,0.85
1309,error_based,oracle,1.00
1310,boolean_blind,mysql,1.00
1311,boolean_blind,postgresql,1.00
1312,error_based,oracle,1.00
1313,time_blind,oracle,1.00
1314,time_blind,mysql,1.00
1315,time_blind,postgresql,1.00
1316,boolean_blind,generic,0.85
1317,boolean_blind,oracle,1.00
1318,union_based,mysql,1.00
1319,time_blind,sqlite,1.00
1320,boolean_blind,generic,0.85
1321,boolean_blind,postgresql,1.00
1322,time_blind,oracle,1.00
1323,error_based,oracle,1.00
1324,union_based,mysql,0.85
1325,error_based,oracle,1.00
1326,time_blind,mysql,1.00
1327,error_based,oracle,1.00
1328,boolean_blind,oracle,1.00
1329,error_based,oracle,1.00
1330,boolean_blind,mssql,1.00
1331,error_based,mysql,1.00
1332,error_based,oracle,1.00
1333,error_based,oracle,1.00
1334,boolean_blind,generic,0.85
1335,boolean_blind,generic,0.85
1336,boolean_blind,postgresql,1.00
1337,boolean_blind,generic,0.85
1338,time_blind,postgresql,1.00
1339,time_blind,mysql,1.00
1340,time_blind,postgresql,1.00
1341,error_based,mssql,1.00
1342,boolean_blind,postgresql,1.00
1343,union_based,generic,1.00
1344,error_based,oracle,1.00
1345,error_based,oracle,1.00
1346,boolean_blind,generic,0.85
1347,boolean_blind,generic,0.85
1348,boolean_blind,generic,0.85
1349,error_based,oracle,1.00
1350,boolean_blind,generic,0.85
1351,boolean_blind,generic,0.85
1352,boolean_blind,postgresql,1.00
1353,boolean_blind,postgresql,1.00
1354,error_based,oracle,1.00
1355,error_based,mysql,1.00
1356,time_blind,mysql,1.00
1357,error_based,oracle,1.00
1358,error_based,mssql,1.00
1359,error_based,oracle,1.00
1360,boolean_blind,mysql,1.00
1361,union_based,mysql,1.00
1362,error_based,mssql,1.00
1363,time_blind,mysql,1.00
1364,union_based,generic,1.00
1365,boolean_blind,postgresql,1.00
1366,error_based,mysql,1.00
1367,boolean_blind,postgresql,1.00
1368,error_based,oracle,1.00
1369,boolean_blind,postgresql,1.00
1370,error_based,oracle,1.00
1371,error_based,oracle,1.00
1372,boolean_blind,generic,0.85
1373,boolean_blind,mssql,1.00
1374,error_based,oracle,1.00
1375,boolean_blind,generic,0.85
1376,boolean_blind,generic,0.85
1377,union_based,generic,0.85
1378,error_based,mysql,1.00
1379,error_based,oracle,1.00
1380,union_based,mysql,1.00
1381,boolean_blind,generic,0.85
1382,time_blind,postgresql,1.00
1383,error_based,oracle,1.00
1384,error_based,oracle,1.00
1385,union_based,generic,1.00
1386,boolean_blind,generic,0.85
1387,boolean_blind,mysql,1.00
1388,boolean_blind,postgresql,1.00
1389,boolean_blind,postgresql,1.00
1390,error_based,oracle,1.00
1391,error_based,mssql,1.00
1392,boolean_blind,postgresql,1.00
1393,union_based,mysql,1.00
1394,error_based,mysql,1.00
1395,boolean_blind,postgresql,1.00
1396,time_blind,mysql,1.00
1397,error_based,oracle,1.00
1398,error_based,mssql,1.00
1399,error_based,oracle,1.00
1400,error_based,oracle,1.00
1401,boolean_blind,mssql,1.00
1402,error_based,oracle,1.00
1403,boolean_blind,postgresql,1.00
1404,union_based,mysql,1.00
1405,error_based,oracle,1.00
1406,error_based,oracle,1.00
1407,error_based,oracle,1.00
1408,boolean_blind,mysql,0.85
1409,boolean_blind,postgresql,1.00
