id,sqli_type,db_engine,confidence
2101,error_based,oracle,1.00
2102,boolean_blind,mysql,0.85
2103,error_based,oracle,1.00
2104,error_based,oracle,1.00
2105,boolean_blind,generic,0.70
2106,error_based,postgresql,1.00
2107,boolean_blind,mysql,0.85
2108,boolean_blind,generic,0.70
2109,error_based,oracle,0.85
2110,union_based,mysql,1.00
2111,error_based,oracle,0.85
2112,time_blind,mysql,1.00
2113,error_based,oracle,1.00
2114,error_based,oracle,1.00
2115,error_based,oracle,1.00
2116,time_blind,mysql,1.00
2117,boolean_blind,mysql,0.85
2118,union_based,generic,0.85
2119,union_based,mysql,1.00
2120,error_based,oracle,1.00
2121,error_based,oracle,1.00
2122,error_based,postgresql,1.00
2123,error_based,oracle,1.00
2124,error_based,oracle,1.00
2125,boolean_blind,mysql,0.85
2126,error_based,oracle,1.00
2127,boolean_blind,mysql,1.00
2128,time_blind,mysql,1.00
2129,error_based,oracle,1.00
2130,error_based,oracle,1.00
2131,error_based,oracle,1.00
2132,error_based,oracle,1.00
2133,boolean_blind,generic,0.70
2134,error_based,oracle,1.00
2135,error_based,mysql,1.00
2136,boolean_blind,generic,0.70
2137,error_based,oracle,0.85
2138,time_blind,mysql,1.00
2139,union_based,mysql,1.00
2140,union_based,generic,0.85
2141,error_based,oracle,1.00
2142,error_based,mysql,1.00
2143,boolean_blind,mysql,1.00
2144,boolean_blind,mysql,0.85
2145,error_based,oracle,1.00
2146,error_based,oracle,1.00
2147,time_blind,sqlite,1.00
2148,union_based,mysql,1.00
2149,error_based,oracle,1.00
2150,union_based,generic,0.85
2151,boolean_blind,generic,0.70
2152,error_based,mysql,1.00
2153,boolean_blind,mssql,1.00
2154,error_based,mysql,1.00
2155,boolean_blind,generic,0.70
2156,error_based,oracle,1.00
2157,union_based,generic,0.85
2158,error_based,oracle,1.00
2159,error_based,postgresql,1.00
2160,error_based,oracle,1.00
2161,error_based,mysql,1.00
2162,boolean_blind,oracle,0.85
2163,error_based,oracle,1.00
2164,boolean_blind,mysql,1.00
2165,error_based,oracle,1.00
2166,error_based,oracle,1.00
2167,error_based,oracle,1.00
2168,error_based,oracle,1.00
2169,boolean_blind,mssql,1.00
2170,error_based,oracle,1.00
2171,error_based,oracle,1.00
2172,error_based,oracle,1.00
2173,error_based,oracle,1.00
2174,boolean_blind,generic,0.70
2175,boolean_blind,generic,0.70
2176,time_blind,sqlite,1.00
2177,boolean_blind,generic,0.70
2178,error_based,postgresql,0.85
2179,error_based,mysql,1.00
2180,error_based,oracle,1.00
2181,error_based,oracle,1.00
2182,boolean_blind,mysql,1.00
2183,time_blind,postgresql,1.00
2184,error_based,mysql,1.00
2185,union_based,generic,0.85
2186,error_based,postgresql,1.00
2187,error_based,oracle,1.00
2188,boolean_blind,mysql,0.85
2189,time_blind,mysql,1.00
2190,boolean_blind,generic,0.70
2191,error_based,postgresql,1.00
2192,error_based,oracle,1.00
2193,time_blind,mysql,1.00
2194,error_based,oracle,1.00
2195,error_based,oracle,1.00
2196,error_based,postgresql,0.85
2197,error_based,oracle,1.00
2198,boolean_blind,mysql,0.85
2199,error_based,oracle,1.00
2200,time_blind,mysql,1.00
