id,sqli_type,db_engine,confidence
501,time_blind,mysql,1.00
502,error_based,oracle,1.00
503,union_based,generic,1.00
504,boolean_blind,oracle,0.85
505,boolean_blind,oracle,0.85
506,error_based,oracle,1.00
507,boolean_blind,generic,0.85
508,boolean_blind,oracle,0.85
509,error_based,oracle,1.00
510,boolean_blind,oracle,0.85
511,union_based,generic,1.00
512,error_based,oracle,1.00
513,boolean_blind,generic,0.85
514,error_based,oracle,1.00
515,boolean_blind,oracle,0.85
516,error_based,oracle,1.00
517,boolean_blind,postgresql,1.00
518,boolean_blind,generic,0.70
519,error_based,mysql,0.85
520,boolean_blind,mssql,0.85
521,boolean_blind,mysql,1.00
522,boolean_blind,mysql,0.85
523,union_based,mysql,1.00
524,error_based,mysql,1.00
525,boolean_blind,generic,0.70
526,boolean_blind,postgresql,1.00
527,error_based,oracle,1.00
528,error_based,mysql,1.00
529,error_based,mysql,1.00
530,error_based,oracle,1.00
531,error_based,oracle,1.00
532,time_blind,mysql,0.85
533,time_blind,mysql,1.00
534,time_blind,mysql,0.85
535,error_based,oracle,1.00
536,union_based,generic,0.85
537,time_blind,oracle,1.00
538,error_based,oracle,1.00
539,boolean_blind,postgresql,1.00
540,error_based,mysql,1.00
541,boolean_blind,mysql,0.70
542,time_blind,sqlite,1.00
543,boolean_blind,generic,0.70
544,time_blind,mysql,0.85
545,boolean_blind,generic,0.70
546,boolean_blind,mysql,0.85
547,error_based,mysql,1.00
548,union_based,mysql,1.00
549,error_based,oracle,1.00
550,boolean_blind,generic,0.70
551,boolean_blind,generic,0.70
552,boolean_blind,oracle,0.85
553,union_based,generic,1.00
554,boolean_blind,mysql,1.00
555,boolean_blind,mysql,0.85
556,error_based,mysql,1.00
557,error_based,oracle,1.00
558,boolean_blind,generic,0.70
559,boolean_blind,generic,0.70
560,error_based,mysql,1.00
561,time_blind,mysql,0.85
562,error_based,oracle,1.00
563,error_based,oracle,1.00
564,boolean_blind,generic,0.70
565,error_based,mysql,1.00
566,time_blind,postgresql,1.00
567,boolean_blind,mysql,0.85
568,error_based,oracle,1.00
569,time_blind,oracle,1.00
570,error_based,oracle,1.00
571,boolean_blind,postgresql,1.00
572,union_based,mysql,1.00
573,time_blind,mysql,1.00
574,error_based,oracle,1.00
575,error_based,mysql,1.00
576,boolean_blind,generic,0.70
577,boolean_blind,postgresql,1.00
578,boolean_blind,generic,0.70
579,union_based,generic,1.00
580,error_based,oracle,1.00
581,boolean_blind,generic,0.70
582,boolean_blind,generic,0.70
583,error_based,mysql,1.00
584,boolean_blind,generic,0.70
585,error_based,oracle,1.00
586,time_blind,postgresql,1.00
587,error_based,oracle,1.00
588,error_based,oracle,1.00
589,union_based,generic,1.00
590,boolean_blind,generic,0.70
591,boolean_blind,oracle,0.85
592,error_based,oracle,0.85
593,error_based,oracle,1.00
594,boolean_blind,generic,0.70
595,error_based,oracle,1.00
596,boolean_blind,postgresql,1.00
597,boolean_blind,postgresql,1.00
598,union_based,mysql,1.00
599,time_blind,mysql,1.00
600,error_based,oracle,1.00
