id,sqli_type,db_engine,confidence
16001,error_based,oracle,1.00
16002,boolean_blind,oracle,1.00
16003,time_blind,mysql,1.00
16004,boolean_blind,generic,1.00
16005,error_based,oracle,1.00
16006,error_based,oracle,1.00
16007,boolean_blind,generic,1.00
16008,error_based,oracle,1.00
16009,boolean_blind,generic,1.00
16010,boolean_blind,generic,0.70
16011,boolean_blind,generic,0.70
16012,boolean_blind,generic,0.85
16013,error_based,oracle,1.00
16014,boolean_blind,generic,0.70
16015,boolean_blind,generic,0.70
16016,boolean_blind,oracle,0.85
16017,union_based,generic,1.00
16018,boolean_blind,generic,0.85
16019,error_based,oracle,1.00
16020,error_based,oracle,1.00
16021,union_based,generic,1.00
16022,boolean_blind,oracle,0.85
16023,error_based,oracle,1.00
16024,error_based,oracle,1.00
16025,union_based,generic,1.00
16026,error_based,oracle,1.00
16027,error_based,oracle,1.00
16028,union_based,generic,1.00
16029,error_based,oracle,1.00
16030,time_blind,postgresql,1.00
16031,error_based,oracle,1.00
16032,error_based,oracle,1.00
16033,boolean_blind,generic,1.00
16034,boolean_blind,generic,0.70
16035,error_based,oracle,1.00
16036,boolean_blind,generic,0.70
16037,error_based,mysql,1.00
16038,time_blind,oracle,1.00
16039,boolean_blind,oracle,1.00
16040,error_based,mysql,1.00
16041,error_based,oracle,1.00
16042,boolean_blind,generic,0.70
16043,boolean_blind,oracle,0.85
16044,boolean_blind,generic,0.85
16045,time_blind,mysql,1.00
16046,boolean_blind,oracle,0.85
16047,boolean_blind,generic,0.85
16048,boolean_blind,oracle,0.85
16049,error_based,oracle,1.00
16050,time_blind,postgresql,1.00
16051,time_blind,sqlite,1.00
16052,boolean_blind,generic,0.70
16053,union_based,generic,1.00
16054,error_based,oracle,1.00
16055,error_based,oracle,1.00
16056,time_blind,mysql,0.85
16057,boolean_blind,generic,1.00
16058,boolean_blind,generic,1.00
16059,error_based,oracle,1.00
16060,error_based,oracle,1.00
16061,error_based,oracle,1.00
16062,error_based,oracle,1.00
16063,error_based,oracle,1.00
16064,boolean_blind,generic,1.00
16065,error_based,mssql,1.00
16066,union_based,generic,1.00
16067,error_based,oracle,1.00
16068,boolean_blind,oracle,1.00
16069,error_based,oracle,1.00
16070,boolean_blind,generic,1.00
16071,boolean_blind,generic,0.85
16072,error_based,oracle,1.00
16073,error_based,oracle,1.00
16074,union_based,generic,1.00
16075,error_based,oracle,1.00
16076,union_based,generic,1.00
16077,boolean_blind,oracle,0.85
16078,error_based,oracle,1.00
16079,error_based,oracle,1.00
16080,boolean_blind,generic,1.00
16081,error_based,mysql,1.00
16082,boolean_blind,generic,0.70
16083,error_based,oracle,1.00
