id,sqli_type,db_engine,confidence
201,boolean_blind,generic,0.85
202,union_based,generic,1.00
203,error_based,oracle,1.00
204,error_based,oracle,1.00
205,boolean_blind,generic,0.85
206,union_based,mysql,1.00
207,error_based,oracle,1.00
208,boolean_blind,mysql,1.00
209,time_blind,mysql,1.00
210,boolean_blind,oracle,0.85
211,error_based,mssql,1.00
212,union_based,mysql,1.00
213,error_based,oracle,1.00
214,error_based,oracle,1.00
215,error_based,oracle,1.00
216,error_based,postgresql,1.00
217,time_blind,mysql,1.00
218,boolean_blind,mysql,0.85
219,error_based,oracle,1.00
220,error_based,postgresql,0.85
221,error_based,oracle,1.00
222,time_blind,sqlite,1.00
223,time_blind,mysql,1.00
224,error_based,oracle,1.00
225,time_blind,mysql,1.00
226,boolean_blind,generic,0.85
227,error_based,oracle,1.00
228,boolean_blind,mssql,0.85
229,time_blind,mssql,1.00
230,error_based,oracle,0.85
231,error_based,postgresql,0.85
232,error_based,oracle,1.00
233,error_based,oracle,1.00
234,error_based,oracle,1.00
235,error_based,oracle,1.00
236,boolean_blind,mysql,0.85
237,error_based,oracle,1.00
238,error_based,oracle,1.00
239,error_based,oracle,1.00
240,boolean_blind,generic,0.85
241,boolean_blind,oracle,0.85
242,error_based,oracle,1.00
243,union_based,mysql,1.00
244,union_based,mysql,1.00
245,boolean_blind,generic,0.85
246,boolean_blind,generic,0.85
247,error_based,oracle,1.00
248,error_based,oracle,1.00
249,time_blind,oracle,1.00
250,boolean_blind,generic,0.85
251,error_based,oracle,1.00
252,boolean_blind,generic,0.85
253,boolean_blind,generic,0.85
254,error_based,postgresql,1.00
255,time_blind,mysql,1.00
256,boolean_blind,mssql,0.85
257,union_based,generic,1.00
258,time_blind,oracle,1.00
259,boolean_blind,generic,0.85
260,boolean_blind,generic,0.85
261,error_based,oracle,1.00
262,union_based,mysql,1.00
263,time_blind,mysql,1.00
264,boolean_blind,generic,0.85
265,boolean_blind,generic,0.85
266,error_based,oracle,1.00
267,time_blind,mysql,1.00
268,error_based,oracle,1.00
269,error_based,mysql,1.00
270,error_based,postgresql,1.00
271,boolean_blind,generic,0.85
272,error_based,postgresql,1.00
273,boolean_blind,generic,0.85
274,error_based,oracle,1.00
275,time_blind,mysql,1.00
276,time_blind,generic,0.85
277,boolean_blind,generic,0.85
278,boolean_blind,generic,0.85
279,time_blind,mysql,1.00
280,error_based,oracle,1.00
281,error_based,mssql,1.00
282,boolean_blind,mssql,0.85
283,error_based,oracle,1.00
284,error_based,oracle,1.00
285,time_blind,oracle,1.00
286,boolean_blind,generic,0.70
287,error_based,oracle,1.00
288,union_based,mysql,1.00
289,error_based,postgresql,0.85
290,error_based,oracle,1.00
291,error_based,mysql,1.00
292,boolean_blind,generic,0.85
293,error_based,postgresql,1.00
294,boolean_blind,mssql,0.85
295,union_based,generic,1.00
296,union_based,mysql,1.00
297,error_based,oracle,1.00
298,boolean_blind,mssql,0.85
299,error_based,oracle,1.00
300,error_based,mysql,1.00
