id,sqli_type,db_engine,confidence
2201,error_based,oracle,1.00
2202,time_blind,postgresql,1.00
2203,time_blind,mysql,1.00
2204,error_based,oracle,1.00
2205,boolean_blind,generic,0.70
2206,time_blind,mysql,1.00
2207,time_blind,oracle,1.00
2208,error_based,oracle,1.00
2209,boolean_blind,generic,0.70
2210,error_based,oracle,1.00
2211,boolean_blind,generic,0.70
2212,boolean_blind,generic,0.70
2213,time_blind,mysql,1.00
2214,error_based,mssql,1.00
2215,union_based,generic,1.00
2216,boolean_blind,generic,0.70
2217,boolean_blind,generic,0.70
2218,error_based,oracle,1.00
2219,boolean_blind,postgresql,0.85
2220,boolean_blind,generic,0.70
2221,time_blind,mssql,1.00
2222,error_based,oracle,1.00
2223,boolean_blind,postgresql,0.85
2224,boolean_blind,generic,0.70
2225,error_based,oracle,1.00
2226,error_based,oracle,1.00
2227,boolean_blind,generic,0.70
2228,error_based,oracle,1.00
2229,boolean_blind,generic,0.70
2230,error_based,oracle,1.00
2231,union_based,mysql,0.85
2232,boolean_blind,generic,0.70
2233,boolean_blind,generic,0.70
2234,error_based,mssql,1.00
2235,time_blind,oracle,1.00
2236,boolean_blind,oracle,0.85
2237,union_based,generic,0.85
2238,union_based,generic,1.00
2239,union_based,generic,1.00
2240,boolean_blind,postgresql,0.85
2241,boolean_blind,generic,0.70
2242,time_blind,postgresql,1.00
2243,error_based,oracle,1.00
2244,boolean_blind,generic,0.70
2245,boolean_blind,generic,0.70
2246,time_blind,postgresql,1.00
2247,boolean_blind,postgresql,0.85
2248,union_based,mysql,1.00
2249,error_based,oracle,1.00
2250,union_based,generic,1.00
2251,union_based,mysql,1.00
2252,error_based,oracle,1.00
2253,error_based,oracle,1.00
2254,time_blind,sqlite,1.00
2255,time_blind,sqlite,1.00
2256,error_based,oracle,1.00
2257,boolean_blind,oracle,0.85
2258,error_based,oracle,1.00
2259,error_based,oracle,1.00
2260,time_blind,oracle,1.00
2261,error_based,oracle,1.00
2262,error_based,oracle,1.00
2263,time_blind,postgresql,1.00
2264,error_based,mysql,1.00
2265,error_based,oracle,1.00
2266,time_blind,sqlite,1.00
2267,boolean_blind,generic,0.70
2268,union_based,generic,1.00
2269,error_based,oracle,1.00
2270,error_based,oracle,1.00
2271,boolean_blind,generic,0.70
2272,error_based,oracle,1.00
2273,boolean_blind,generic,0.70
2274,boolean_blind,generic,0.70
2275,boolean_blind,oracle,0.85
2276,error_based,oracle,1.00
2277,boolean_blind,postgresql,0.85
2278,boolean_blind,generic,0.70
2279,time_blind,mysql,0.85
2280,time_blind,mysql,0.85
2281,error_based,oracle,1.00
2282,boolean_blind,postgresql,0.85
2283,boolean_blind,postgresql,0.85
2284,boolean_blind,generic,0.70
2285,boolean_blind,mssql,0.85
2286,error_based,oracle,1.00
2287,boolean_blind,mssql,0.85
2288,error_based,oracle,1.00
2289,boolean_blind,generic,0.70
2290,error_based,oracle,1.00
2291,error_based,oracle,1.00
2292,time_blind,postgresql,1.00
2293,error_based,oracle,1.00
2294,boolean_blind,generic,0.70
2295,union_based,generic,1.00
2296,error_based,oracle,1.00
2297,error_based,generic,0.85
2298,boolean_blind,mssql,0.85
2299,boolean_blind,mssql,0.85
2300,time_blind,sqlite,1.00
2301,error_based,oracle,1.00
2302,boolean_blind,postgresql,0.85
2303,error_based,oracle,1.00
2304,error_based,oracle,1.00
2305,error_based,oracle,1.00
2306,boolean_blind,generic,0.70
2307,boolean_blind,oracle,0.85
2308,error_based,oracle,1.00
2309,error_based,oracle,1.00
2310,union_based,generic,0.85
2311,time_blind,postgresql,1.00
2312,boolean_blind,generic,0.70
2313,boolean_blind,generic,0.70
2314,time_blind,mysql,0.85
2315,error_based,oracle,1.00
2316,error_based,mysql,1.00
2317,time_blind,mysql,1.00
2318,boolean_blind,generic,0.70
2319,boolean_blind,generic,0.70
2320,time_blind,postgresql,1.00
2321,error_based,oracle,1.00
2322,boolean_blind,generic,0.70
2323,error_based,oracle,1.00
2324,time_blind,mysql,1.00
2325,boolean_blind,generic,0.70
2326,error_based,oracle,1.00
2327,boolean_blind,postgresql,0.85
2328,error_based,oracle,1.00
2329,time_blind,mysql,1.00
2330,boolean_blind,generic,0.70
2331,error_based,oracle,1.00
2332,time_blind,mysql,1.00
2333,union_based,mysql,1.00
2334,union_based,mysql,0.85
2335,error_based,oracle,1.00
2336,union_based,mysql,0.85
2337,boolean_blind,generic,0.70
2338,boolean_blind,generic,0.70
2339,boolean_blind,generic,0.70
2340,boolean_blind,generic,0.70
2341,error_based,oracle,1.00
2342,error_based,oracle,1.00
2343,error_based,generic,0.85
2344,union_based,mysql,1.00
2345,union_based,mysql,1.00
2346,error_based,oracle,1.00
2347,error_based,oracle,1.00
2348,error_based,oracle,1.00
2349,error_based,oracle,1.00
2350,boolean_blind,generic,0.70
2351,error_based,oracle,1.00
2352,error_based,oracle,1.00
2353,error_based,oracle,1.00
2354,error_based,mysql,1.00
2355,boolean_blind,postgresql,0.85
2356,union_based,mysql,1.00
2357,error_based,oracle,1.00
2358,error_based,oracle,1.00
2359,error_based,oracle,1.00
2360,error_based,oracle,1.00
2361,error_based,oracle,1.00
2362,union_based,mysql,1.00
2363,boolean_blind,generic,0.70
2364,boolean_blind,postgresql,0.85
2365,union_based,mysql,1.00
2366,error_based,oracle,1.00
2367,time_blind,mysql,1.00
2368,error_based,oracle,1.00
2369,error_based,oracle,1.00
2370,error_based,oracle,1.00
2371,time_blind,postgresql,1.00
2372,error_based,oracle,1.00
2373,boolean_blind,generic,0.70
2374,error_based,oracle,1.00
2375,time_blind,mysql,0.85
2376,error_based,mysql,1.00
2377,time_blind,mysql,1.00
2378,error_based,generic,0.85
2379,error_based,oracle,1.00
2380,error_based,oracle,1.00
2381,union_based,mysql,0.85
2382,union_based,generic,1.00
2383,boolean_blind,generic,0.70
2384,boolean_blind,postgresql,0.85
2385,boolean_blind,generic,0.70
2386,union_based,generic,1.00
2387,time_blind,mysql,1.00
2388,error_based,oracle,1.00
2389,boolean_blind,generic,0.70
2390,error_based,oracle,1.00
2391,union_based,generic,1.00
2392,error_based,oracle,1.00
2393,error_based,oracle,1.00
2394,error_based,oracle,1.00
2395,error_based,oracle,1.00
2396,error_based,oracle,1.00
2397,union_based,generic,0.85
2398,time_blind,postgresql,1.00
2399,boolean_blind,generic,0.70
2400,union_based,mysql,1.00
2401,time_blind,mysql,1.00
2402,boolean_blind,generic,0.70
2403,boolean_blind,generic,0.70
2404,error_based,oracle,1.00
2405,boolean_blind,generic,0.70
2406,error_based,mysql,1.00
2407,error_based,mysql,1.00
2408,time_blind,oracle,1.00
2409,boolean_blind,postgresql,0.85
2410,boolean_blind,generic,0.70
2411,error_based,oracle,1.00
2412,error_based,oracle,1.00
2413,boolean_blind,generic,0.70
2414,union_based,mysql,1.00
2415,boolean_blind,postgresql,0.85
2416,error_based,oracle,1.00
2417,boolean_blind,postgresql,0.85
2418,error_based,oracle,1.00
2419,error_based,oracle,1.00
2420,boolean_blind,generic,0.70
2421,boolean_blind,generic,0.70
2422,boolean_blind,mssql,0.85
2423,error_based,oracle,1.00
2424,boolean_blind,generic,0.70
2425,time_blind,sqlite,1.00
2426,error_based,oracle,1.00
2427,error_based,oracle,1.00
2428,time_blind,mysql,1.00
2429,error_based,mssql,1.00
2430,error_based,mssql,1.00
2431,error_based,oracle,1.00
2432,error_based,mysql,1.00
2433,time_blind,mysql,1.00
2434,error_based,oracle,1.00
2435,time_blind,mysql,1.00
2436,error_based,oracle,1.00
2437,time_blind,mysql,1.00
2438,error_based,oracle,1.00
2439,boolean_blind,generic,0.70
2440,error_based,oracle,1.00
2441,boolean_blind,generic,0.70
2442,error_based,oracle,1.00
2443,error_based,oracle,1.00
2444,boolean_blind,generic,0.70
2445,boolean_blind,mssql,0.85
2446,error_based,oracle,1.00
2447,time_blind,postgresql,1.00
2448,boolean_blind,generic,0.70
2449,union_based,generic,1.00
