id,sqli_type,db_engine,confidence
2001,error_based,oracle,1.00
2002,time_blind,sqlite,1.00
2003,error_based,oracle,1.00
2004,boolean_blind,mssql,0.85
2005,error_based,oracle,1.00
2006,boolean_blind,generic,0.70
2007,error_based,generic,0.85
2008,error_based,oracle,1.00
2009,boolean_blind,generic,0.85
2010,error_based,oracle,1.00
2011,boolean_blind,mysql,0.85
2012,union_based,mysql,0.85
2013,union_based,generic,0.85
2014,error_based,oracle,1.00
2015,error_based,oracle,1.00
2016,boolean_blind,mssql,0.85
2017,boolean_blind,postgresql,0.85
2018,boolean_blind,postgresql,0.85
2019,boolean_blind,generic,0.70
2020,error_based,oracle,1.00
2021,boolean_blind,generic,0.70
2022,error_based,oracle,1.00
2023,error_based,mysql,1.00
2024,union_based,generic,0.85
2025,error_based,oracle,1.00
2026,error_based,oracle,1.00
2027,union_based,mysql,0.85
2028,error_based,oracle,1.00
2029,error_based,oracle,1.00
2030,error_based,oracle,1.00
2031,boolean_blind,generic,0.70
2032,time_blind,oracle,1.00
2033,boolean_blind,generic,0.70
2034,boolean_blind,generic,0.70
2035,error_based,oracle,1.00
2036,error_based,oracle,1.00
2037,time_blind,mysql,1.00
2038,error_based,oracle,1.00
2039,error_based,oracle,1.00
2040,boolean_blind,postgresql,0.85
2041,time_blind,mysql,1.00
2042,error_based,oracle,1.00
2043,union_based,generic,0.85
2044,error_based,oracle,1.00
2045,error_based,oracle,1.00
2046,union_based,generic,0.85
2047,error_based,oracle,1.00
2048,error_based,oracle,1.00
2049,boolean_blind,mysql,0.85
2050,union_based,generic,0.85
2051,error_based,oracle,1.00
2052,union_based,mysql,1.00
2053,union_based,mysql,0.85
2054,error_based,oracle,1.00
2055,boolean_blind,mysql,0.70
2056,error_based,oracle,1.00
2057,boolean_blind,generic,0.70
2058,time_blind,mysql,1.00
2059,boolean_blind,generic,0.70
2060,boolean_blind,generic,0.70
2061,time_blind,mssql,1.00
2062,union_based,generic,0.85
2063,boolean_blind,mysql,0.85
2064,error_based,generic,0.85
2065,boolean_blind,generic,0.70
2066,boolean_blind,mysql,0.85
2067,error_based,oracle,1.00
2068,time_blind,mysql,1.00
2069,union_based,generic,0.85
2070,union_based,generic,0.85
2071,error_based,oracle,1.00
2072,error_based,mysql,1.00
2073,error_based,oracle,1.00
2074,boolean_blind,postgresql,0.85
2075,error_based,oracle,1.00
2076,error_based,oracle,1.00
2077,boolean_blind,mysql,0.85
2078,error_based,oracle,1.00
2079,error_based,oracle,1.00
2080,error_based,oracle,1.00
2081,error_based,oracle,1.00
2082,union_based,mysql,0.85
2083,boolean_blind,generic,0.85
2084,error_based,oracle,1.00
2085,union_based,generic,0.85
2086,union_based,generic,0.85
2087,boolean_blind,generic,0.70
2088,time_blind,mysql,1.00
2089,boolean_blind,mysql,0.85
2090,error_based,oracle,1.00
2091,error_based,oracle,1.00
2092,union_based,mysql,0.85
2093,boolean_blind,generic,0.70
2094,error_based,oracle,1.00
2095,error_based,oracle,1.00
2096,boolean_blind,generic,0.70
2097,error_based,oracle,1.00
2098,error_based,oracle,1.00
2099,time_blind,sqlite,1.00
2100,error_based,oracle,1.00
