id,sqli_type,db_engine,confidence
6001,error_based,oracle,1.0
6002,boolean_blind,generic,0.85
6003,error_based,oracle,1.0
6004,boolean_blind,generic,0.85
6005,boolean_blind,generic,0.85
6006,error_based,oracle,1.0
6007,boolean_blind,postgresql,1.0
6008,error_based,oracle,1.0
6009,error_based,oracle,1.0
6010,boolean_blind,generic,0.85
6011,boolean_blind,postgresql,1.0
6012,error_based,oracle,1.0
6013,boolean_blind,generic,0.85
6014,boolean_blind,generic,0.85
6015,error_based,oracle,1.0
6016,union_based,generic,0.85
6017,error_based,oracle,1.0
6018,error_based,oracle,1.0
6019,error_based,oracle,1.0
6020,error_based,mysql,0.85
6021,error_based,oracle,1.0
6022,error_based,oracle,1.0
6023,error_based,oracle,1.0
6024,error_based,oracle,0.85
6025,union_based,generic,0.85
6026,error_based,oracle,1.0
6027,error_based,oracle,1.0
6028,boolean_blind,generic,0.85
6029,error_based,oracle,1.0
6030,time_blind,mssql,1.0
6031,time_blind,mysql,1.0
6032,error_based,oracle,1.0
6033,boolean_blind,generic,0.85
6034,time_blind,generic,1.0
6035,error_based,oracle,1.0
6036,error_based,oracle,1.0
6037,boolean_blind,generic,0.85
6038,error_based,oracle,1.0
6039,error_based,oracle,1.0
6040,error_based,oracle,1.0
6041,boolean_blind,generic,0.85
6042,time_blind,mysql,1.0
6043,union_based,generic,0.85
6044,boolean_blind,generic,0.85
6045,error_based,oracle,0.85
6046,time_blind,postgresql,1.0
6047,error_based,oracle,1.0
6048,boolean_blind,generic,0.85
6049,boolean_blind,generic,0.85
6050,boolean_blind,postgresql,1.0
6051,boolean_blind,generic,0.85
6052,boolean_blind,generic,0.85
6053,boolean_blind,mysql,1.0
6054,error_based,oracle,1.0
6055,boolean_blind,generic,0.85
6056,error_based,mysql,1.0
6057,time_blind,mysql,1.0
6058,boolean_blind,generic,0.85
6059,boolean_blind,generic,0.7
6060,boolean_blind,generic,0.85
6061,error_based,oracle,1.0
6062,error_based,oracle,1.0
6063,error_based,oracle,1.0
6064,union_based,generic,0.85
6065,union_based,generic,0.85
6066,error_based,oracle,1.0
6067,boolean_blind,generic,0.85
6068,error_based,oracle,1.0
6069,boolean_blind,generic,0.7
6070,error_based,oracle,1.0
6071,error_based,oracle,1.0
6072,boolean_blind,generic,0.85
6073,boolean_blind,generic,0.85
6074,boolean_blind,postgresql,1.0
6075,error_based,oracle,1.0
6076,error_based,oracle,1.0
6077,union_based,generic,0.85
6078,time_blind,oracle,1.0
6079,boolean_blind,generic,0.7
6080,error_based,oracle,1.0
6081,time_blind,mysql,1.0
6082,boolean_blind,generic,0.85
6083,time_blind,mysql,1.0
6084,boolean_blind,postgresql,1.0
6085,error_based,oracle,1.0
6086,error_based,oracle,1.0
6087,error_based,oracle,1.0
6088,boolean_blind,generic,0.7
6089,error_based,oracle,0.85
6090,boolean_blind,generic,0.7
6091,error_based,oracle,1.0
6092,error_based,oracle,1.0
6093,error_based,oracle,1.0
6094,error_based,oracle,1.0
6095,error_based,oracle,0.85
6096,boolean_blind,postgresql,1.0
6097,boolean_blind,postgresql,1.0
6098,error_based,oracle,1.0
6099,boolean_blind,generic,0.7
6100,boolean_blind,generic,0.85
6101,boolean_blind,generic,0.7
6102,boolean_blind,generic,0.85
6103,union_based,generic,0.85
6104,error_based,oracle,1.0
6105,error_based,oracle,1.0
6106,error_based,oracle,1.0
6107,error_based,oracle,1.0
6108,time_blind,generic,1.0
6109,union_based,oracle,1.0
6110,union_based,generic,0.85
6111,boolean_blind,oracle,0.7
6112,error_based,oracle,1.0
6113,error_based,oracle,1.0
6114,error_based,oracle,1.0
6115,boolean_blind,generic,0.85
6116,boolean_blind,generic,0.85
6117,boolean_blind,generic,0.85
6118,boolean_blind,postgresql,1.0
6119,union_based,generic,0.85
6120,time_blind,mysql,1.0
6121,error_based,mysql,1.0
6122,error_based,oracle,1.0
6123,union_based,generic,0.85
6124,boolean_blind,generic,0.85
6125,time_blind,mysql,1.0
6126,time_blind,mysql,1.0
6127,time_blind,mysql,1.0
6128,error_based,oracle,1.0
6129,error_based,mysql,1.0
6130,union_based,generic,0.85
6131,error_based,oracle,1.0
6132,time_blind,mysql,1.0
6133,boolean_blind,postgresql,1.0
6134,time_blind,generic,1.0
6135,union_based,generic,0.85
6136,union_based,generic,0.85
6137,error_based,oracle,1.0
6138,error_based,oracle,1.0
6139,error_based,oracle,1.0
6140,union_based,generic,0.85
6141,boolean_blind,generic,0.85
6142,error_based,oracle,1.0
6143,time_blind,mysql,1.0
6144,error_based,oracle,1.0
6145,union_based,generic,0.85
6146,error_based,oracle,1.0
6147,error_based,oracle,1.0
6148,error_based,oracle,1.0
6149,boolean_blind,generic,0.7
6150,error_based,oracle,0.85
6151,error_based,oracle,1.0
6152,time_blind,mysql,1.0
6153,time_blind,mysql,1.0
6154,error_based,oracle,1.0
6155,union_based,generic,0.85
6156,time_blind,generic,1.0
6157,boolean_blind,generic,0.85
6158,error_based,oracle,1.0
6159,error_based,mysql,0.85
6160,error_based,oracle,1.0
6161,boolean_blind,generic,0.85
6162,boolean_blind,generic,0.85
6163,error_based,oracle,1.0
6164,error_based,oracle,1.0
6165,boolean_blind,generic,0.85
6166,boolean_blind,generic,0.85
6167,boolean_blind,generic,0.85
6168,boolean_blind,generic,0.7
6169,union_based,generic,0.85
6170,boolean_blind,generic,0.85
6171,error_based,oracle,1.0
6172,time_blind,postgresql,1.0
6173,boolean_blind,generic,0.7
6174,time_blind,mysql,1.0
6175,error_based,oracle,1.0
6176,boolean_blind,mysql,1.0
6177,boolean_blind,mysql,1.0
6178,boolean_blind,generic,0.7
6179,boolean_blind,generic,0.85
6180,boolean_blind,postgresql,1.0
6181,boolean_blind,generic,0.85
6182,boolean_blind,generic,0.85
6183,boolean_blind,generic,0.85
6184,error_based,oracle,1.0
6185,error_based,oracle,1.0
6186,error_based,mysql,1.0
6187,boolean_blind,generic,0.7
6188,error_based,mysql,1.0
6189,boolean_blind,generic,0.85
6190,error_based,oracle,1.0
6191,union_based,generic,0.85
6192,error_based,mysql,0.85
6193,boolean_blind,generic,0.7
6194,error_based,oracle,1.0
6195,error_based,oracle,1.0
6196,error_based,oracle,1.0
6197,error_based,oracle,1.0
6198,error_based,oracle,1.0
6199,boolean_blind,generic,0.7
6200,boolean_blind,generic,0.85
6201,error_based,oracle,1.0
6202,error_based,oracle,1.0
6203,boolean_blind,generic,0.85
6204,error_based,oracle,1.0
6205,error_based,oracle,1.0
6206,time_blind,sqlite,1.0
6207,error_based,oracle,1.0
6208,boolean_blind,postgresql,1.0
6209,error_based,oracle,1.0
6210,union_based,generic,0.85
6211,time_blind,mysql,1.0
6212,boolean_blind,generic,0.85
6213,error_based,oracle,1.0
6214,error_based,oracle,0.85
6215,error_based,oracle,1.0
6216,boolean_blind,generic,0.85
6217,error_based,oracle,1.0
6218,error_based,oracle,0.85
6219,union_based,generic,0.85
6220,union_based,generic,0.85
6221,union_based,generic,0.85
6222,error_based,oracle,1.0
6223,boolean_blind,generic,0.7
6224,time_blind,mysql,1.0
6225,error_based,oracle,1.0
6226,error_based,oracle,1.0
6227,boolean_blind,generic,0.85
6228,boolean_blind,generic,0.85
