id,sqli_type,db_engine,confidence
3001,boolean_blind,generic,0.70
3002,time_blind,mysql,0.85
3003,error_based,oracle,1.00
3004,error_based,oracle,1.00
3005,error_based,oracle,1.00
3006,error_based,oracle,1.00
3007,union_based,mysql,1.00
3008,error_based,oracle,1.00
3009,union_based,mysql,1.00
3010,union_based,generic,1.00
3011,boolean_blind,mssql,0.85
3012,boolean_blind,generic,0.70
3013,error_based,oracle,1.00
3014,union_based,generic,1.00
3015,boolean_blind,generic,0.70
3016,union_based,mysql,1.00
3017,time_blind,mysql,1.00
3018,error_based,oracle,1.00
3019,boolean_blind,generic,0.70
3020,boolean_blind,generic,0.70
3021,boolean_blind,generic,0.85
3022,boolean_blind,postgresql,1.00
3023,error_based,oracle,1.00
3024,error_based,oracle,1.00
3025,time_blind,sqlite,1.00
3026,boolean_blind,postgresql,1.00
3027,boolean_blind,generic,0.70
3028,boolean_blind,generic,0.70
3029,time_blind,mysql,0.85
3030,boolean_blind,generic,0.70
3031,union_based,generic,1.00
3032,time_blind,postgresql,1.00
3033,time_blind,mysql,1.00
3034,time_blind,mysql,0.85
3035,boolean_blind,mssql,1.00
3036,time_blind,mssql,1.00
3037,error_based,oracle,1.00
3038,error_based,mysql,1.00
3039,boolean_blind,postgresql,1.00
3040,boolean_blind,mysql,0.85
3041,boolean_blind,generic,0.70
3042,boolean_blind,postgresql,1.00
3043,time_blind,mysql,1.00
3044,error_based,oracle,1.00
3045,boolean_blind,mssql,0.85
3046,error_based,oracle,1.00
3047,boolean_blind,generic,0.70
3048,error_based,oracle,1.00
3049,time_blind,mysql,1.00
3050,boolean_blind,generic,0.70
3051,error_based,oracle,1.00
3052,error_based,oracle,1.00
3053,error_based,oracle,1.00
3054,error_based,oracle,1.00
3055,error_based,oracle,1.00
3056,union_based,generic,1.00
3057,time_blind,mysql,0.85
3058,boolean_blind,generic,0.70
3059,boolean_blind,postgresql,1.00
3060,boolean_blind,mssql,0.85
3061,boolean_blind,generic,0.70
3062,error_based,oracle,1.00
3063,error_based,oracle,1.00
3064,error_based,oracle,1.00
3065,time_blind,mysql,1.00
3066,boolean_blind,mysql,0.85
3067,union_based,mysql,1.00
3068,error_based,oracle,1.00
3069,boolean_blind,mssql,0.85
3070,union_based,generic,1.00
3071,boolean_blind,mssql,0.85
3072,error_based,oracle,1.00
3073,error_based,oracle,1.00
3074,error_based,oracle,1.00
3075,error_based,oracle,1.00
3076,time_blind,mysql,1.00
3077,time_blind,mysql,1.00
3078,boolean_blind,generic,0.70
3079,boolean_blind,mssql,0.85
3080,boolean_blind,generic,0.70
3081,union_based,generic,1.00
3082,error_based,oracle,1.00
3083,boolean_blind,postgresql,1.00
3084,union_based,generic,1.00
3085,error_based,oracle,1.00
3086,boolean_blind,postgresql,1.00
3087,error_based,oracle,1.00
3088,boolean_blind,generic,0.70
3089,error_based,oracle,1.00
3090,error_based,oracle,1.00
3091,boolean_blind,generic,0.70
3092,union_based,mysql,1.00
3093,union_based,mysql,1.00
3094,time_blind,mysql,1.00
3095,error_based,oracle,1.00
3096,error_based,oracle,1.00
3097,union_based,mysql,1.00
3098,error_based,oracle,1.00
3099,error_based,oracle,1.00
3100,error_based,oracle,1.00
3101,union_based,generic,1.00
3102,boolean_blind,generic,0.70
3103,union_based,generic,1.00
3104,boolean_blind,mssql,0.85
3105,time_blind,mysql,0.85
3106,boolean_blind,generic,0.70
3107,error_based,oracle,1.00
3108,boolean_blind,postgresql,1.00
3109,error_based,oracle,1.00
3110,union_based,generic,1.00
3111,error_based,oracle,1.00
3112,time_blind,oracle,1.00
3113,error_based,oracle,1.00
3114,time_blind,mysql,1.00
3115,boolean_blind,generic,0.70
3116,time_blind,postgresql,1.00
3117,boolean_blind,postgresql,1.00
3118,error_based,oracle,1.00
3119,error_based,oracle,1.00
3120,union_based,generic,1.00
3121,union_based,generic,1.00
3122,boolean_blind,postgresql,1.00
3123,error_based,oracle,1.00
3124,time_blind,sqlite,1.00
3125,time_blind,mysql,0.85
3126,error_based,oracle,1.00
3127,union_based,mysql,1.00
3128,union_based,generic,1.00
3129,error_based,oracle,1.00
3130,time_blind,mysql,0.85
3131,boolean_blind,generic,0.70
3132,error_based,mysql,1.00
3133,time_blind,mysql,0.85
3134,union_based,generic,1.00
3135,error_based,oracle,1.00
3136,time_blind,mysql,1.00
3137,boolean_blind,generic,0.70
3138,error_based,oracle,1.00
3139,boolean_blind,postgresql,1.00
3140,error_based,mssql,0.85
3141,boolean_blind,postgresql,1.00
3142,time_blind,mysql,1.00
3143,boolean_blind,postgresql,1.00
3144,error_based,oracle,1.00
3145,union_based,mysql,1.00
3146,boolean_blind,generic,0.70
3147,boolean_blind,mysql,0.85
3148,boolean_blind,generic,0.70
3149,boolean_blind,generic,0.70
3150,union_based,mysql,1.00
3151,boolean_blind,generic,0.70
3152,boolean_blind,postgresql,1.00
3153,boolean_blind,generic,0.70
3154,time_blind,mysql,1.00
3155,time_blind,postgresql,1.00
3156,boolean_blind,generic,0.70
3157,boolean_blind,mssql,0.85
3158,boolean_blind,mssql,0.85
3159,error_based,oracle,1.00
3160,error_based,oracle,1.00
3161,boolean_blind,postgresql,1.00
3162,time_blind,mysql,0.85
3163,error_based,oracle,1.00
3164,error_based,oracle,1.00
3165,error_based,oracle,1.00
3166,boolean_blind,mysql,0.85
3167,boolean_blind,mysql,0.85
3168,error_based,oracle,1.00
3169,error_based,oracle,1.00
3170,boolean_blind,generic,0.70
3171,union_based,generic,1.00
3172,error_based,oracle,1.00
3173,boolean_blind,mssql,1.00
3174,error_based,mssql,0.85
3175,time_blind,oracle,0.85
3176,boolean_blind,generic,0.85
3177,boolean_blind,generic,0.70
3178,boolean_blind,mysql,0.85
3179,boolean_blind,generic,0.70
3180,error_based,oracle,1.00
3181,time_blind,mysql,1.00
3182,boolean_blind,postgresql,1.00
3183,error_based,oracle,1.00
3184,union_based,mysql,1.00
3185,time_blind,mssql,1.00
3186,error_based,oracle,1.00
3187,error_based,oracle,1.00
3188,boolean_blind,postgresql,1.00
3189,error_based,oracle,1.00
3190,error_based,oracle,1.00
3191,time_blind,mysql,0.85
3192,error_based,oracle,1.00
3193,error_based,oracle,1.00
3194,union_based,generic,1.00
3195,boolean_blind,mysql,0.85
3196,error_based,oracle,1.00
3197,error_based,oracle,1.00
3198,error_based,mysql,1.00
3199,boolean_blind,postgresql,1.00
3200,time_blind,mssql,1.00
3201,boolean_blind,generic,0.70
3202,boolean_blind,postgresql,1.00
3203,boolean_blind,generic,0.70
3204,boolean_blind,generic,0.70
3205,boolean_blind,postgresql,1.00
3206,error_based,oracle,1.00
3207,error_based,oracle,1.00
3208,error_based,mysql,1.00
3209,boolean_blind,generic,0.70
3210,error_based,oracle,1.00
3211,error_based,oracle,1.00
3212,error_based,oracle,1.00
3213,time_blind,oracle,1.00
3214,boolean_blind,mssql,0.85
3215,time_blind,mysql,1.00
3216,boolean_blind,generic,0.70
3217,boolean_blind,generic,0.70
3218,error_based,mysql,1.00
3219,union_based,generic,1.00
3220,error_based,oracle,1.00
3221,time_blind,postgresql,1.00
3222,boolean_blind,generic,0.70
3223,error_based,mysql,1.00
3224,error_based,oracle,1.00
3225,boolean_blind,generic,0.70
3226,error_based,oracle,1.00
3227,boolean_blind,postgresql,1.00
3228,error_based,oracle,1.00
3229,boolean_blind,generic,0.70
3230,error_based,oracle,1.00
3231,boolean_blind,mysql,0.85
3232,error_based,oracle,1.00
3233,boolean_blind,generic,0.70
3234,error_based,oracle,1.00
3235,time_blind,sqlite,1.00
3236,boolean_blind,generic,0.70
3237,time_blind,mysql,1.00
3238,error_based,oracle,1.00
3239,time_blind,sqlite,1.00
3240,boolean_blind,generic,0.70
3241,union_based,generic,1.00
3242,boolean_blind,mysql,0.85
3243,union_based,generic,1.00
3244,boolean_blind,mssql,0.85
3245,error_based,oracle,1.00
3246,error_based,oracle,1.00
3247,error_based,oracle,1.00
3248,boolean_blind,generic,0.70
3249,boolean_blind,generic,0.70
3250,boolean_blind,mssql,1.00
3251,error_based,oracle,1.00
3252,union_based,mysql,1.00
3253,error_based,oracle,1.00
3254,error_based,mysql,1.00
3255,boolean_blind,generic,0.70
3256,boolean_blind,mssql,0.85
3257,error_based,oracle,1.00
3258,time_blind,mysql,1.00
3259,error_based,oracle,1.00
3260,boolean_blind,generic,0.70
3261,boolean_blind,mysql,0.85
3262,union_based,generic,1.00
3263,boolean_blind,generic,0.70
3264,boolean_blind,postgresql,1.00
3265,boolean_blind,generic,0.70
3266,error_based,oracle,1.00
3267,error_based,oracle,1.00
3268,error_based,oracle,1.00
