id,sqli_type,db_engine,confidence
1,boolean_blind,mysql,1.00
2,boolean_blind,mssql,1.00
3,error_based,mysql,1.00
4,error_based,oracle,1.00
5,error_based,oracle,1.00
6,union_based,mysql,1.00
7,union_based,generic,1.00
8,time_blind,postgresql,1.00
9,boolean_blind,generic,0.85
10,error_based,oracle,1.00
11,boolean_blind,mysql,0.85
12,boolean_blind,generic,0.85
13,error_based,postgresql,1.00
14,error_based,oracle,1.00
15,time_blind,mysql,1.00
16,union_based,generic,1.00
17,error_based,oracle,1.00
18,boolean_blind,generic,0.85
19,time_blind,mysql,0.85
20,error_based,oracle,1.00
21,error_based,oracle,0.85
22,boolean_blind,generic,0.85
23,error_based,oracle,1.00
24,boolean_blind,generic,0.85
25,error_based,oracle,1.00
26,error_based,oracle,1.00
27,error_based,postgresql,1.00
28,error_based,oracle,1.00
29,time_blind,sqlite,1.00
30,time_blind,mysql,1.00
31,union_based,mysql,0.85
32,time_blind,sqlite,1.00
33,error_based,oracle,1.00
34,error_based,oracle,1.00
35,error_based,oracle,1.00
36,error_based,oracle,1.00
37,error_based,oracle,1.00
38,boolean_blind,generic,0.85
39,error_based,oracle,1.00
40,boolean_blind,mysql,0.85
41,error_based,oracle,1.00
42,union_based,generic,1.00
43,error_based,oracle,1.00
44,error_based,oracle,1.00
45,time_blind,postgresql,1.00
46,error_based,oracle,1.00
47,boolean_blind,mysql,1.00
48,time_blind,mysql,1.00
49,error_based,oracle,1.00
50,error_based,oracle,1.00
51,boolean_blind,mysql,0.85
52,union_based,generic,1.00
53,union_based,generic,1.00
54,time_blind,mysql,1.00
55,error_based,oracle,1.00
56,error_based,oracle,1.00
57,time_blind,sqlite,1.00
58,error_based,postgresql,1.00
59,error_based,oracle,1.00
60,error_based,oracle,1.00
61,error_based,oracle,1.00
62,boolean_blind,generic,0.85
63,error_based,oracle,1.00
64,error_based,mysql,1.00
65,error_based,postgresql,0.85
66,boolean_blind,mysql,0.85
67,error_based,postgresql,1.00
68,boolean_blind,oracle,0.85
69,boolean_blind,generic,0.85
70,error_based,oracle,1.00
71,error_based,oracle,1.00
72,union_based,generic,1.00
73,error_based,oracle,1.00
74,union_based,mysql,0.85
75,error_based,postgresql,0.85
76,error_based,oracle,1.00
77,error_based,oracle,1.00
78,error_based,oracle,1.00
79,error_based,oracle,1.00
80,boolean_blind,generic,0.85
81,boolean_blind,generic,0.85
82,boolean_blind,mysql,0.85
83,error_based,postgresql,0.85
84,boolean_blind,generic,0.85
85,time_blind,postgresql,0.85
86,error_based,oracle,1.00
87,time_blind,postgresql,1.00
88,error_based,oracle,1.00
89,boolean_blind,mssql,0.85
90,boolean_blind,generic,0.85
91,boolean_blind,generic,0.85
92,error_based,oracle,0.85
93,time_blind,mysql,0.85
94,error_based,oracle,1.00
95,error_based,oracle,1.00
96,time_blind,postgresql,1.00
97,boolean_blind,mssql,0.85
98,error_based,oracle,1.00
99,boolean_blind,generic,0.85
100,time_blind,mysql,0.85
