id,sqli_type,db_engine,confidence
14952,error_based,oracle,1.00
14954,boolean_blind,generic,0.70
14956,boolean_blind,generic,0.85
14957,boolean_blind,generic,0.70
14967,boolean_blind,generic,0.85
14969,boolean_blind,generic,0.85
14971,error_based,oracle,1.00
14973,error_based,oracle,1.00
14977,error_based,oracle,1.00
14978,error_based,oracle,1.00
14983,error_based,oracle,1.00
14986,boolean_blind,generic,0.85
14988,error_based,oracle,1.00
14997,boolean_blind,generic,0.85
14999,boolean_blind,generic,0.85
15002,boolean_blind,generic,0.85
15003,error_based,oracle,1.00
15004,boolean_blind,generic,0.85
15005,boolean_blind,generic,0.85
15010,error_based,oracle,1.00
15014,boolean_blind,generic,0.70
15015,boolean_blind,generic,0.85
15019,boolean_blind,generic,0.85
15024,error_based,oracle,1.00
15025,error_based,oracle,1.00
15033,boolean_blind,generic,0.70
15036,error_based,oracle,1.00
15040,boolean_blind,generic,0.70
15054,error_based,oracle,1.00
15058,boolean_blind,generic,0.70
15072,boolean_blind,generic,0.85
15075,boolean_blind,generic,0.85
15078,boolean_blind,generic,0.85
15084,boolean_blind,generic,0.85
15092,boolean_blind,generic,0.85
15096,boolean_blind,generic,0.85
15097,boolean_blind,generic,0.85
15118,boolean_blind,generic,0.85
15121,boolean_blind,generic,0.85
15126,error_based,oracle,1.00
15128,error_based,oracle,1.00
15129,boolean_blind,generic,0.70
15130,boolean_blind,generic,0.70
15131,boolean_blind,generic,0.85
15133,error_based,oracle,1.00
15135,boolean_blind,generic,0.85
15142,boolean_blind,generic,0.85
15143,boolean_blind,generic,0.70
15144,error_based,oracle,1.00
15150,boolean_blind,generic,0.85
15160,error_based,oracle,1.00
15161,boolean_blind,generic,0.85
15168,boolean_blind,generic,0.85
15173,boolean_blind,generic,0.85
15178,boolean_blind,generic,0.85
15181,error_based,oracle,1.00
15184,boolean_blind,generic,0.85
15188,error_based,oracle,1.00
15191,boolean_blind,generic,0.85
15197,boolean_blind,generic,0.85
15200,error_based,oracle,1.00
15206,error_based,oracle,1.00
15207,error_based,oracle,1.00
15208,error_based,oracle,1.00
15212,boolean_blind,generic,0.85
15214,boolean_blind,generic,0.70
15223,error_based,oracle,1.00
15239,boolean_blind,generic,0.70
15242,boolean_blind,generic,0.85
15244,boolean_blind,generic,0.85
15246,error_based,oracle,1.00
15249,error_based,oracle,1.00
15251,boolean_blind,generic,0.85
15257,boolean_blind,generic,0.70
15262,boolean_blind,generic,0.70
15263,boolean_blind,generic,0.85
15268,error_based,oracle,1.00
15285,error_based,oracle,1.00
15304,boolean_blind,generic,0.85
15317,boolean_blind,generic,0.70
15325,boolean_blind,generic,0.85
15327,boolean_blind,generic,0.85
15329,boolean_blind,generic,0.85
15332,boolean_blind,generic,0.85
15337,boolean_blind,generic,0.70
15344,boolean_blind,generic,0.85
15345,error_based,oracle,1.00
15348,boolean_blind,generic,0.85
15351,boolean_blind,generic,0.70
15352,boolean_blind,generic,0.85
15361,error_based,oracle,1.00
15362,error_based,oracle,1.00
15369,error_based,oracle,1.00
15374,boolean_blind,generic,0.85
15375,error_based,oracle,1.00
15378,boolean_blind,generic,0.70
15382,boolean_blind,generic,0.85
15383,boolean_blind,generic,0.85
15390,boolean_blind,generic,0.85
15391,boolean_blind,generic,0.85
15392,error_based,oracle,1.00
15400,error_based,oracle,1.00
15406,boolean_blind,generic,0.85
15407,error_based,oracle,1.00
15410,boolean_blind,generic,0.70
15421,boolean_blind,generic,0.85
15423,boolean_blind,generic,0.85
15427,boolean_blind,generic,0.85
15432,boolean_blind,generic,0.70
15433,union_based,generic,1.00
15436,boolean_blind,generic,0.85
15444,boolean_blind,generic,0.70
15445,boolean_blind,generic,0.85
15446,boolean_blind,generic,0.85
15447,boolean_blind,generic,0.85
15448,boolean_blind,generic,0.85
15464,boolean_blind,generic,0.85
15470,boolean_blind,generic,0.85
15473,error_based,oracle,1.00
15479,error_based,oracle,1.00
15483,error_based,oracle,1.00
15485,boolean_blind,generic,0.70
15487,boolean_blind,generic,0.85
15490,boolean_blind,generic,0.85
15498,boolean_blind,generic,0.85
15500,boolean_blind,generic,0.70
15501,boolean_blind,generic,0.70
15506,boolean_blind,generic,0.70
15508,boolean_blind,generic,0.85
15523,boolean_blind,generic,0.85
15531,error_based,oracle,1.00
15537,error_based,oracle,1.00
15540,boolean_blind,generic,0.85
15542,boolean_blind,generic,0.85
15545,error_based,oracle,1.00
15546,boolean_blind,generic,0.85
15548,boolean_blind,generic,0.85
15550,boolean_blind,generic,0.85
15552,boolean_blind,generic,0.85
15557,boolean_blind,generic,0.85
15558,error_based,oracle,1.00
15559,boolean_blind,generic,0.70
15564,boolean_blind,generic,0.85
15565,boolean_blind,generic,0.85
15567,boolean_blind,generic,0.70
15577,error_based,oracle,1.00
15579,boolean_blind,generic,0.85
15586,boolean_blind,generic,0.70
15595,error_based,oracle,1.00
