id,sqli_type,db_engine,confidence
9202,boolean_blind,generic,0.85
9212,boolean_blind,generic,0.70
9213,boolean_blind,generic,0.85
9227,boolean_blind,generic,0.85
9230,boolean_blind,generic,0.85
9232,boolean_blind,generic,0.70
9245,boolean_blind,generic,0.70
9251,boolean_blind,generic,0.85
9253,boolean_blind,generic,0.85
9255,boolean_blind,generic,0.70
9261,boolean_blind,generic,0.85
9264,boolean_blind,generic,0.70
9268,boolean_blind,generic,0.85
9269,error_based,oracle,1.00
9270,boolean_blind,generic,0.85
9271,boolean_blind,generic,0.85
9279,error_based,oracle,1.00
9283,boolean_blind,generic,0.70
9286,union_based,generic,1.00
9288,error_based,oracle,1.00
9289,error_based,oracle,1.00
9290,boolean_blind,generic,0.70
9308,boolean_blind,generic,0.85
9309,boolean_blind,generic,0.85
9311,boolean_blind,generic,0.85
9313,error_based,oracle,1.00
9314,error_based,oracle,1.00
9318,boolean_blind,generic,0.85
9322,boolean_blind,generic,0.70
9333,error_based,oracle,1.00
9336,union_based,generic,1.00
9338,error_based,oracle,1.00
9339,boolean_blind,generic,0.85
9345,boolean_blind,generic,0.70
9349,boolean_blind,generic,0.70
9357,boolean_blind,generic,0.85
9358,boolean_blind,generic,0.70
9359,error_based,oracle,1.00
9360,error_based,oracle,1.00
9362,error_based,oracle,1.00
9364,error_based,oracle,1.00
9366,error_based,oracle,1.00
9369,error_based,oracle,1.00
9376,error_based,oracle,1.00
9383,error_based,oracle,1.00
9384,boolean_blind,generic,0.85
9391,boolean_blind,generic,0.85
9395,boolean_blind,generic,0.85
9399,boolean_blind,generic,0.85
9415,boolean_blind,generic,0.85
9417,boolean_blind,generic,0.85
9422,error_based,oracle,1.00
9424,boolean_blind,generic,0.85
9431,boolean_blind,generic,0.85
9434,error_based,oracle,1.00
9435,error_based,oracle,1.00
9436,boolean_blind,generic,0.70
9438,error_based,oracle,1.00
9443,boolean_blind,generic,0.70
9444,boolean_blind,generic,0.85
9446,error_based,oracle,1.00
9449,error_based,oracle,1.00
9450,boolean_blind,generic,0.85
9453,boolean_blind,generic,0.85
9454,boolean_blind,generic,0.85
9460,error_based,oracle,1.00
9462,boolean_blind,generic,0.85
9468,boolean_blind,generic,0.85
9469,error_based,oracle,1.00
9474,boolean_blind,generic,0.70
9479,error_based,oracle,1.00
9494,error_based,oracle,1.00
9500,boolean_blind,generic,0.85
9502,boolean_blind,generic,0.85
9503,boolean_blind,generic,0.85
9508,error_based,oracle,1.00
9510,boolean_blind,generic,0.85
9513,boolean_blind,generic,0.85
9516,boolean_blind,generic,0.85
9518,error_based,oracle,1.00
9524,boolean_blind,generic,0.85
9526,boolean_blind,generic,0.85
9530,error_based,oracle,1.00
9533,boolean_blind,generic,0.85
9537,boolean_blind,generic,0.85
9539,boolean_blind,generic,0.85
9541,union_based,generic,1.00
9543,boolean_blind,generic,0.70
9552,boolean_blind,generic,0.85
9556,boolean_blind,generic,0.85
9569,boolean_blind,generic,0.70
9570,boolean_blind,generic,0.85
9573,boolean_blind,generic,0.85
9577,boolean_blind,generic,0.85
9579,boolean_blind,generic,0.85
9583,error_based,oracle,1.00
9587,boolean_blind,generic,0.85
9589,boolean_blind,generic,0.70
9592,error_based,oracle,1.00
9594,error_based,oracle,1.00
9599,error_based,oracle,1.00
9606,error_based,oracle,1.00
9618,error_based,oracle,1.00
9619,boolean_blind,generic,0.85
9622,boolean_blind,generic,0.70
9627,boolean_blind,generic,0.70
9630,boolean_blind,generic,0.85
9632,boolean_blind,generic,0.85
9637,boolean_blind,generic,0.85
9638,error_based,oracle,1.00
9642,error_based,oracle,1.00
9643,boolean_blind,generic,0.85
9644,error_based,oracle,1.00
9647,boolean_blind,generic,0.85
9653,error_based,oracle,1.00
9655,boolean_blind,generic,0.70
9657,error_based,oracle,1.00
9660,error_based,oracle,1.00
9663,boolean_blind,generic,0.85
9668,boolean_blind,generic,0.70
9669,boolean_blind,generic,0.70
9672,boolean_blind,generic,0.85
9677,error_based,oracle,1.00
9679,boolean_blind,generic,0.85
9680,boolean_blind,generic,0.70
9686,time_blind,generic,1.00
9695,boolean_blind,generic,0.85
9706,boolean_blind,generic,0.85
9708,boolean_blind,generic,0.85
9716,boolean_blind,generic,0.85
9718,boolean_blind,generic,0.85
9720,boolean_blind,generic,0.85
9725,boolean_blind,generic,0.85
9728,boolean_blind,generic,0.85
9729,error_based,oracle,1.00
9731,boolean_blind,generic,0.85
9732,boolean_blind,generic,0.85
9737,error_based,oracle,1.00
9743,boolean_blind,generic,0.70
9744,error_based,oracle,1.00
9746,boolean_blind,generic,0.85
9750,boolean_blind,generic,0.85
9751,boolean_blind,generic,0.85
9753,boolean_blind,generic,0.85
9755,error_based,oracle,1.00
9756,boolean_blind,generic,0.85
9759,boolean_blind,generic,0.70
9766,boolean_blind,generic,0.85
9768,boolean_blind,generic,0.85
9776,boolean_blind,generic,0.85
9779,boolean_blind,generic,0.85
9789,boolean_blind,generic,0.85
9791,boolean_blind,generic,0.85
9792,error_based,oracle,1.00
9795,boolean_blind,generic,0.85
9799,boolean_blind,generic,0.85
9804,boolean_blind,generic,0.70
9809,boolean_blind,generic,0.70
9811,boolean_blind,generic,0.85
9812,boolean_blind,generic,0.85
9816,error_based,oracle,1.00
9819,error_based,oracle,1.00
9822,error_based,oracle,1.00
9823,boolean_blind,generic,0.85
9826,boolean_blind,generic,0.85
9829,boolean_blind,generic,0.70
9838,boolean_blind,generic,0.85
9844,boolean_blind,generic,0.85
9848,boolean_blind,generic,0.85
9850,boolean_blind,generic,0.85
9853,error_based,oracle,1.00
9857,boolean_blind,generic,0.85
9860,boolean_blind,generic,0.85
9861,boolean_blind,generic,0.85
9871,boolean_blind,generic,0.70
9874,boolean_blind,generic,0.85
9879,error_based,oracle,1.00
9887,boolean_blind,generic,0.70
9891,boolean_blind,generic,0.70
9896,boolean_blind,generic,0.85
9897,error_based,oracle,1.00
9898,boolean_blind,generic,0.85
9899,boolean_blind,generic,0.85
9901,error_based,oracle,1.00
9905,boolean_blind,generic,0.70
9926,boolean_blind,generic,0.85
