sample_id,run_id,generation_index,created_utc,model_name,model_checkpoint,branch,seed,target_ruleset_id,target_root_id,target_structure_cell_id,target_module_id,target_y_level,target_semantic_family,target_ruleset_family,target_skeleton_reference,target_required_tokens,target_slot_schema_id,prompt_prefix,payload_raw,payload_stripped,payload_normalized,payload_decoded,payload_hash,payload_length_chars,payload_length_tokens,eos_reached,truncated,matched_ruleset_id,match_source,matched_root_id,matched_structure_cell_id,matched_semantic_family,ruleset_match_score,skeleton_match_score,slot_match_score,required_token_match_score,off_ruleset,off_family,reward_stage,reward_version,r_ruleset,r_skeleton,r_slot,r_structure,r_diversity,r_coverage,r_length,p_duplicate,p_near_duplicate,p_off_ruleset,delimiter_valid,quote_valid,boolean_signal_valid,required_tokens_valid,skeleton_valid,slot_sanity_valid,representation_valid,static_score,static_error_class,raw_duplicate_in_run,duplicate_of_sample_id,duplicate_in_training,nearest_train_sample_id,nearest_train_similarity,nearest_generated_sample_id,nearest_generated_similarity,near_duplicate_flag,accepted_for_next_stage,accepted_reason,rejected_reason,usable_for_training,usable_for_reward_update,manual_review_required,postgres_parse_valid,postgres_runtime_valid,semantic_behavior_valid,positive_payload,negative_payload,expected_truth,observed_truth,truth_match,source_v4_1_sample_id,source_type,reward_total,candidate_generation_status,runtime_claim_allowed
BOOT_Y4_R001_C01_S01,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,1,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,32 = 32,32 = 32,32 = 32,32 = 32,sha256:8f0e864aff96b4e9ea1aef9e342395e0429e7ba6d5db1bebc996d4649edc9852,7,3,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((32 = 32) OR TRUE),((32 = 32) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S01,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C01_S02,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,2,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,45/**/=/**/45,45/**/=/**/45,45 = 45,45/**/=/**/45,sha256:ba3e2538605d112380f91193a3057fe673dbcd054ae63eba3ed429fcbf422e49,13,3,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((45/**/=/**/45) OR TRUE),((45/**/=/**/45) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S02,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C01_S03,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,3,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,((58 = 58)),((58 = 58)),58 = 58,((58 = 58)),sha256:e52cc24d7526914c381e3958d8ba3a711f7b7fe12eca46bb0e49b2c7f4a98b83,11,7,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((((58 = 58))) OR TRUE),((((58 = 58))) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S03,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C01_S04,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,4,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,71/**/=/**/88,71/**/=/**/88,71 = 88,71/**/=/**/88,sha256:ceb05225a887ae597c8b1bf33114505279e1362014f8290e8772675c540ff846,13,3,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((71/**/=/**/88) OR TRUE),((71/**/=/**/88) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S04,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C01_S05,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,5,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,84 = 4,84 = 4,84 = 4,84 = 4,sha256:000dfa1dafebd88cf7aad9eba69991e33f4236981ee3249773953b335d0be200,6,3,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((84 = 4) OR TRUE),((84 = 4) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S05,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C01_S06,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,6,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y4_R001_C01,<RULE=RS_Y4_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,97/**/=/**/17,97/**/=/**/17,97 = 17,97/**/=/**/17,sha256:8efccdec35ef7aa812f6417ba1121ab48be611fc3be1de628e923c6bd2332e9f,13,3,True,False,RS_Y4_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((97/**/=/**/17) OR TRUE),((97/**/=/**/17) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C01_S06,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C02_S01,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,7,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y4_R001_C02,<RULE=RS_Y4_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,(43/**/=/**/43),(43/**/=/**/43),(43 = 43),(43/**/=/**/43),sha256:5be4ccbdc195bb0d485da21d84d70c139ae2b8906b57ef1f383e6fddb1caee71,15,5,True,False,RS_Y4_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,(((43/**/=/**/43)) OR TRUE),(((43/**/=/**/43)) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C02_S01,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C02_S02,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,8,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y4_R001_C02,<RULE=RS_Y4_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,(56 = 56),(56 = 56),(56 = 56),(56 = 56),sha256:99cd41ffefffe6bd8ac7a55a0e233dffeb0e2671eb1e38cababd5c6ac312e6ae,9,5,True,False,RS_Y4_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,(((56 = 56)) OR TRUE),(((56 = 56)) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C02_S02,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C02_S03,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,9,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y4_R001_C02,<RULE=RS_Y4_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,(((69/**/=/**/69))),(((69/**/=/**/69))),(69 = 69),(((69/**/=/**/69))),sha256:d96189210ced856faee680e8c19be4a37d714086c5d2fb24f1b036120bdadc76,19,9,True,False,RS_Y4_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,(((((69/**/=/**/69)))) OR TRUE),(((((69/**/=/**/69)))) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C02_S03,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y4_R001_C02_S04,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,10,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y4_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y4_obfuscated_boolean,Y4,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y4_R001_C02,<RULE=RS_Y4_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,(82 = 2),(82 = 2),(82 = 2),(82 = 2),sha256:07f86f2bbc7bc243621d98b9826df0c83e0460c9f504639c484c9e0bede1648c,8,5,True,False,RS_Y4_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,(((82 = 2)) OR TRUE),(((82 = 2)) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y4_R001_C02_S04,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
