row_index,sqli_type,db_engine,confidence,reasoning
270,error_based,mssql,0.9,TOP keyword is specific to MSSQL; nested subqueries suggest error-based extraction.
271,auth_bypass,generic,1.0,Classic OR 1=1 tautology for bypass.
272,boolean_blind,generic,0.8,Basic quote and comment probe for structural testing.
273,auth_bypass,generic,1.0,Tautology with C-style comment for bypass.
274,union_based,mysql,0.95,UNION SELECT with MySQL-specific version() and # comment.
275,union_based,mssql,0.95,UNION SELECT with MSSQL-specific @@VERSION.
276,rce,mssql,1.0,"Execution of stored procedure to add login, an administrative attack."
277,union_based,oracle,1.0,Oracle-specific v$version and rownum used for data extraction.
278,time_blind,mssql,1.0,Hex-encoded WAITFOR DELAY is a signature of MSSQL time-based injection.
279,auth_bypass,generic,0.9,Tautology used to bypass authentication.
280,union_based,mysql,0.95,MySQL-specific version() function in a UNION context.
281,auth_bypass,generic,0.85,Tautology in HAVING clause used to bypass logic.
282,union_based,mssql,0.95,MSSQL-specific @@VERSION in a UNION SELECT.
283,auth_bypass,generic,1.0,Tautology for authentication bypass.
284,auth_bypass,generic,0.9,Tautology for authentication bypass.
285,auth_bypass,generic,1.0,Smart quote and tautology for bypass.
286,union_based,mssql,0.95,UNION SELECT using @@VERSION for MSSQL.
287,auth_bypass,generic,0.9,Tautology for authentication bypass.
288,auth_bypass,generic,1.0,Classic string tautology for bypass.
289,stacked_queries,mssql,0.95,Use of DECLARE for variable assignment indicates stacked query capability.
290,union_based,mysql,0.95,UNION SELECT using MySQL-specific version() function.
291,union_based,mssql,0.95,UNION SELECT using MSSQL-specific @@VERSION.
292,union_based,mysql,0.95,MySQL-specific version() and # comment in UNION context.
293,unknown,generic,0.5,Simple variable name without SQL structure is non-definitive.
294,rce,mssql,1.0,Stacked query executing xp_cmdshell for OS command execution.
295,auth_bypass,generic,1.0,Tautology used for authentication bypass.
296,union_based,mysql,0.95,UNION SELECT using MySQL version() function.
297,union_based,mysql,0.95,UNION SELECT using MySQL version() function.
298,union_based,mysql,0.95,UNION SELECT using MySQL version() function.
299,union_based,mssql,0.95,UNION SELECT with MSSQL-specific @@VERSION.
