attack_corpus,attack_intent,corpus_role,sample_id,y_level,complexity_label,dbms,dbms_version_reference,injection_family,context_level,root_id,semantic_family,root_name,structure_cell_id,cell_recipe,variation_id,sample_index_in_cell,expected_truth,payload,canonical_payload,raw_sha256,canonical_sha256,semantic_equivalence_group,char_length,token_count_est,paren_depth,operator_count_est,literal_count_est,function_count_est,cast_count_est,connector_count_est,requires_decode,decode_layers,postgres_specificity,attack_surface_class,generator_constraint_pass,engine_validated,exploit_confirmed,provenance_type,source_reference,generator_version,seed,logic_effect_target,boundary_dependency,destructive_capability,exfiltration_capability,timing_capability,behavior_confirmed,runtime_validation_state,evidence_level,structure_signature,attack_fingerprint,payload_entropy_bits_per_char,alpha_ratio,digit_ratio,whitespace_ratio,special_char_ratio,unique_char_ratio,character_class_count,raw_unique_in_y,fingerprint_unique_in_y,canonical_group_size_in_y,canonical_unique_in_y,min_char4gram_distance_within_cell,min_char4gram_distance_within_root,scope_select_union_exfiltration,scope_stacked_or_destructive_sql,scope_time_based,scope_contextual_boundary_breakout
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S01,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,1,True,(5043 = 5043),5043 = 5043,16cdedca8cfbb4ea036e0441b91237c2425826dd99bbb156933e60f7a05d9fc7,83b72dd8ee5653b564bbc2c862aed982e1e321df61e353736b8a2cb0d3dea070,PG_BOOL_R001,13,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30260924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,80560d6ed5929e435b7f1c8a5f21ecf90d83225158cc63d3b0199ec56f562d72,2.931208948910323,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.6153846153846154,3,True,True,1,True,0.9444444444444444,0.9444444444444444,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S02,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,2,False,(6771 = 6775),6771 = 6775,0a870e069e96851d337e3dc36744989c6857c6b9ccad5cc0297582faacaa12ae,6ac68464b1bdfbe23a0b9b37d49a573e0e40e571580d213902f78bd31f156248,PG_BOOL_R001,13,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30261924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,02253e4aec8dbe3a5f2013c4e06ba06f5d76c0e891936e20e8633495760662b8,2.7773627950641693,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.6153846153846154,3,True,True,1,True,0.9444444444444444,0.8888888888888888,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S03,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,3,True,(1585 = 1585),1585 = 1585,43cd81fedfbb67fc2eb7f23eed4f9240ca820938cc96cc3bcc72a6b1c7407583,0ba2ca83f54108f7a46f06ed98935f22bbe9e90875a2849eaa83c039b6630f9e,PG_BOOL_R001,13,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30262924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,3b309b97ae988eda3b333ab5ea469465e33c89d359c516a6bddf09cbddf12479,2.6235166412180155,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.5384615384615384,3,True,True,1,True,0.9411764705882353,0.9,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S04,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,4,False,(5676 = 5682),5676 = 5682,4e33f52a12257e57e4d8fa4e59dc0bcd098b274696067f43347bc09ee0bed516,2b6017ccd925c6516236f2aa2688a5a78f154de115b1db9ccb6cbdef9b76ad73,PG_BOOL_R001,13,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30263924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,bfd37922996f56c3058076d375783ece9c55925c38a03475a577136a6914c473,3.0269868333592873,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.6923076923076923,3,True,True,1,True,0.9444444444444444,0.9444444444444444,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S05,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,5,True,(1961 = 1961),1961 = 1961,567f38f40a6ee862ddc56cfef0781d6b1d81a99650efbd744531b7d5f639ec29,d6cdfb45d6e6eed70a91692ff77bafee98e00c2bb1ddd4b488d870d1133dc03f,PG_BOOL_R001,13,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30264924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,8569ca75b373585092d5e3ee79115ad18792b56714b34bcd883a69fd2d64873d,2.6235166412180155,0.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.5384615384615384,3,True,True,1,True,0.9411764705882353,0.8823529411764706,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C01_S06,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C01,parenthesized,PG_BOOL_R001_V01,6,False,(229 = 230),229 = 230,d60f9f9bbf5c8e2e5e22d1d4061fc6acddbab6533759d0fa6d965bc45e79f57b,5820a34c27f5c90c162880780210fd113dfd51b102f2159bd7556e0c0a124734,PG_BOOL_R001,11,5,1,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30265924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,c4d01be1606e01872583663ec90950fb4fa523ea583005299b5e86777661e3a9,793c1b2929fa7433bc41aec43d08351f86880d68416ad99cdddb8f2f6a8934bb,2.8453509366224368,0.0,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.7272727272727273,3,True,True,1,True,1.0,0.9375,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C02_S01,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C02,compact_space,PG_BOOL_R001_V02,1,True,6077=6077,6077 = 6077,b296da2cb44f11386a9c9f0969fcf144bdb8798eb0cc6dbdc8ac32c7a971b93d,90a6086463e25baf9229f6820746cdc19e54b5dcca599eef4001813649690c59,PG_BOOL_R001,9,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30360924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,496af0d0ca6aa8231b3bb4e86cc9ef9b35b66500679033de397876283949603f,3cb7b06b267306dcea26eeea5ecc51f46d0ca11bc9adbba6d16577e589a3de47,1.8365916681089791,0.0,0.8888888888888888,0.0,0.1111111111111111,0.4444444444444444,2,True,True,1,True,1.0,1.0,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C02_S02,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C02,compact_space,PG_BOOL_R001_V02,2,False,1470=1479,1470 = 1479,9907ea72978797d437cfda881151b647a186d85df7508a453221c1ef18dfa0da,21aca4b406ee9892c9d94193e72cf2bee429098d009adee18dbc0f97cd553fa8,PG_BOOL_R001,9,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30361924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,496af0d0ca6aa8231b3bb4e86cc9ef9b35b66500679033de397876283949603f,86f183e6c025ba369cb4f6840d93e8e2afacef36a628af8524510708096fdef0,2.5032583347756456,0.0,0.8888888888888888,0.0,0.1111111111111111,0.6666666666666666,2,True,True,1,True,1.0,1.0,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C02_S03,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C02,compact_space,PG_BOOL_R001_V02,3,True,2570=2570,2570 = 2570,bf4f273fcee57ef26d9b2b2bcee551d624910dc157c1ca9530c1084f8f910a8c,9b5eadb18a8294c526ac130e9abd587797ed63e7eeeca0fc701320190d84145e,PG_BOOL_R001,9,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30362924,predicate_true_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,496af0d0ca6aa8231b3bb4e86cc9ef9b35b66500679033de397876283949603f,3efb21a32740c1fc862b44ae9eb782144f51f2ec45f12e23f3fb3c3db03fedf7,2.2810361125534238,0.0,0.8888888888888888,0.0,0.1111111111111111,0.5555555555555556,2,True,True,1,True,1.0,1.0,excluded,excluded,excluded,excluded
True,boolean_predicate_injection,seqgan_attack_source,Y2_PG_BOOL_R001_C02_S04,Y2,Variation,PostgreSQL,18.x documentation,Boolean_query_logic_candidate,Z1_payload_only,PG_BOOL_R001,numeric_comparison,numeric_=,Y2_PG_BOOL_R001_C02,compact_space,PG_BOOL_R001_V02,4,False,1361=1364,1361 = 1364,acc0de0bf39ed719edbd071df49955b72654f88e37e26e711f65fc880fe954b3,e929d94e63fbb2f6409988309ee9b7ce76b516312894af2b8e17f49784f1681f,PG_BOOL_R001,9,3,0,1,2,0,0,0,False,0,standard_sql,predicate_logic_manipulation_candidate,True,False,False,synthetic_from_documented_PostgreSQL_boolean_construct,https://www.postgresql.org/docs/18/functions-comparison.html,pg_bool_seqgan_v1.0,30363924,predicate_false_candidate,requires_unsafe_query_composition_to_become_injection,none_in_payload,none_in_payload,none_in_payload,False,not_engine_validated,grammar_constrained_attack_intent,496af0d0ca6aa8231b3bb4e86cc9ef9b35b66500679033de397876283949603f,ff334a2caa527ccdf6158cc1af3be4a943c50b85a87e4c3a3c9e8fa36a1af8be,2.197159723424149,0.0,0.8888888888888888,0.0,0.1111111111111111,0.5555555555555556,2,True,True,1,True,1.0,1.0,excluded,excluded,excluded,excluded
