payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
ayate,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ayate,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
81338514a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,81338514a,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
3.14114E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,3.14114E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
gregescos,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gregescos,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
39960501w,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,39960501w,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
8.16E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,8.16E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
2.14581E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,2.14581E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
60781516z,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,60781516z,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
3.24363E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,3.24363E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
calabazas de fuentiduea,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,calabazas de fuentiduea,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
chamberlin@nikemujeres.py,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,chamberlin@nikemujeres.py,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
barrera medio,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,barrera medio,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
propaganda,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,propaganda,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
o.neil,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,o.neil,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
e5670cij3,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,e5670cij3,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
adoree-halsted1@estoespresto.af,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,adoree-halsted1@estoespresto.af,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
