payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
5.15574E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,5.15574E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
baxie,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,baxie,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
veracruz,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,veracruz,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"calle garci-perez 41, 9?c",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle garci-perez 41, 9?c",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
mud6787t6,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,mud6787t6,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
renata,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,renata,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
mebine,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,mebine,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
vicente,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,vicente,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
7aria22,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,7aria22,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
juglandea,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,juglandea,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"c/ madrid, 53 5-f",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ madrid, 53 5-f",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
0nsu2iso,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,0nsu2iso,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
tris2,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tris2,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
petruck,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,petruck,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
36677303p,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,36677303p,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
swaden,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,swaden,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
arine,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,arine,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
33371147x,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,33371147x,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
cooksey,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cooksey,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
cuarentona,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cuarentona,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
hiplita,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,hiplita,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
graupere trabucco,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,graupere trabucco,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
rebes huasequi,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,rebes huasequi,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
tosigoso,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tosigoso,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"calle rio piguea, 5,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle rio piguea, 5,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
cohn.of@evasor.ch,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cohn.of@evasor.ch,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
99431698f,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,99431698f,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
gurica4,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gurica4,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
bacio bonnin,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,bacio bonnin,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
vir7eino,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,vir7eino,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
gavald,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gavald,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"calle salvador de madariaga s/n,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle salvador de madariaga s/n,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
martn miguel,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,martn miguel,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29283698y,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,29283698y,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
