payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
96110955g,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,96110955g,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
sa5na,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,sa5na,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
hengevel,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,hengevel,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
eugen-fargue@andrestabernero.im,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,eugen-fargue@andrestabernero.im,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
cheyenne,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cheyenne,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
ramells lam,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ramells lam,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
1.93755E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,1.93755E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
francois,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,francois,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
azadonad?a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,azadonad?a,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
barrachina,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,barrachina,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
2a6in6rosa,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,2a6in6rosa,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
fisicoqumico,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,fisicoqumico,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
rusch de celis,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,rusch de celis,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
estanislao,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,estanislao,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
o+bispar,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,o+bispar,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
kingston@professionalhost.com.ag,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,kingston@professionalhost.com.ag,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
basile@europop.by,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,basile@europop.by,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
ecija 51 12-h,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ecija 51 12-h,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
gourley,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gourley,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
corrales de duero,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,corrales de duero,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
9.56114E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,9.56114E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
sayara,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,sayara,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
sant celoni,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,sant celoni,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
66381379k,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,66381379k,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
"calle san millan, 148, 6?e",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle san millan, 148, 6?e",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
antypas sardans,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,antypas sardans,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
