payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
lurlene,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lurlene,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"c/ elvas 112, 13-a",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ elvas 112, 13-a",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"de canoves 13,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"de canoves 13,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
hembrick,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,hembrick,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
1.76488E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,1.76488E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
darcy@google-movil.dz,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,darcy@google-movil.dz,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
katia,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,katia,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
lenya@fbi-criminal-network.com.mil,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lenya@fbi-criminal-network.com.mil,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
3.81894E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,3.81894E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
penarroya ingla,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,penarroya ingla,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
6.65741E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,6.65741E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
"calle artigako haritza, s/n 8?d",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle artigako haritza, s/n 8?d",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
kiyohara,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,kiyohara,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
iracema,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,iracema,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
recabdador,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,recabdador,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
bernadet,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,bernadet,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
76150645z,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,76150645z,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
nehemiah,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,nehemiah,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
