sample_id,arm,y_complexity,d_category,database,query_language,root_id,abstract_family_id,structure_cell_id,grammar_slots_id,sample_index,payload_raw,payload_decoded_or_canonical,query_binding_json,abstract_predicate_ast,predicate_type,representation_technique,compatibility_status,eligibility_for_detector_attack_training,generated_source_type,external_observed,behavior_validated,provenance_source_id,raw_sha256,semantic_lineage_id,split_group_key,notes
A_Y4_D01_R01_V01,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,1,score/**/=/**/11,score = 11,,"[""eq"",""score"",11,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,c89597fe6f9ca1255598ec4eda683c4ffd9ac782f8e1a09b53c5a0e6cbf72782,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V02,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,2,score/**/=/**/24,score = 24,,"[""eq"",""score"",24,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,f71e9b75bf85c4d6f3eef2d1181befa81ff5c2bbe26f138a34c4b80d954a8779,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V03,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,3,score/**/=/**/37,score = 37,,"[""eq"",""score"",37,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,90b1288b08ef69acf31f721f620a146d312a2c20063164c5bef50b3c3d681784,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V04,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,4,score/**/=/**/50,score = 50,,"[""eq"",""score"",50,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,25162440b25fdad09402021d4dde4a6fefb5bf6e387817524dc551d130866cce,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V05,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,5,score/**/=/**/63,score = 63,,"[""eq"",""score"",63,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,c30909158d6fa90207f70c68ee41c1be18895415aa2323ce4592aaa389f8b800,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V06,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,6,score/**/=/**/76,score = 76,,"[""eq"",""score"",76,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,25f86aeda6b483f2fc1c7748a0fa6e2bf6d3ae592570cc7274c84c18bc74d98f,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V07,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,7,score/**/=/**/89,score = 89,,"[""eq"",""score"",89,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,e97165b864128634a358faade48e48e11083c82de91b5bb2f361afa7fbc68f6f,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V08,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,8,score/**/=/**/102,score = 102,,"[""eq"",""score"",102,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,77319a0734dbc9b42786b908fe239248bb8c8ccc0d3e71783850d37e795782c2,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V09,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,9,score/**/=/**/115,score = 115,,"[""eq"",""score"",115,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,3e40f9f49006698b3b737cf540d93acfd8a0c8d78374b1ff293cbd982d206524,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
A_Y4_D01_R01_V10,A,Y4_Basic_Obfuscation,D1,PostgreSQL,SQL,Y4_R01,AF_01,Y4_R01_D01,Y4_R01_D01_SLOTS,10,score/**/=/**/128,score = 128,,"[""eq"",""score"",128,null]",num_eq,SQL_comment_lexical_variation,documentation_informed_not_engine_validated,not_validated_attack,synthetic_documentation_informed,false,false,SOURCES_PER_DIALECT_AND_ABSTRACT,0d83fa37ae264ea8f458582d68f38c7e18a55d9189a569aabc008e395868c445,AF_01_D01_R01,AF_01,SQL/SQL++ WHERE predicate fragment; engine/parser_specific_NOT_validated; DO_NOT_TREAT_AS_CONFIRMED_SQLi
