sample_id,run_id,generation_index,created_utc,model_name,model_checkpoint,branch,seed,target_ruleset_id,target_root_id,target_structure_cell_id,target_module_id,target_y_level,target_semantic_family,target_ruleset_family,target_skeleton_reference,target_required_tokens,target_slot_schema_id,prompt_prefix,payload_raw,payload_stripped,payload_normalized,payload_decoded,payload_hash,payload_length_chars,payload_length_tokens,eos_reached,truncated,matched_ruleset_id,match_source,matched_root_id,matched_structure_cell_id,matched_semantic_family,ruleset_match_score,skeleton_match_score,slot_match_score,required_token_match_score,off_ruleset,off_family,reward_stage,reward_version,r_ruleset,r_skeleton,r_slot,r_structure,r_diversity,r_coverage,r_length,p_duplicate,p_near_duplicate,p_off_ruleset,delimiter_valid,quote_valid,boolean_signal_valid,required_tokens_valid,skeleton_valid,slot_sanity_valid,representation_valid,static_score,static_error_class,raw_duplicate_in_run,duplicate_of_sample_id,duplicate_in_training,nearest_train_sample_id,nearest_train_similarity,nearest_generated_sample_id,nearest_generated_similarity,near_duplicate_flag,accepted_for_next_stage,accepted_reason,rejected_reason,usable_for_training,usable_for_reward_update,manual_review_required,postgres_parse_valid,postgres_runtime_valid,semantic_behavior_valid,positive_payload,negative_payload,expected_truth,observed_truth,truth_match,source_v4_1_sample_id,source_type,reward_total,candidate_generation_status,runtime_claim_allowed
BOOT_Y3_R001_C01_S01,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,1,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,32%20%3D%2032,32%20%3D%2032,32 = 32,32 = 32,sha256:e267f997205f311339d0ac5d7c7cc56ce3461238686923ef76c075f463f0d1f0,13,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((32%20%3D%2032) OR TRUE),((32%20%3D%2032) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S01,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C01_S02,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,2,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,45%20=%2045,45%20=%2045,45 = 45,45 = 45,sha256:f6a47fe3338d745f512a9a8a0fabc564fa565fe9cf143cf0f57b7316f2f023b0,11,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((45%20=%2045) OR TRUE),((45%20=%2045) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S02,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C01_S03,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,3,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,58%20%3D%2058,58%20%3D%2058,58 = 58,58 = 58,sha256:41146d28a7214da8acf2cf88fbd13443c9400a5dea5a7d2d7a65774242968101,13,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((58%20%3D%2058) OR TRUE),((58%20%3D%2058) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S03,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C01_S04,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,4,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,71%20%3D%2088,71%20%3D%2088,71 = 88,71 = 88,sha256:5d208b696529dca78f4e38c562f0632f220acf5385e911d0b7c4e30d48e029de,13,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((71%20%3D%2088) OR TRUE),((71%20%3D%2088) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S04,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C01_S05,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,5,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,84%20=%204,84%20=%204,84 = 4,84 = 4,sha256:b349ef29aa8d954944fb44ecaa0b4a7bccdab5f4a249050f49f87cde64c6c619,10,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((84%20=%204) OR TRUE),((84%20=%204) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S05,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C01_S06,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,6,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C01,PG_BOOL_R001,PG_BOOL_R001_C01,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,INT = INT,=,SLOT_Y3_R001_C01,<RULE=RS_Y3_R001_C01><CELL=PG_BOOL_R001_C01><FAMILY=comparison_numeric>,97%20%3D%2017,97%20%3D%2017,97 = 17,97 = 17,sha256:3a11f350205fd293be1e5f5e5833f9e4139876a2f38628e0d1b1045f0492201f,13,3,True,False,RS_Y3_R001_C01,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C01,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((97%20%3D%2017) OR TRUE),((97%20%3D%2017) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C01_S06,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C02_S01,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,7,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y3_R001_C02,<RULE=RS_Y3_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,%2843%20=%2043%29,%2843%20=%2043%29,(43 = 43),(43 = 43),sha256:9ea19bf45ed975f621a520fd3ff1e5816f8ac1a8bbb54acad02a728e4cb7ace7,17,5,True,False,RS_Y3_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((%2843%20=%2043%29) OR TRUE),((%2843%20=%2043%29) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C02_S01,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C02_S02,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,8,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y3_R001_C02,<RULE=RS_Y3_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,(56%20%3D%2056),(56%20%3D%2056),(56 = 56),(56 = 56),sha256:292a6b1a4b0d245b696adca7830ea65a93e75cacb45e155b0a9b4a994cb4c5a7,15,5,True,False,RS_Y3_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,(((56%20%3D%2056)) OR TRUE),(((56%20%3D%2056)) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C02_S02,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C02_S03,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,9,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y3_R001_C02,<RULE=RS_Y3_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,%2869%20%3D%2069%29,%2869%20%3D%2069%29,(69 = 69),(69 = 69),sha256:c7496d60d746d2eea60e643756daedfa9c4c955b072e4a12bd72066ecc9f3f54,19,5,True,False,RS_Y3_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((%2869%20%3D%2069%29) OR TRUE),((%2869%20%3D%2069%29) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C02_S03,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
BOOT_Y3_R001_C02_S04,BOOTSTRAP_V4_1_TO_V5_RULESET_CONDITIONED,10,2026-09-25T18:26:26+00:00,SOURCE_BOOTSTRAP_FROM_V4_1,source_dataset_not_model_checkpoint,D_renderer_bootstrap,0,RS_Y3_R001_C02,PG_BOOL_R001,PG_BOOL_R001_C02,Y3_encoded_boolean,Y3,comparison_numeric,comparison_numeric,(INT = INT),=,SLOT_Y3_R001_C02,<RULE=RS_Y3_R001_C02><CELL=PG_BOOL_R001_C02><FAMILY=comparison_numeric>,%2882%20=%202%29,%2882%20=%202%29,(82 = 2),(82 = 2),sha256:9041f43659ad02304c8bc40f2f026f97ef824687c2ea0053881b42b8ecf85da8,16,5,True,False,RS_Y3_R001_C02,source_assigned,PG_BOOL_R001,PG_BOOL_R001_C02,comparison_numeric,1.0,1.0,1.0,1.0,False,False,bootstrap_static_scoring,reward_v5_static_proxy_no_runtime,1.0,1.0,1.0,1.0,0.85,0.5,1.0,0.0,0.0,0.0,True,True,True,True,True,True,True,1.0,ok,False,,False,,0.0,,0.0,False,True,accepted_static_v4_1,,False,True,False,not_run,not_run,not_run,((%2882%20=%202%29) OR TRUE),((%2882%20=%202%29) AND FALSE),positive=true;negative=false,not_run,unknown_until_postgres_runtime,Y3_R001_C02_S04,v4_1_static_seed_candidate,0.935,bootstrap_from_v4_1_not_model_generated,False
