id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
33544,"SELECT DATE_SUB ( ""2017-06-15"", INTERVAL 10 DAY ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33545,"SELECT DATE_SUB ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33546,"SELECT DATE_SUB ( ""2017-06-15 09:34:21"", INTERVAL 3 HOUR ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33547,"SELECT DATE_SUB ( ""2017-06-15"", INTERVAL -2 MONTH ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33548,"SELECT DAY ( ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33549,"SELECT DAY ( ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33550,SELECT DAY ( CURDATE ( ) ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33551,"SELECT DAYNAME ( ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33552,"SELECT DAYNAME ( ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33553,SELECT DAYNAME ( CURDATE ( ) ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33554,"SELECT DAYOFMONTH ( ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33555,"SELECT DAYOFMONTH ( ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33556,SELECT DAYOFMONTH ( CURDATE ( ) ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33557,"SELECT DAYOFWEEK ( ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33558,"SELECT DAYOFWEEK ( ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33559,SELECT DAYOFWEEK ( CURDATE ( ) ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33560,"SELECT DAYOFYEAR ( ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33561,"SELECT DAYOFYEAR ( ""2017-01-01"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33562,SELECT DAYOFYEAR ( CURDATE ( ) ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33563,"SELECT EXTRACT ( MONTH FROM ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33564,"SELECT EXTRACT ( WEEK FROM ""2017-06-15"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33565,"SELECT EXTRACT ( MINUTE FROM ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33566,"SELECT EXTRACT ( YEAR_MONTH FROM ""2017-06-15 09:34:21"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33567,SELECT FROM_DAYS ( 685467 ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33568,SELECT FROM_DAYS ( 780500 ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33569,"SELECT HOUR ( ""2017-06-20 09:34:00"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33570,"SELECT HOUR ( ""838:59:59"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33571,"SELECT LAST_DAY ( ""2017-06-20"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33572,"SELECT LAST_DAY ( ""2017-02-10 09:34:00"" ) ;",boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33573,SELECT LOCALTIME ( ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33574,SELECT LOCALTIME ( ) + 1;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33575,SELECT LOCALTIMESTAMP ( ) ;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
33576,SELECT LOCALTIMESTAMP ( ) + 1;,boolean_blind,generic,0.60,SQL statement structure detected with generic boolean logic pattern; suggests conditional injection,2
