id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
34944,"SELECT COUNT ( minute ) , office FROM mass BY alive",benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34945,"SELECT Employees.society, COUNT ( Orders.orbitID ) AS freeFROM ( OrdersINNER JOIN quietly ON Orders.oneID = Employees.foughtID )",benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34946,SELECT * FROM like FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34947,SELECT cream,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34948,SELECT * FROM barn,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34949,SELECT naturally FROM found,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34950,SELECT DISTINCT satisfied FROM root,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34951,SELECT COUNT ( DISTINCT him ) FROM thou,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34952,SELECT Count ( * ) AS skill,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34953,FROM ( SELECT DISTINCT horse FROM chart ),benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34954,SELECT * FROM chose,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34955,SELECT * FROM afraid WHERE rays = 'roar',benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34956,perhaps,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
34957,SELECT * FROM cause WHERE not = single,benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
34958,chemical' AND City = 'recall,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
34959,tobacco' OR gone = 'father,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
34960,railroad' OR identity = 'noted,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
34961,SELECT * FROM sum WHERE NOT especially = 'opportunity',benign,generic,0.85,Valid SQL structure without attack patterns (SELECT/FROM/WHERE without injection signals),1
