id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
27344,calle bendicion 160,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,calle bendicion 160,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27345,docken.carmi@soyrojo.so,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,docken.carmi@soyrojo.so,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27346,depp@rpdkorea.il,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,depp@rpdkorea.il,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27347,av. vigo 144 2?h,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,av. vigo 144 2?h,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27348,arganza,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,arganza,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27349,2el6s,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,2el6s,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27350,pettinge,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,pettinge,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27351,5.79858E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,5.79858E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27352,42552726n,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,42552726n,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
27353,47939000p,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,47939000p,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
27354,thibaut,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,thibaut,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27355,rgiva,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,rgiva,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27356,trombn,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,trombn,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27357,4.79638E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,4.79638E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27358,parilli cresta,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,parilli cresta,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27359,"c/ salvatella, 98 11?h",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ salvatella, 98 11?h",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27360,wailing@mariposasentudia.je,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,wailing@mariposasentudia.je,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
27361,7.71458E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,7.71458E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
