id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
35344,SELECT * FROM sky WHERE bar IN ( SELECT asleep FROM balloon ),benign,generic,1.0,Normal SELECT with IN subquery,RELABEL,benign payload contains 'sleep' (likely false negative),boolean_blind,generic,SELECT * FROM sky WHERE bar IN ( SELECT asleep FROM balloon ),False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
35345,SELECT tower ( s ) FROM sometime UNION,benign,generic,1.0,Normal SELECT with function and UNION,RELABEL,benign payload contains 'union' (likely false negative),boolean_blind,generic,SELECT tower ( s ) FROM sometime UNION,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
35346,SELECT flight ( s ) FROM means UNION ALL,benign,generic,1.0,Normal SELECT with function and UNION ALL,RELABEL,benign payload contains 'union' (likely false negative),boolean_blind,generic,SELECT flight ( s ) FROM means UNION ALL,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
35347,SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,benign,generic,1.0,Normal SELECT with UNION and ORDER BY,RELABEL,benign payload contains 'union' (likely false negative),union_based,generic,SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,False,0,union_based,generic,Pattern match: 'union select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure
35348,SELECT knowledge FROM fog UNION ALL SELECT column FROM bowl ORDER BY wing,benign,generic,1.0,Normal SELECT with UNION ALL and ORDER BY,RELABEL,benign payload contains 'union' (likely false negative),union_based,generic,SELECT knowledge FROM fog UNION ALL SELECT column FROM bowl ORDER BY wing,False,0,union_based,generic,Pattern match: 'union all select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure
35349,"SELECT pole,longer FROM putting WHERE goose = 'sweet' UNION SELECT improve, stomach FROM stems",benign,generic,1.0,Normal SELECT with UNION and WHERE,RELABEL,benign payload contains 'union' (likely false negative),union_based,generic,"SELECT pole,longer FROM putting WHERE goose = 'sweet' UNION SELECT improve, stomach FROM stems",False,0,union_based,generic,Pattern match: 'union select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure
35350,SELECT * FROM was WHERE movement = 'ate' OR asleep = 'waste',benign,generic,1.0,Normal SELECT with OR condition,RELABEL,benign payload contains 'sleep' (likely false negative),boolean_blind,generic,ate' OR asleep = 'waste,True,1,boolean_blind,generic,generic SQL keywords without specific signal,benign,generic,no SQLi signal in heuristic check
35351,SELECT buy ( s ) FROM call UNION,benign,generic,1.0,Normal SELECT with function and UNION,RELABEL,benign payload contains 'union' (likely false negative),boolean_blind,generic,SELECT buy ( s ) FROM call UNION,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
35352,SELECT ocean ( s ) FROM even UNION ALL,benign,generic,1.0,Normal SELECT with function and UNION ALL,RELABEL,benign payload contains 'union' (likely false negative),boolean_blind,generic,SELECT ocean ( s ) FROM even UNION ALL,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
35353,SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,benign,generic,1.0,Normal SELECT with UNION and ORDER BY,RELABEL,benign payload contains 'union' (likely false negative),union_based,generic,SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,False,0,union_based,generic,Pattern match: 'union select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure
