id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
18144,select name from syscolumns where id = ( select id from sysobjects where name = tablename' ) --,stacked_queries,mssql,0.85,sysobjects is MSSQL system table for enumeration,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'stacked_queries' (P8),boolean_blind,mssql,select name from syscolumns where id = ( select id from sysobjects where name = tablename' ) --,False,0,boolean_blind,mssql,generic SQL keywords without specific signal,boolean_blind,mssql,generic SQL structure without strong signal
18145,\x27UNION SELECT,union_based,generic,0.8,\x27UNION SELECT is hex-encoded union SQLi,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'union_based' (P7),boolean_blind,generic,\x27UNION SELECT,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
18146,char@39A+@SELECT,union_based,generic,0.8,char@39A+@SELECT is encoded union SQLi,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'union_based' (P7),boolean_blind,generic,char@39A+@SELECT,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
18147,"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",union_based,generic,0.85,UNION ALL SELECT for union-based SQLi,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'union_based' (P7),boolean_blind,generic,"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",False,0,boolean_blind,generic,Pattern match: 'and 1 = 0' → boolean_blind (P3); DB signature: generic,union_based,generic,UNION SELECT structure
18148,truncate,benign,generic,0.6,truncate is DML not attack standalone,RELABEL,confidence too low (0.60),benign,generic,truncate,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
18149,"select * from users where id = 1 or "", ( "" or 1 = 1 -- 1",boolean_blind,mysql,0.8,"\""",RELABEL,reasoning too short (2 chars),boolean_blind,mysql,"select * from users where id = 1 or "", ( "" or 1 = 1 -- 1",False,0,boolean_blind,generic,Pattern match: 'or 1 = 1' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)"
18150,"select * from users where id = 1 or "",{"" or 1 = 1 -- 1",boolean_blind,mysql,0.8,"\""",RELABEL,reasoning too short (2 chars),boolean_blind,mysql,"select * from users where id = 1 or "",{"" or 1 = 1 -- 1",False,0,boolean_blind,generic,Pattern match: 'or 1 = 1' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)"
18151,"insert into mysql.user ( user, host, password ) values ( 'name', 'localhost', password ( 'pass123' ) )",stacked_queries,mysql,0.95,INSERT into mysql.user for MySQL stacked queries,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'stacked_queries' (P8),boolean_blind,generic,"insert into mysql.user ( user, host, password ) values ( 'name', 'localhost', password ( 'pass123' ) )",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
18152,exec sp,benign,generic,0.6,exec sp requires stored proc context,RELABEL,confidence too low (0.60),benign,generic,exec sp,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
18153,1;SELECT *,stacked_queries,generic,0.8,1;SELECT * is stacked query,RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'stacked_queries' (P8),boolean_blind,generic,1;SELECT *,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal
