id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
32344,tacuara,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tacuara,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32345,cowper@elbauldelosrefranes.pm,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cowper@elbauldelosrefranes.pm,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32346,castellol,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,castellol,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32347,7.35961E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,7.35961E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32348,"calle pago de la serrana 109, 11?a",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle pago de la serrana 109, 11?a",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32349,"cami de almoster, 109,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"cami de almoster, 109,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32350,baladora,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,baladora,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32351,95944263q,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,95944263q,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
32352,derbarn henriquez,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,derbarn henriquez,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32353,5.37737E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,5.37737E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32354,97573176t,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,97573176t,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
32355,pertusa boladera,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,pertusa boladera,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32356,faustino cavadas 162 6-a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,faustino cavadas 162 6-a,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32357,lanae,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lanae,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32358,"maestro de burgos, 199",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"maestro de burgos, 199",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32359,donadio_honig@donkr.zr,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,donadio_honig@donkr.zr,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32360,"pl. los oficios, 181 12?d",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"pl. los oficios, 181 12?d",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32361,kussauer_brereton@showcarsmadrid.com.kp,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,kussauer_brereton@showcarsmadrid.com.kp,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
32362,78260205z,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,78260205z,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
32363,qu1s3da,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,qu1s3da,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
