id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
29944,germe,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,germe,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29945,brasset,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,brasset,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29946,8.77345E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,8.77345E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29947,6e665a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,6e665a,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29948,panter,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,panter,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29949,sims2@videocasa-ebs.ru,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,sims2@videocasa-ebs.ru,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29950,cusell vinageras,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cusell vinageras,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29951,85089975a,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,85089975a,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29952,calle codigo correspondencia oficial correos-telegrafos 33,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,calle codigo correspondencia oficial correos-telegrafos 33,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29953,56163821y,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,56163821y,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29954,lo7ange,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lo7ange,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29955,ildefonso,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ildefonso,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29956,le-van-kim@la-sexta-f1.ro,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,le-van-kim@la-sexta-f1.ro,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29957,courtney_lovelle@quehaces.cy,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,courtney_lovelle@quehaces.cy,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
