id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
35344,SELECT * FROM sky WHERE bar IN ( SELECT asleep FROM balloon ),unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35345,SELECT tower ( s ) FROM sometime UNION,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35346,SELECT flight ( s ) FROM means UNION ALL,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35347,SELECT eager FROM has UNION SELECT were FROM gas ORDER BY around,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35348,SELECT knowledge FROM fog UNION ALL SELECT column FROM bowl ORDER BY wing,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35349,"SELECT pole,longer FROM putting WHERE goose = 'sweet' UNION SELECT improve, stomach FROM stems",union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35350,ate' OR asleep = 'waste,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35351,SELECT buy ( s ) FROM call UNION,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35352,SELECT ocean ( s ) FROM even UNION ALL,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35353,SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35354,SELECT mental FROM double UNION ALL SELECT were FROM sold ORDER BY rice,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35355,"SELECT partly,roll FROM government WHERE thing = 'five' UNION SELECT help, doing FROM farmer",union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35356,SELECT glass ( s ) FROM keep UNION,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35357,SELECT able ( s ) FROM explore UNION ALL,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35358,SELECT cannot FROM half UNION SELECT curve FROM very ORDER BY machinery,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35359,SELECT valuable FROM hope UNION ALL SELECT studied FROM man ORDER BY organized,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35360,"SELECT floating,travel FROM sand WHERE feed = 'quickly' UNION SELECT shinning, me FROM declared",union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35361,SELECT spider ( s ) FROM settlers UNION,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35362,SELECT you ( s ) FROM own UNION ALL,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35363,SELECT instrument FROM way UNION SELECT vast FROM sport ORDER BY rubber,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35364,SELECT something FROM completely UNION ALL SELECT broken FROM welcome ORDER BY lamp,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35365,"SELECT fastened,fall FROM wash WHERE enter = 'play' UNION SELECT seven, block FROM certainly",union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
35366,SELECT task ( s ) FROM adult UNION,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35367,SELECT rod ( s ) FROM this UNION ALL,unknown,unknown,0.5,Insufficient signals to classify; may be malformed or non-SQL text,0
35368,SELECT chain FROM service UNION SELECT square FROM breathing ORDER BY inside,union_based,generic,0.65,Signal match: union\s+(all\s+)?select → union_based (P7); DB: generic,1
