id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
30944,5.15574E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,5.15574E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30945,baxie,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,baxie,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30946,veracruz,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,veracruz,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30947,"calle garci-perez 41, 9?c",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle garci-perez 41, 9?c",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30948,mud6787t6,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,mud6787t6,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30949,renata,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,renata,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30950,mebine,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,mebine,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30951,vicente,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,vicente,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30952,7aria22,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,7aria22,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30953,juglandea,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,juglandea,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30954,"c/ madrid, 53 5-f",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ madrid, 53 5-f",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30955,0nsu2iso,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,0nsu2iso,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30956,tris2,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tris2,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30957,petruck,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,petruck,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30958,36677303p,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,36677303p,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
30959,swaden,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,swaden,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30960,arine,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,arine,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30961,33371147x,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,33371147x,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
30962,cooksey,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cooksey,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30963,cuarentona,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cuarentona,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30964,hiplita,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,hiplita,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30965,graupere trabucco,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,graupere trabucco,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30966,rebes huasequi,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,rebes huasequi,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30967,tosigoso,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tosigoso,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30968,"calle rio piguea, 5,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle rio piguea, 5,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30969,cohn.of@evasor.ch,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,cohn.of@evasor.ch,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30970,99431698f,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,99431698f,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
30971,gurica4,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gurica4,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30972,bacio bonnin,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,bacio bonnin,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30973,vir7eino,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,vir7eino,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30974,gavald,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,gavald,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
