id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
30744,despacha!do,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,despacha!do,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30745,9.77141E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,9.77141E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30746,milionario.kirkham@programa-gestion-erp.mil,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,milionario.kirkham@programa-gestion-erp.mil,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30747,c/ maria zayas de sotomayor 18,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,c/ maria zayas de sotomayor 18,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30748,humfrid,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,humfrid,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30749,"llobregat 130,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"llobregat 130,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30750,superable,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,superable,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30751,"calle san isidro labrador 188, 13?h",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle san isidro labrador 188, 13?h",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30752,febrido,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,febrido,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30753,d9s1a1i89,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,d9s1a1i89,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30754,recomendaci$n,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,recomendaci$n,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30755,roboracin,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,roboracin,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30756,00207473j,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,00207473j,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
30757,levisky,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,levisky,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30758,julieta,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,julieta,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30759,"c/ benasau, 196, 10?h",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ benasau, 196, 10?h",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30760,tijerin monaghan,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,tijerin monaghan,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
30761,walter,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,walter,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
