id,payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals
29744,91512497m,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,91512497m,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29745,yoselie,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,yoselie,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29746,c632i6ela,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,c632i6ela,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29747,99ortadero,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,99ortadero,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29748,vasilescu.lisi@drogasvirtuales.sc,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,vasilescu.lisi@drogasvirtuales.sc,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29749,0n9ped7,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,0n9ped7,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29750,guisset melo,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,guisset melo,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29751,du-tuan,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,du-tuan,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29752,coomes@queinvento.cl,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,coomes@queinvento.cl,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29753,bojanic-gidra-tolan@elcarritodelacompra.ma,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,bojanic-gidra-tolan@elcarritodelacompra.ma,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29754,okura4,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,okura4,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29755,"calle cortafell, 74",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle cortafell, 74",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29756,$embrutecimiento,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,$embrutecimiento,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29757,villaseca de henares,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,villaseca de henares,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29758,arlota,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,arlota,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29759,fresno de torote,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,fresno de torote,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29760,lim@marketingmunicipal.bf,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lim@marketingmunicipal.bf,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29761,yamile de francisco,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,yamile de francisco,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29762,30388165j,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,30388165j,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29763,"grup de la pau, 108,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"grup de la pau, 108,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29764,35is117r,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,35is117r,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29765,jandtegui curell,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,jandtegui curell,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29766,psklib,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,psklib,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29767,coripe,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,coripe,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29768,8.93682E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,8.93682E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29769,49893169m,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,49893169m,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29770,"merca, a",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"merca, a",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29771,86651591b,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,86651591b,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29772,delsa,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,delsa,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29773,piperni,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,piperni,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29774,themselves-ignez@powerthink.cx,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,themselves-ignez@powerthink.cx,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29775,4.97885E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,4.97885E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29776,byoungin,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,byoungin,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29777,"calle castellet 94,",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"calle castellet 94,",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29778,4.24505E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,4.24505E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29779,03307827j,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,03307827j,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29780,"c/ gallarza, 147",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ gallarza, 147",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29781,ja34ico,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ja34ico,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29782,9.55464E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,9.55464E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29783,7.41E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,7.41E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29784,fnico,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,fnico,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29785,c356conio,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,c356conio,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29786,ruesga,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,ruesga,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29787,86064216x,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,86064216x,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29788,"c/ cartagena, 84 3?b",benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,"c/ cartagena, 84 3?b",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29789,enumer24,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,enumer24,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29790,empentar,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,empentar,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29791,dueas cristaldo,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,dueas cristaldo,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29792,lttecke,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,lttecke,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29793,chanco,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,chanco,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29794,53933880f,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,53933880f,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29795,baxley@italianmotorvillagesevilla.sh,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,baxley@italianmotorvillagesevilla.sh,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29796,5.10E+15,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,5.10E+15,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29797,29385081m,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,29385081m,False,0,benign,generic,no attack signal detected,heavy_query,generic,contains 7+ digit number (DoS-style payload)
29798,abraham,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,abraham,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29799,dorene6,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,dorene6,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
29800,sappington-espana@fighting-machines.mq,benign,generic,0.9,not_sql_injection,RELABEL,reasoning too short (17 chars),benign,generic,sappington-espana@fighting-machines.mq,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check
